keras_MSE2_None_relu0,keras_MSE2_None_relu1,keras_MSE2_None_relu2,keras_MSE2_None_relu3,keras_MSE2_None_relu4,keras_MSE2_None_relu5,keras_MSE2_None_relu6,keras_MSE2_None_relu7,keras_MSE2_None_relu8,keras_MSE2_None_relu9,keras_MSE2_None_relu10,keras_MSE2_None_relu11,keras_MSE2_None_relu12,keras_MSE2_None_relu13,keras_MSE2_None_relu14,keras_MSE2_None_relu15,keras_MSE2_None_relu16,keras_MSE2_None_relu17,keras_MSE2_None_relu18,keras_MSE2_None_relu19,keras_MSE2_None_relu20,keras_MSE2_None_relu21,keras_MSE2_None_relu22,keras_MSE2_None_relu23,keras_MSE2_None_relu24,keras_MSE2_None_relu25,keras_MSE2_None_relu26,keras_MSE2_None_relu27,keras_MSE2_None_relu28,keras_MSE2_None_relu29,keras_MSE2_None_relu30,keras_MSE2_None_relu31,keras_MSE2_None_relu32,keras_MSE2_None_relu33,keras_MSE2_None_relu34,keras_MSE2_None_relu35,keras_MSE2_None_relu36,keras_MSE2_None_relu37,keras_MSE2_None_relu38,keras_MSE2_None_relu39,ID,y
94.7270889282,96.7402420044,96.8259429932,95.8268585205,96.2810974121,98.1785583496,98.9305877686,101.34752655,96.4704360962,93.2295532227,96.3919296265,92.3176574707,98.78540802,87.651473999,95.2825088501,93.1098937988,95.4038085938,97.772567749,101.247344971,94.7741470337,92.3649597168,99.6707305908,89.0681152344,102.312690735,99.9076309204,93.1417236328,93.6688995361,92.9398880005,98.0908508301,94.6811218262,101.511901855,93.1167678833,94.250541687,91.1382904053,94.7274780273,92.5402297974,95.1276016235,93.1714859009,91.7196273804,92.3397598267,3507,99.25
114.2862854,109.020759583,113.106796265,113.12651062,110.776031494,114.333442688,118.040313721,106.931816101,104.803138733,114.505401611,112.72567749,108.727470398,108.852836609,107.678611755,107.443305969,110.995681763,111.290710449,112.99193573,115.84236908,113.522476196,113.700286865,111.161567688,106.532875061,106.027450562,113.141525269,109.581443787,115.709976196,110.98651886,107.772033691,110.323204041,109.979499817,119.683151245,112.31098175,107.397445679,104.769248962,109.260437012,101.164558411,114.462509155,110.900413513,107.641494751,3509,115.0625
89.3840789795,93.6291809082,93.2777786255,92.7010650635,92.35572052,92.978767395,92.2419509888,93.5480728149,88.3323364258,95.1498413086,91.6349029541,97.4389953613,93.6940917969,90.2107696533,92.0965499878,91.5639877319,96.997795105,88.6634902954,95.6104202271,92.7709579468,95.1251144409,90.9922027588,93.9683456421,84.7079086304,95.9769210815,92.2119903564,99.2261886597,91.80103302,99.815246582,93.7033309937,91.0140304565,92.5633087158,96.6996765137,95.1387634277,89.123550415,88.5271606445,93.2604598999,93.6066436768,92.6557693481,95.8857803345,3510,89.8125
88.641998291,92.940864563,93.6281967163,92.7288208008,92.5746002197,95.8420944214,93.9402313232,91.9300231934,90.8475875854,86.403503418,91.0311813354,89.3760452271,91.4816589355,84.5389175415,93.6034545898,92.0193710327,89.3440551758,87.3600006104,88.9474487305,90.2934951782,92.1875457764,91.9185943604,88.5453796387,95.0150299072,94.5053863525,89.8920669556,87.6422729492,89.3906936646,92.4783630371,90.3709564209,93.6550750732,92.4459533691,91.5084152222,86.8128890991,94.7154388428,90.2268981934,93.3623962402,91.9378509521,90.8843002319,92.4686889648,3513,101.4375
115.279510498,108.351478577,113.196907043,115.723175049,112.218513489,112.910148621,118.70111084,115.831054688,107.336463928,113.17691803,106.923675537,104.748390198,111.402305603,106.146286011,109.547042847,112.170906067,114.043769836,109.647613525,115.230384827,107.069366455,108.574378967,108.867782593,108.443695068,107.55670929,112.844390869,116.105987549,115.192672729,110.796020508,113.387687683,108.372627258,106.138961792,112.810150146,110.903549194,108.233093262,114.106513977,107.438728333,110.061683655,113.422920227,106.816642761,110.327430725,3514,110.9375
113.301170349,110.959976196,110.818367004,112.258460999,113.634399414,108.38344574,115.648757935,116.063186646,117.84021759,113.892700195,114.934127808,109.434120178,116.595092773,108.582168579,114.303436279,111.087516785,116.207229614,114.609313965,113.10168457,110.075202942,114.266448975,110.325637817,117.610038757,117.939849854,114.098686218,105.465911865,109.559906006,114.770881653,118.410331726,115.256195068,114.002983093,108.854255676,111.423332214,113.445800781,113.293182373,112.605941772,112.404708862,109.420013428,112.851776123,111.209213257,3516,114.5625
93.9150238037,95.7122497559,95.7288284302,90.4265594482,92.5539093018,96.6212387085,92.8442764282,94.3871459961,94.6651687622,89.114074707,92.8612594604,92.5998840332,96.0207138062,92.8909835815,91.748374939,95.9705200195,93.7787094116,97.835975647,94.5787887573,91.3214111328,93.6506652832,92.3217849731,89.9374160767,92.5659713745,91.58253479,94.6984786987,93.7218170166,92.9772949219,92.3759078979,92.3804092407,94.2030487061,93.4863586426,92.9238510132,90.7489776611,91.1822967529,90.5703430176,93.7628631592,94.7527160645,95.8378601074,92.2643127441,3519,89.9375
76.4278030396,80.7656555176,77.3094406128,75.5772247314,78.2945327759,84.0871353149,77.3234100342,74.9207382202,71.19921875,74.9031829834,76.265083313,78.264831543,78.6294555664,75.5511779785,79.4486923218,79.9551773071,76.9297561646,77.5157318115,72.0831985474,77.5624771118,74.2980041504,80.8309020996,80.400177002,75.8722610474,78.0842132568,79.0669174194,77.9020080566,81.819694519,72.8698959351,78.2841339111,79.1178512573,76.0131530762,72.499206543,76.814956665,75.6273040771,77.798500061,73.6038742065,73.1558609009,80.7996444702,78.4781188965,3520,80.3125
104.878242493,100.940818787,100.376937866,100.754379272,102.940643311,106.548103333,102.00188446,107.22668457,105.008926392,106.648208618,98.5369567871,103.528915405,101.796600342,101.010238647,110.813606262,102.524154663,100.414085388,103.240722656,104.11051178,103.842269897,105.267021179,106.640861511,101.215530396,105.78503418,100.44152832,104.226593018,101.289024353,102.5391922,111.542396545,103.956428528,104.478767395,97.3892440796,101.872558594,103.752182007,106.318359375,102.381095886,102.264717102,97.9226989746,103.875480652,101.33895874,3521,98.6875
91.7550811768,93.1991424561,94.4311676025,94.8551177979,92.0255126953,99.2918930054,93.0113449097,97.7745437622,92.4896240234,87.4356384277,93.7366333008,91.4118270874,94.579536438,92.786605835,91.0854034424,91.647644043,92.3246231079,98.1594238281,90.2792129517,92.0159912109,90.4625473022,88.732383728,89.6700210571,90.381111145,93.9405441284,93.0490036011,94.5251464844,94.252571106,92.9456176758,93.1628952026,93.3106994629,98.2011184692,90.1281738281,91.4751815796,92.436958313,92.1125869751,91.0596923828,92.7614746094,93.2424316406,89.8544616699,3522,87.75
110.069084167,111.020324707,111.598846436,113.331199646,115.019195557,112.433036804,123.157165527,106.630691528,110.001953125,115.319534302,116.55683136,111.312324524,109.256271362,114.869720459,106.949516296,110.012062073,107.962234497,108.101898193,109.458343506,112.014289856,104.06124115,110.452079773,107.156921387,106.031356812,110.751655579,110.637687683,115.657554626,111.609458923,106.599243164,107.475395203,112.109169006,113.593864441,108.16104126,116.403640747,108.556716919,106.233032227,109.528610229,114.013137817,109.135124207,106.257507324,3523,120.1875
116.908439636,109.008460999,106.41103363,112.6876297,117.056976318,111.361885071,111.548431396,118.447044373,117.114311218,114.471946716,111.73021698,108.889442444,111.530357361,107.598960876,114.478782654,107.704574585,113.057807922,112.864105225,112.660873413,110.429710388,111.469444275,112.679901123,117.061958313,113.918663025,108.535064697,110.783676147,110.391792297,112.20716095,116.004394531,113.376373291,113.296073914,114.528236389,117.298240662,107.424995422,118.419052124,112.493606567,110.236221313,106.495986938,116.198059082,104.105567932,3524,117.25
95.130897522,95.8127059937,95.0388031006,92.9335098267,93.8063964844,97.49584198,93.6287918091,102.411720276,93.3855514526,91.277885437,96.4052505493,90.4240264893,90.6329193115,86.4206008911,91.7738418579,92.4461212158,96.1509399414,94.4267044067,91.8254318237,95.4893951416,92.2344284058,92.7437362671,89.770904541,97.7387313843,92.7212219238,91.3170471191,90.9069213867,94.9391098022,95.527053833,93.8853988647,96.4447784424,89.9561538696,96.814414978,85.8856964111,94.0346221924,90.6757278442,93.2403945923,91.2080917358,91.7360305786,91.6758728027,3525,98.125
93.3015670776,87.1409835815,96.3369827271,88.4038543701,94.5916290283,94.0158615112,96.5608444214,91.7252426147,92.2340545654,87.73387146,89.049659729,91.1983184814,93.3388290405,88.0906066895,89.7789306641,94.7877044678,89.8197860718,88.1211013794,90.6775283813,97.9963226318,90.6335067749,96.0457763672,88.8321228027,92.3885803223,94.5884094238,89.1489639282,93.4148025513,92.6847381592,93.5913772583,88.9118652344,91.0460891724,95.5982666016,92.332649231,90.4079818726,88.2267150879,90.8124923706,93.9211349487,91.4286499023,93.6597595215,91.4334182739,3527,92.4375
92.1322479248,93.1547241211,92.9624710083,93.7659225464,92.2514343262,92.5089950562,90.9010620117,95.8004074097,91.1169586182,98.3579483032,95.568977356,90.7886428833,92.787902832,97.384803772,94.4427337646,90.5822143555,91.9215240479,92.8739547729,90.065826416,94.4648666382,90.8387527466,89.3627319336,87.9471893311,85.6736297607,94.867767334,98.1787261963,93.3286056519,88.9023284912,92.6333312988,92.518737793,92.7734909058,89.7942428589,94.7663574219,95.7500076294,93.0067901611,91.2339859009,92.6472854614,93.9195861816,93.1198043823,88.0970840454,3541,97.3125
112.88684845,111.966285706,111.837692261,108.039764404,114.743019104,120.432472229,114.643432617,118.343772888,116.015266418,117.912124634,114.610572815,115.51158905,115.243614197,111.604003906,114.40284729,115.834770203,117.914001465,116.45035553,111.894699097,115.570915222,115.523590088,110.668525696,113.261444092,109.68421936,112.041374207,110.949821472,110.620117188,110.063705444,113.527870178,115.437545776,120.952888489,111.867408752,109.600730896,113.126991272,110.474143982,112.793792725,112.36139679,120.557769775,110.43637085,109.830749512,3542,114.375
113.654693604,108.294029236,116.978172302,110.314476013,114.76348114,113.484275818,118.854309082,120.570709229,116.671821594,102.918701172,110.847305298,109.799560547,116.880279541,111.820205688,111.673973083,117.480323792,111.121986389,116.99042511,113.82093811,116.839767456,113.939300537,117.794845581,109.401649475,112.880027771,120.376708984,114.058906555,118.311592102,113.312988281,119.46320343,113.84487915,114.79788208,115.067565918,112.993392944,113.908058167,109.176559448,110.58833313,113.978065491,115.001472473,114.143119812,110.107215881,3543,115.25
90.8968658447,92.8402938843,91.8315734863,92.0549545288,92.3331832886,94.712272644,95.5758895874,93.229675293,88.7161102295,94.9705276489,96.4989089966,88.9974212646,89.6921234131,95.4374313354,90.5644073486,91.2471008301,91.4022979736,84.5234069824,89.0673141479,90.5253143311,90.1240539551,89.6531677246,89.5548553467,85.0891876221,92.6656417847,90.3368988037,93.2004318237,88.0689315796,89.6797332764,93.3311920166,89.7599029541,88.8441009521,93.8922271729,90.5615158081,85.5039596558,88.415397644,91.6268692017,91.9579772949,93.04737854,88.984085083,3544,106.625
95.4087524414,92.85131073,95.1854248047,92.8033828735,94.4958648682,100.247329712,89.673828125,100.371444702,101.542915344,104.380317688,101.502456665,98.0894241333,96.4735946655,93.2474365234,93.8253173828,100.720199585,100.490653992,93.0814666748,96.14402771,90.8474884033,94.0277481079,89.4433822632,90.9567871094,94.1473464966,91.8325271606,92.4047775269,96.5018615723,96.3277053833,94.8653945923,93.2206344604,100.135475159,94.0107955933,93.2757949829,94.4990615845,95.7459945679,98.6627731323,93.4683990479,90.5399551392,95.5740280151,93.9018630981,3547,99.8125
105.201629639,106.469100952,110.067100525,106.306083679,109.63507843,104.594352722,115.162445068,106.759757996,108.853240967,110.355979919,111.489891052,112.12146759,111.689033508,114.743598938,115.494483948,104.18069458,116.07094574,105.508552551,111.486167908,105.421897888,102.905403137,111.167304993,107.454864502,105.159744263,112.177398682,112.036560059,115.958930969,110.063720703,106.914543152,107.219390869,107.161155701,114.530082703,107.054656982,109.259529114,107.486740112,113.868186951,107.065124512,110.901130676,110.896499634,105.930870056,3548,109.25
104.492416382,99.4694061279,100.221710205,100.494766235,94.8952331543,95.2807159424,98.7392730713,102.440383911,96.7568054199,95.1403274536,97.3780822754,94.5227508545,101.858718872,110.646697998,98.8592071533,96.2610855103,95.4712753296,101.475646973,95.4618911743,101.460990906,99.8128051758,98.0068817139,93.0493240356,90.8891830444,96.4616241455,103.034790039,91.7115402222,96.9023666382,100.840377808,96.5593185425,98.748840332,98.0070495605,95.795715332,98.0426940918,92.9944534302,101.654426575,94.6581344604,96.3497619629,95.2631530762,94.5655136108,3549,119.3125
102.24974823,99.5686340332,102.095695496,96.8742980957,101.839401245,104.65763092,98.5181121826,105.969329834,105.584587097,102.484260559,103.440620422,99.6901092529,106.75075531,100.209655762,105.922355652,101.517448425,103.992774963,97.6378326416,105.638374329,104.553710938,100.203811646,103.7213974,99.9923706055,100.402114868,107.056495667,97.2465591431,103.40713501,104.867195129,105.159934998,108.525184631,103.8387146,101.309494019,100.494056702,100.282730103,111.264122009,102.756500244,105.317977905,100.688461304,101.393623352,101.246490479,3552,108.25
92.8466033936,88.4206771851,95.7021331787,92.2566070557,94.4750366211,90.4327087402,88.3028259277,90.9762115479,92.4758377075,90.1360778809,91.8839263916,92.0113601685,91.8315658569,89.5025177002,93.0915145874,93.1915664673,91.9151763916,92.3560562134,89.891456604,97.6142883301,93.6593780518,91.7527770996,88.710067749,89.9559020996,95.6394348145,91.8149261475,94.5927352905,94.8064193726,93.2884750366,98.1374053955,94.661529541,93.8237915039,90.855796814,96.0472640991,93.5387420654,89.4404525757,97.5913085938,91.4221420288,94.1587905884,90.9999847412,3555,89.9375
104.989181519,102.329467773,107.038078308,103.788230896,100.991989136,107.390563965,105.911643982,105.675628662,101.251525879,104.357658386,107.50592804,103.724143982,105.863952637,105.624679565,104.598472595,96.8124084473,100.013442993,109.851615906,102.494880676,110.164253235,105.809844971,103.818771362,112.563865662,103.842544556,103.489692688,101.231010437,104.19695282,106.324104309,107.225280762,101.771499634,107.890235901,100.073692322,99.9079360962,99.435043335,105.209075928,106.560813904,105.297348022,109.951202393,100.277877808,112.864654541,3556,105.5625
75.1550064087,77.7264709473,77.5306854248,79.9446487427,77.4914398193,73.9212493896,80.1275253296,74.1303710938,79.8566513062,75.4252700806,75.0257415771,76.1746520996,77.2822952271,79.2221450806,78.6828994751,78.9768295288,77.9203643799,80.6762695312,78.9832992554,74.2210769653,81.9466094971,71.8684463501,82.7142105103,80.3732757568,77.5889968872,72.887550354,75.0200195312,75.9001846313,77.0981445312,77.7834472656,77.5083465576,76.3067703247,77.6611099243,70.7754974365,79.6796264648,76.1384963989,76.1260681152,72.4588241577,79.033241272,73.1881713867,3560,78.9375
114.945259094,118.855255127,120.309249878,119.343887329,117.935020447,119.975143433,124.042297363,115.576179504,112.926864624,117.146949768,111.563179016,108.18347168,113.427436829,113.820449829,111.391563416,111.32951355,114.187530518,112.588874817,114.906364441,112.020591736,112.069869995,116.656463623,110.992736816,111.004257202,117.270477295,112.279434204,118.351791382,106.652702332,111.657371521,110.368400574,113.287506104,115.141281128,119.458213806,124.007568359,122.307441711,107.350379944,109.188919067,115.30922699,113.323394775,113.66255188,3566,109.625
88.1652145386,92.8627243042,90.3864440918,91.9636001587,93.0755157471,91.1603546143,90.7283859253,92.1205444336,87.5354385376,94.3513183594,89.0502319336,95.2091445923,90.8002624512,88.6847686768,91.3246765137,90.769859314,96.1923522949,87.8544464111,93.8579788208,90.5238342285,93.5893936157,92.2961959839,91.9332885742,82.4896850586,93.8578491211,91.5013961792,93.3352890015,95.3184432983,99.2524032593,91.3750686646,89.4871673584,91.5394897461,95.3409576416,95.1989517212,87.7862701416,88.2168197632,92.443107605,93.4451065063,91.6495132446,90.8854598999,3568,95.6875
114.310646057,114.120910645,107.764068604,111.963768005,112.453735352,112.051620483,111.066383362,115.09009552,110.441886902,113.325538635,115.520637512,113.000114441,120.056472778,110.721260071,117.153015137,111.427108765,114.385505676,112.258094788,118.41242981,109.382377625,112.794685364,113.935890198,109.572975159,113.525527954,112.550483704,111.568710327,113.291893005,110.048446655,112.353775024,108.896583557,121.598884583,111.845939636,111.651344299,110.474777222,122.40120697,110.926994324,112.986991882,111.692359924,120.410804749,116.672294617,3569,125.75
92.8033981323,88.0460510254,95.4566116333,91.2644500732,92.4328689575,91.4269256592,91.7577590942,87.0161590576,91.9813156128,88.9491195679,91.6276245117,90.5979309082,95.3474502563,90.4923858643,91.1752243042,91.396812439,93.6242752075,93.1206359863,90.5508956909,97.3552093506,91.4085540771,93.9758682251,89.6741943359,94.1057128906,94.4176864624,89.5448684692,94.2132644653,92.7133865356,89.3533325195,91.0218963623,90.9372558594,99.3996429443,89.1725158691,89.6722106934,88.2205200195,92.220199585,93.1019897461,90.8607406616,93.6501312256,90.7047805786,3570,90.6875
109.331787109,106.027908325,101.075416565,101.596847534,103.850372314,104.730072021,102.904693604,111.008232117,108.358695984,105.196685791,103.785049438,112.964134216,109.153572083,108.096588135,108.366226196,103.267906189,105.891792297,105.625770569,107.950508118,104.680366516,102.606887817,108.010871887,111.145965576,107.358604431,104.843070984,99.1649093628,98.7923736572,104.196853638,112.350898743,103.517341614,110.595626831,101.140106201,106.770172119,108.713485718,114.726593018,109.858062744,106.032852173,110.085021973,105.25907135,103.327346802,3573,106.75
79.1053543091,80.0417175293,76.27318573,80.3836593628,76.0866394043,78.9846725464,80.2326431274,77.4160232544,81.1768188477,78.5898666382,75.4303512573,76.5220870972,78.5788192749,82.1256027222,80.6819992065,82.8776168823,79.2433853149,82.5474472046,81.8677368164,77.9511642456,79.1222229004,74.4648971558,80.987121582,80.3191680908,78.5161132812,74.1948776245,81.42993927,79.4318847656,86.3710708618,78.2373123169,76.7228546143,75.9851531982,82.4822311401,72.7088851929,82.3401947021,75.2856750488,76.3925552368,74.7420425415,83.1856307983,76.8084869385,3575,77.4375
111.098518372,115.584770203,117.013313293,116.513252258,115.374015808,115.558494568,126.807579041,113.240539551,116.153129578,115.164985657,115.412391663,113.30140686,110.949874878,113.843223572,111.466064453,109.522453308,108.342132568,108.316398621,116.138000488,112.17049408,109.466339111,111.844306946,110.753822327,109.69467926,116.110328674,113.806968689,117.221984863,110.141418457,112.807510376,110.681625366,113.016822815,117.755195618,112.833992004,115.16973877,111.06690979,110.445159912,111.303466797,119.55140686,113.347717285,107.974617004,3580,122.0
98.2676315308,95.1047744751,96.2491607666,94.8441390991,95.1819381714,96.3347702026,95.5788650513,96.1417922974,95.9223556519,97.5153808594,94.1682739258,102.009407043,96.1709136963,93.1574859619,99.2899932861,89.3226547241,96.0596618652,98.2518844604,94.7407913208,101.330032349,98.2347412109,93.5171051025,92.0321578979,90.5823364258,94.7536087036,96.6058120728,95.9010238647,95.1541519165,104.680953979,91.9713668823,97.0559844971,90.5805053711,94.3368988037,92.2459716797,90.8833389282,99.1447982788,92.0503616333,95.2400054932,92.7498703003,86.8093719482,3581,89.8125
113.355461121,111.521911621,116.386695862,114.055870056,112.459510803,116.512969971,115.963523865,115.643821716,112.041526794,113.817085266,113.530593872,112.605056763,119.559310913,112.107269287,118.705047607,114.161697388,117.584274292,111.115440369,114.261177063,114.121261597,114.182571411,118.937179565,114.511428833,110.366912842,112.017860413,109.511878967,111.992721558,116.878852844,120.269958496,116.596511841,122.593597412,116.213241577,106.909118652,110.670387268,122.442962646,116.844726562,117.748580933,114.126594543,115.349098206,117.503288269,3582,116.5
96.2194137573,95.8013076782,95.5256347656,97.5382995605,98.5620956421,99.3973846436,102.275634766,92.789894104,91.5823440552,92.0543441772,94.3936386108,100.663131714,97.4377670288,102.721160889,99.3483657837,101.340309143,100.763977051,100.442817688,100.180412292,98.9178924561,96.391960144,98.9880218506,95.5984802246,94.894493103,101.498703003,93.9468765259,100.180122375,93.4082183838,98.9889984131,95.3580780029,96.873550415,98.9430541992,96.0513076782,93.3296966553,91.9303970337,93.8160934448,97.1622009277,97.7071685791,94.8983383179,95.2829284668,3584,99.625
77.5919189453,75.6821060181,74.7881317139,76.7480773926,79.7886276245,79.2613830566,75.2140808105,77.8973083496,76.4200363159,77.6846694946,80.3837890625,76.3317489624,81.6465988159,79.1389083862,78.6785354614,77.7335281372,73.1732635498,74.4071426392,77.454788208,81.0993041992,75.3182449341,78.3047790527,79.8446426392,75.8835525513,78.7379074097,79.1408615112,77.9733581543,78.328956604,78.7240905762,69.7121047974,75.1223678589,78.0236434937,76.8109436035,78.9091949463,80.1083297729,74.2782516479,78.744758606,74.9086380005,77.0903778076,78.3281860352,3588,74.375
88.9236068726,89.3689117432,93.0922241211,92.260055542,90.7453460693,96.2708358765,90.7028503418,96.5922622681,95.4680175781,89.4683532715,92.950843811,91.3206253052,93.1176376343,91.5741729736,88.4920196533,94.9742202759,90.643989563,99.3408432007,92.3382949829,90.0807189941,92.4621505737,93.7509231567,91.8368911743,90.402633667,93.3870315552,90.4774475098,94.3185577393,93.3411636353,93.0080184937,91.0171508789,93.0536956787,91.5035858154,91.6631317139,91.8737411499,92.0646133423,96.0700454712,95.1749649048,88.5206451416,91.3882598877,88.9141921997,3589,114.5
117.407196045,116.155525208,114.596755981,122.434494019,116.623756409,116.472763062,125.5887146,112.825538635,118.265945435,105.653793335,114.25617981,119.214759827,114.633880615,113.693481445,117.997520447,116.105964661,114.453552246,112.52747345,119.792579651,112.930137634,114.450752258,113.612541199,109.346450806,108.466941833,116.770324707,112.494171143,121.835136414,118.459037781,111.139099121,106.033401489,112.043823242,120.133323669,113.74332428,111.690406799,110.177978516,109.627983093,120.246192932,120.911346436,112.130432129,112.630340576,3590,108.0
96.9773330688,96.3337631226,94.4018478394,100.603126526,96.3235626221,96.1597137451,102.000114441,97.3468933105,98.8295516968,97.661567688,96.6715393066,93.4710388184,95.5066070557,101.176704407,99.0404281616,94.3790130615,92.5704345703,97.3967666626,90.2998428345,98.511505127,92.473991394,96.3554000854,94.6977767944,91.1071090698,90.0155563354,98.1584014893,95.5999679565,96.5002288818,96.6855697632,96.2194671631,92.3988418579,98.8217010498,91.9878768921,98.5316848755,91.0136489868,95.9458389282,101.436973572,98.674041748,96.3974227905,94.3403244019,3591,109.0
112.594696045,108.934898376,113.554855347,113.320159912,115.811386108,118.88911438,117.347732544,120.930213928,113.666297913,119.563049316,115.387489319,110.876144409,123.815093994,106.211799622,120.658538818,115.224121094,121.376945496,115.253303528,116.596572876,112.442909241,111.885177612,112.563575745,107.495742798,114.486183167,114.022949219,110.696655273,112.647468567,115.251602173,122.31212616,114.830055237,116.875679016,118.682861328,110.634086609,109.485877991,113.331916809,114.858428955,117.264022827,118.590782166,107.713508606,119.400794983,3592,110.0
93.8589553833,93.9776916504,97.9618225098,94.308303833,96.3853759766,94.0352478027,96.8449401855,96.7274017334,99.1781921387,92.1236572266,96.1394958496,98.2969894409,100.684326172,87.4541854858,99.5296936035,96.5239715576,98.3107528687,100.984436035,91.0451431274,102.329925537,94.4635009766,97.378074646,93.0346298218,91.123916626,96.0776062012,93.2398071289,95.9153823853,94.8162002563,90.498550415,98.3984451294,97.10521698,98.8525238037,90.9250564575,95.8040466309,90.7617874146,94.4582214355,97.2092437744,94.0753479004,99.3405075073,92.5241699219,3596,89.25
98.4354858398,103.648429871,99.4181137085,98.3002929688,97.7388153076,102.885093689,102.856063843,101.795890808,102.780006409,101.463821411,98.2305984497,101.560310364,98.7849960327,100.033172607,106.810630798,96.1525878906,102.901786804,100.037879944,103.09287262,106.062965393,93.6244812012,95.2415924072,100.751083374,100.217178345,98.9449234009,99.8914413452,100.791557312,98.222618103,98.1083755493,99.161315918,101.377075195,92.7852554321,102.051490784,104.776657104,102.600326538,103.973373413,99.1993713379,100.996826172,97.5225906372,101.820838928,3597,99.125
103.312133789,96.8757476807,99.6169128418,95.9038085938,96.828994751,96.3908309937,98.0015335083,106.294166565,98.8653564453,98.9334182739,95.6467895508,94.3961868286,104.141616821,88.3995666504,100.282203674,96.3063201904,95.4503479004,95.1357498169,95.1634750366,96.5440216064,96.8117294312,97.2675247192,90.4869995117,101.23991394,94.2841949463,98.231918335,99.7341537476,93.5833129883,100.84223175,93.3988952637,99.6312255859,94.7187271118,88.3782119751,91.3191452026,93.4959487915,95.569152832,94.3078231812,95.3358001709,94.18775177,94.9854660034,3598,90.75
108.883789062,115.051895142,120.980232239,109.248672485,113.982925415,110.059211731,111.720672607,120.183883667,114.844459534,107.391395569,110.893356323,110.205993652,111.964927673,110.70224762,116.137405396,111.21862793,115.032676697,114.034431458,119.086631775,111.051292419,109.012863159,111.335243225,107.895843506,113.160942078,116.666145325,116.52671814,120.607208252,111.088577271,118.411460876,113.316543579,114.283859253,112.836616516,113.623397827,116.473236084,110.747703552,110.848762512,110.6431427,115.179275513,112.364524841,109.054672241,3603,106.5625
119.49118042,115.216293335,112.637718201,117.142356873,110.819610596,114.83972168,111.039833069,114.991035461,116.665031433,114.899490356,111.049224854,114.568374634,115.599723816,111.054283142,116.904830933,111.453285217,118.250152588,116.947128296,113.350654602,115.531539917,114.668334961,112.180427551,120.82624054,119.060447693,113.402481079,115.345596313,112.895370483,113.969856262,116.950767517,121.585845947,115.9945755,108.023857117,112.413871765,111.318016052,114.133216858,110.751739502,120.317199707,119.090843201,117.749267578,118.22026825,3605,109.875
94.7900619507,93.9518051147,96.1244888306,98.9727325439,95.6248550415,96.2447662354,94.7008514404,89.2147216797,96.1521682739,91.8427886963,98.4099121094,94.9999084473,94.8841094971,98.2897949219,93.2109222412,95.3910217285,94.1158065796,91.8743286133,101.26789856,97.0479660034,94.9928970337,88.7805862427,91.2046127319,94.8697662354,93.5458450317,89.4252700806,94.647567749,97.2710266113,99.8913040161,91.9484634399,94.4411621094,95.259147644,93.1958999634,104.552284241,93.9680175781,94.7183990479,95.1576538086,96.7341384888,93.5249023438,95.2999420166,3606,94.1875
112.203796387,116.305938721,113.620620728,117.168060303,115.719825745,114.413841248,116.885002136,115.917442322,110.436553955,112.649765015,108.899780273,110.415161133,118.065193176,107.475837708,109.139167786,112.159599304,111.106231689,115.243087769,113.153587341,111.875923157,112.676345825,113.122070312,107.583679199,107.245346069,116.536956787,110.864273071,108.652587891,110.907211304,114.578689575,109.268531799,110.685745239,112.171691895,112.16569519,106.243629456,120.785240173,108.586265564,111.15864563,108.124145508,111.911598206,111.666763306,3607,108.0625
90.4541397095,92.0431213379,88.3992767334,90.5888977051,93.679359436,96.3501815796,92.0180435181,93.553314209,90.7358856201,94.837600708,87.5186843872,91.0320892334,90.2070388794,92.0651550293,91.6096038818,90.2759017944,92.4577484131,86.988243103,89.8367767334,91.0275115967,89.713508606,88.3620986938,90.6761627197,91.6083679199,90.0458221436,94.3913726807,89.8850479126,91.4097290039,92.0192947388,94.0092773438,91.9293746948,89.2382507324,94.2410964966,93.7950515747,85.628868103,97.6759338379,90.3572387695,90.0645523071,93.8333053589,86.7636795044,3608,93.9375
93.0561141968,92.586227417,93.6497268677,92.7723617554,93.1406784058,97.2130050659,96.1302947998,99.0174789429,98.0881118774,95.4962310791,92.7964706421,97.6332092285,95.5847320557,92.8177871704,97.2845916748,99.0231933594,92.4141159058,93.2578811646,94.4247970581,90.8924560547,91.2591705322,87.2526168823,90.3488388062,91.8350448608,91.535949707,88.773399353,93.9528503418,93.4510421753,94.9706268311,91.5030975342,97.9183578491,93.8991622925,92.7632522583,95.0455169678,94.1268234253,96.7985839844,90.8733215332,86.9705429077,92.2773742676,91.5526657104,3611,93.125
92.8205032349,90.6335144043,96.4516906738,94.9163513184,93.5080871582,90.3139877319,93.4006652832,89.4191894531,93.6247329712,102.218139648,97.0722732544,95.9266281128,99.9579849243,98.1880111694,97.5037078857,95.3867645264,93.5632781982,90.8458404541,91.9146499634,95.0364761353,96.2234802246,94.3104476929,91.4288101196,91.6171188354,95.7567825317,92.5625534058,94.982170105,102.184783936,95.2650909424,90.8672180176,93.0996246338,89.8651351929,93.1540527344,94.7808837891,91.6723251343,94.0295562744,93.8850021362,91.8154678345,98.0360336304,96.9794311523,3613,114.6875
