predM0,predM1,predM2,predM3,predM4,predM5,predM6,predM7,predM8,predM9,ID,y
90.9812316895,91.3691940308,91.5946044922,91.7540740967,91.8937225342,91.1366653442,92.0213623047,91.5888137817,91.2646331787,91.5322265625,3297,104.92
91.5475387573,91.3494186401,91.2233276367,92.0872192383,91.2480621338,91.1340484619,90.6295166016,91.5884246826,91.928276062,91.2099380493,5400,93.22
77.0875701904,77.3956832886,77.4399337769,77.6831130981,77.2742614746,77.9340667725,77.5696334839,76.1428527832,76.2467880249,76.6892776489,587,76.59
101.13180542,100.748046875,100.981010437,100.095726013,100.890830994,100.691871643,100.590744019,101.157844543,100.988540649,101.344924927,6452,98.37
92.2727966309,91.3500595093,90.9979934692,91.9424514771,91.9991073608,92.4559631348,91.0881195068,91.1881637573,91.9285888672,91.3784103394,6896,89.69
91.7127304077,91.3669433594,91.2232971191,91.317276001,90.4583740234,91.8740081787,92.0212173462,91.2956619263,91.9297027588,91.8880386353,7963,87.2
91.3907623291,91.3723297119,91.3877029419,91.371131897,91.9219207764,91.3653793335,94.9770431519,93.9263839722,91.8400878906,91.3039627075,794,93.98
91.2422561646,91.7106781006,90.9845123291,91.2146148682,91.9988174438,91.8751754761,90.6261749268,91.1788864136,91.542388916,91.1723556519,6451,95.28
101.119689941,103.016273499,101.112609863,101.444442749,103.454338074,101.061210632,103.681053162,100.751502991,103.247093201,101.34841156,7514,98.85
90.9761199951,91.7225570679,90.9842529297,91.8992004395,91.9988861084,92.0464096069,91.1011352539,91.295425415,91.9284362793,91.3823471069,3271,91.38
91.3780136108,91.3504943848,91.2454833984,91.0297470093,91.998260498,92.0637893677,91.0770111084,91.1909942627,91.5405731201,91.5314865112,7243,90.28
77.3505935669,77.4662017822,77.4398727417,77.6932907104,75.805305481,78.3890228271,77.5647201538,76.1434783936,75.3389434814,77.4241485596,7694,78.1
90.9880752563,91.7081222534,91.606086731,91.3115386963,91.6692657471,92.4564666748,91.8066711426,91.5919036865,89.9499359131,91.1976928711,4108,93.29
110.679862976,110.744041443,110.124328613,109.931304932,109.821632385,109.614387512,110.074516296,110.473434448,110.291923523,110.459075928,6476,107.46
90.9652633667,91.3664779663,91.8345947266,91.8965682983,91.9990386963,92.4573669434,92.0238189697,91.2080154419,93.7151260376,91.3870849609,3683,90.11
109.774467468,109.840270996,110.320030212,110.696975708,109.836105347,110.31867981,110.451210022,110.087730408,109.960334778,110.861198425,5267,109.49
91.1882476807,91.3500518799,91.8288955688,91.9403991699,92.9809494019,92.0645065308,91.9367523193,91.9123306274,91.9288787842,91.2176818848,2750,94.02
91.0579833984,91.8372344971,91.8290634155,92.0852355957,91.2428436279,91.1384735107,91.7480316162,91.8989028931,91.9340362549,91.3340606689,4897,113.67
92.3587799072,91.7111663818,91.8288574219,91.5058898926,91.4198760986,91.8745346069,91.0885238647,91.8534545898,91.5424499512,93.3017807007,1439,89.56
101.092773438,102.576728821,101.113067627,101.444473267,102.404800415,103.379295349,103.698600769,100.967887878,103.615402222,101.250282288,4020,95.35
110.774787903,110.241729736,110.319900513,110.303527832,109.836036682,110.895324707,110.687408447,110.088554382,109.783004761,110.862792969,6250,108.33
77.1341094971,77.3975067139,77.490272522,77.6830978394,77.1953582764,78.1139373779,77.5675582886,77.6187057495,76.3986816406,77.4386825562,2741,75.79
110.328269958,109.837791443,110.319320679,110.204490662,110.991645813,110.29334259,110.152435303,110.473358154,111.09703064,110.47454071,6872,110.16
92.2877731323,91.3497085571,90.9816131592,92.0868377686,91.2564697266,92.0667190552,91.9378585815,91.1973800659,91.8331832886,93.2893600464,136,88.82
91.2712020874,92.1929855347,91.8830871582,91.0327835083,91.9987411499,92.0511169434,91.807182312,91.293510437,91.5425720215,91.3787384033,7203,95.73
110.327217102,109.944862366,110.036132812,110.302940369,109.718429565,110.896209717,110.687965393,110.536071777,109.782394409,110.863372803,2323,114.88
91.3778915405,91.8364715576,90.9864730835,92.084815979,90.1488342285,92.0596084595,91.8073654175,91.1778411865,91.9285202026,91.2112579346,7815,104.42
110.775917053,110.751174927,110.126396179,109.930953979,110.256851196,110.896385193,110.45135498,110.473373413,109.782791138,110.474411011,8244,117.85
91.2361602783,91.3490905762,91.8168182373,91.7455749512,91.8904724121,91.1353225708,91.8015899658,91.1932754517,91.5395965576,92.3412628174,7852,89.14
90.9831161499,92.1941452026,91.2372207642,91.8383865356,92.6775894165,91.8731613159,91.8080062866,91.3230361938,91.9242706299,91.3796234131,4309,92.31
109.852005005,110.902664185,110.035835266,110.73210144,110.99282074,110.133926392,110.072402954,110.651420593,110.298500061,110.862358093,3978,110.94
102.993652344,100.845558167,101.112686157,101.576248169,102.99306488,101.125343323,100.590759277,101.158088684,100.976593018,101.185653687,3365,111.68
103.058288574,101.090255737,101.118057251,100.383392334,102.767440796,101.770599365,101.830207825,100.758789062,101.577323914,100.660667419,3119,113.14
110.6795578,109.840232849,110.125602722,110.697052002,110.256912231,110.896080017,110.616111755,110.552330017,109.78276825,110.475914001,5246,111.19
110.679702759,110.241744995,110.320381165,110.739608765,109.836029053,110.895942688,110.686958313,110.473091125,109.96231842,110.883674622,2830,107.66
92.3671035767,91.351272583,96.0388793945,91.9126663208,91.9173278809,92.0119552612,90.7198410034,91.1884613037,91.5407180786,91.8628997803,4555,104.1
76.7030792236,77.3977508545,77.2285766602,77.352897644,77.8340988159,75.6481552124,77.2952804565,76.1440734863,75.3394241333,77.4386444092,1121,75.86
91.5610809326,91.7108001709,91.0479354858,92.0868606567,91.9988021851,91.8760070801,90.6358795166,91.178817749,91.9287567139,91.2096099854,6373,95.65
92.365776062,91.8391876221,91.606918335,91.9392700195,91.9985198975,91.1422348022,90.6578903198,91.2019119263,91.9284896851,93.0641174316,1220,89.44
92.364616394,91.3804168701,93.9613723755,92.0953292847,91.9128875732,91.138053894,92.4507141113,91.6505584717,91.9354171753,91.3819274902,2385,91.21
110.774147034,110.902534485,110.036758423,110.696983337,110.178535461,110.134254456,110.688072205,111.01625824,110.298995972,110.863632202,4282,115.21
110.679405212,110.241958618,110.036247253,110.303581238,110.736251831,110.134284973,110.616279602,110.539901733,109.781921387,110.6561203,2221,106.82
77.0866928101,77.8105316162,77.4399490356,76.4573135376,77.5897674561,77.4412612915,77.2980728149,76.141708374,78.1193389893,76.684463501,7035,73.24
109.774375916,110.241897583,110.662651062,110.204673767,110.993637085,110.319374084,110.451263428,110.549110413,109.960128784,110.476501465,6678,111.33
92.8973693848,91.7111053467,91.8289260864,92.0877685547,91.7971496582,91.8782272339,91.1006164551,91.1901702881,91.9349136353,93.2568588257,5915,91.68
109.774360657,110.750648499,110.318504333,110.202835083,109.718421936,110.134239197,110.687698364,111.000183105,109.782997131,110.864433289,6782,112.05
91.5630645752,92.1945037842,91.607131958,91.8853759766,91.9987640381,92.312538147,92.0226516724,91.6067047119,91.9285049438,91.2110061646,4451,90.62
76.7261657715,77.4664230347,77.4237670898,75.6019592285,75.8188476562,77.937789917,77.3017120361,77.1888046265,77.6881332397,76.6837310791,2365,83.98
110.774139404,110.751091003,110.530029297,110.204292297,110.991836548,110.895065308,110.616348267,110.084640503,109.539596558,110.47253418,2353,108.12
109.774238586,109.945419312,110.662879944,110.303070068,109.834487915,110.711547852,110.616165161,110.473419189,111.031959534,110.883987427,1498,112.95
90.9561767578,91.8348464966,90.9775543213,92.0831298828,91.8902587891,91.8737869263,92.016418457,91.2942581177,91.9281768799,91.5297164917,8237,88.66
110.679824829,110.242050171,110.534080505,110.740600586,109.833045959,110.295982361,110.152587891,110.087211609,110.299118042,110.656669617,5415,110.36
91.6003189087,92.1928939819,95.3792266846,94.3235931396,92.9388504028,92.4532394409,91.924987793,91.6739883423,91.9277648926,91.1821365356,6915,100.8
91.3771133423,91.837348938,91.8292999268,91.0350799561,92.542427063,92.0447769165,91.0747146606,91.5940322876,91.5394515991,92.6294403076,7953,88.75
90.9565353394,91.7085266113,91.8818817139,91.5008468628,91.2403030396,91.8768157959,91.0781478882,91.5898742676,90.1343383789,91.3729858398,4063,91.06
102.456893921,101.441902161,101.418136597,102.474220276,100.891143799,101.023803711,100.452537537,99.9345474243,100.990631104,100.940628052,7478,97.87
91.3780899048,91.3496704102,91.5992660522,91.7595214844,91.9990386963,91.3402633667,92.0193481445,91.5887756348,90.4327087402,91.2101287842,4027,92.6
110.327774048,109.833023071,110.535140991,110.205413818,109.835968018,110.707473755,110.451400757,111.016563416,109.962265015,110.474327087,7255,117.59
110.77545929,109.837600708,110.316841125,109.930656433,110.178131104,110.71144104,110.152488708,110.951286316,110.296760559,110.473495483,1094,114.94
101.152580261,103.071151733,101.108001709,101.642372131,103.118667603,103.617172241,99.5742950439,101.165031433,103.246482849,101.037971497,1883,99.91
101.123672485,101.285415649,100.980964661,100.309928894,100.893287659,100.688453674,99.2444076538,100.415840149,100.463157654,100.904785156,7362,110.32
91.2352294922,91.8316268921,91.8272781372,91.935546875,91.2479171753,91.137260437,91.9176254272,91.5886688232,91.8323669434,91.2115097046,2430,88.34
91.3570098877,91.3677062988,91.8858337402,91.0269165039,91.6158828735,91.4798355103,90.6622543335,91.1617279053,91.5416259766,91.1700668335,7957,84.12
91.3774871826,91.8364486694,91.8290710449,91.2459106445,91.9094238281,91.340675354,91.8084106445,91.3030929565,91.5421142578,93.3231506348,5984,92.9
90.956161499,91.3639678955,91.8287963867,91.7887420654,91.9007110596,91.1425552368,91.9366836548,91.1790390015,91.9286422729,91.3753738403,4421,97.72
109.853721619,110.241897583,110.535461426,110.739860535,109.718666077,110.711502075,110.616287231,110.5520401,109.782447815,110.861785889,651,120.18
91.2344665527,91.6924285889,91.2149658203,91.2580032349,89.989654541,91.3402786255,91.0783309937,91.1798782349,91.8323440552,91.2122573853,779,97.76
109.774726868,109.83454895,110.036338806,110.696113586,110.178955078,110.294174194,110.688369751,110.473297119,109.782875061,110.474510193,7887,112.36
93.5069885254,91.3655014038,91.6065292358,91.9403762817,91.2474060059,94.9105377197,92.0220184326,91.1800689697,91.9281311035,93.1024703979,7016,89.62
100.601768494,101.506217957,100.981872559,101.444770813,102.318244934,100.318092346,100.582641602,100.789054871,100.770729065,101.033500671,3826,106.59
101.130889893,100.840751648,101.078239441,102.695419312,100.909309387,101.092056274,102.451248169,100.119239807,100.969818115,100.894752502,1130,101.0
103.592079163,100.859741211,103.621353149,103.357276917,100.905601501,101.81162262,102.630577087,99.966506958,103.716697693,101.452583313,4754,96.85
92.2917938232,91.3511581421,91.5904464722,92.0893325806,91.2391662598,92.4424819946,90.6325378418,91.1935424805,90.0561676025,91.170249939,7254,91.82
103.328811646,103.689552307,101.114242554,101.130187988,102.988464355,100.715744019,98.5001525879,100.941764832,103.362998962,101.318786621,1577,107.62
91.3742523193,92.1673049927,90.9757232666,91.9396438599,91.9679870605,91.8743515015,91.9365539551,91.1799087524,91.9278259277,91.3664932251,7427,105.73
92.1174926758,91.8358001709,91.2176361084,91.939781189,91.1619491577,91.1375274658,91.8085784912,91.1713638306,90.307800293,91.5341873169,6,88.53
91.5619888306,91.3706436157,91.2478713989,93.7781906128,91.8876953125,91.1380615234,91.0825576782,91.9109420776,91.9275894165,91.2136230469,775,91.44
110.327819824,109.812149048,110.66166687,110.739868164,110.173973083,110.293312073,110.152420044,111.016914368,110.299125671,110.474494934,8273,104.26
110.775405884,109.945724487,110.535797119,110.696815491,109.835998535,110.71206665,110.688209534,110.653579712,109.96257782,110.476844788,6060,108.01
91.248664856,91.3703536987,91.8290176392,91.9091110229,91.6717224121,92.0587387085,91.808013916,91.1752166748,91.8315658569,91.3772125244,3188,87.3
77.2623825073,77.4668960571,77.2288284302,75.6019592285,77.8366546631,75.6460418701,77.5825119019,77.1890106201,78.1193008423,77.6717758179,147,84.15
103.602844238,103.597457886,105.554718018,100.681533813,103.001747131,103.697807312,102.68547821,100.97428894,101.431251526,101.294006348,5787,104.61
110.679718018,110.751144409,110.036178589,109.930610657,110.17842865,110.296005249,110.61580658,110.65284729,110.297714233,110.470153809,146,109.76
109.853424072,109.945899963,110.31980896,110.204666138,110.178771973,110.134346008,110.618293762,111.010185242,109.781417847,110.476745605,6038,105.53
101.119384766,100.924880981,109.118438721,101.609802246,101.437187195,101.803382874,103.745475769,100.952186584,101.263053894,101.037979126,6687,101.76
110.776184082,110.241989136,110.126144409,110.69455719,110.993614197,110.295379639,110.450286865,110.473464966,110.299034119,110.86340332,4709,108.37
91.5525054932,91.7054290771,94.0623779297,91.9397964478,91.4653091431,91.8766784668,91.935333252,91.9020233154,91.9345092773,91.6016235352,6977,89.49
100.665298462,101.504165649,100.982376099,103.162948608,100.901000977,101.775947571,103.009208679,100.505554199,103.223495483,100.664428711,3203,102.14
92.2178649902,91.7111968994,91.606803894,91.1972732544,91.2365264893,91.1383285522,91.0618438721,91.2947540283,91.8324432373,90.1410903931,2763,89.38
91.2379226685,91.6962966919,91.6045303345,91.93359375,91.8835220337,91.8730010986,91.0784225464,91.1968078613,91.9281539917,91.3763885498,8152,86.04
110.774307251,109.944526672,110.125938416,110.303359985,109.835754395,110.896263123,110.450332642,110.473510742,110.111465454,110.864227295,5795,109.38
91.3771133423,91.3882598877,90.9820861816,92.0861206055,91.9150772095,91.3476257324,91.0815811157,91.592880249,91.5415649414,91.6040267944,7525,89.05
91.376411438,91.8375091553,91.8282165527,91.7283630371,91.6710891724,99.6545562744,92.020942688,91.8415756226,91.5390090942,91.1773071289,835,92.2
91.5614395142,91.8370742798,91.8869094849,91.236869812,91.9976730347,96.1386795044,91.9350891113,91.1788253784,91.9235839844,91.3703155518,1333,96.0
110.679931641,109.840240479,110.662338257,110.733657837,109.835899353,110.293952942,110.450439453,110.653076172,110.298522949,110.883987427,5056,104.51
95.0739822388,91.3503189087,91.4596405029,91.9922409058,91.760383606,92.45703125,92.0223770142,91.9110641479,91.8334503174,91.5520019531,3095,96.45
91.5631256104,91.7100448608,91.6065139771,92.087020874,91.6718215942,91.1381988525,90.6409606934,91.294128418,91.9288101196,91.2126846313,8245,90.82
91.4881896973,91.711151123,91.6071243286,91.0559539795,92.7107391357,91.1410675049,92.0221862793,91.3042068481,91.344909668,91.1773986816,1433,92.65
91.2361679077,91.6049041748,91.8268280029,91.6878585815,91.4337463379,92.4497451782,91.9309234619,91.1929397583,91.5387573242,90.5306854248,8224,85.14
109.854042053,109.945503235,110.036369324,110.204849243,110.979904175,110.895797729,110.615989685,111.014213562,111.01411438,110.883804321,3027,116.57
91.3416748047,92.1919403076,91.8828659058,91.9066848755,91.5291213989,91.3395843506,91.8069229126,91.1915817261,91.8333053589,91.5325088501,8082,91.3
91.377204895,91.7049102783,91.2245330811,91.1494293213,91.2393493652,91.3395996094,92.0153579712,91.1770782471,91.9268569946,91.2110595703,8291,99.91
92.3678512573,91.9693069458,91.2174530029,91.7355575562,91.666633606,91.8747787476,91.9368133545,91.2058410645,91.9282226562,91.1827926636,5394,88.05
92.2348480225,92.2346954346,91.6064300537,91.3595504761,91.9193496704,91.212852478,91.8083267212,91.8872451782,91.5404434204,92.9675598145,4059,89.86
100.594078064,103.068107605,101.113800049,101.551101685,102.511993408,102.213897705,100.174240112,100.407791138,101.568771362,101.02922821,7496,101.56
110.775062561,109.84009552,110.319747925,110.697021484,110.256637573,110.710670471,110.152618408,110.549507141,111.017204285,110.863090515,4124,109.29
91.3779067993,91.3655319214,91.8287963867,91.7453842163,91.240852356,92.0134124756,92.0225830078,91.1922607422,91.9204406738,91.1822128296,5988,99.37
109.774391174,110.749794006,110.662956238,110.203964233,109.71875,110.134384155,110.688079834,110.473464966,109.782142639,110.474586487,3542,114.35
90.973274231,91.8008117676,91.8826675415,91.8858413696,91.2335357666,91.1338272095,91.9380569458,91.6223678589,91.5402526855,93.1226959229,4826,96.36
103.540687561,101.713363647,101.43081665,101.111412048,101.438804626,103.022148132,101.938484192,100.952964783,103.408065796,101.155143738,5713,120.8
95.061164856,92.1941680908,91.3325042725,92.0867538452,91.6715621948,92.0607147217,91.9337615967,91.5913848877,91.9285583496,91.532661438,2766,90.68
91.5560836792,91.8288269043,91.3148345947,91.0288009644,92.0538864136,91.8717193604,90.6755523682,91.5889129639,91.8330078125,91.6146850586,7660,91.88
91.5621032715,91.836265564,91.8289489746,91.9400482178,91.2492980957,91.8720626831,90.642036438,91.6109008789,91.8333358765,91.1649856567,5712,116.87
91.5607528687,91.8638305664,91.2175292969,91.9387969971,91.8625640869,92.064781189,91.079574585,91.1804656982,91.832359314,92.6878967285,3698,89.19
110.679542542,109.839378357,110.659736633,110.696784973,109.836013794,110.895545959,110.451148987,110.086204529,109.783058167,110.876701355,5728,113.99
92.3500823975,92.1969528198,91.8852386475,92.087020874,91.6718215942,92.069770813,91.8073654175,91.2941360474,91.9288101196,91.535736084,8392,89.25
110.32624054,110.905502319,110.535507202,110.303161621,109.836013794,110.295097351,110.073265076,111.015014648,110.110397339,110.656730652,4381,109.28
110.775169373,110.720016479,110.454872131,110.201538086,110.178352356,110.896461487,110.450286865,110.473426819,110.298149109,110.473258972,7697,106.82
91.2590789795,92.1927261353,91.6045303345,91.9409332275,91.6713104248,91.8764801025,91.9392929077,91.9018554688,91.9357681274,92.5169830322,6873,139.07
110.323493958,110.751075745,110.53565979,109.930931091,109.836013794,110.134353638,110.152580261,110.550567627,110.11151886,110.883987427,214,106.67
94.8960418701,91.836807251,91.8291702271,92.4585189819,92.9517288208,91.2067260742,92.0225524902,91.9110336304,91.9287261963,91.5937652588,1624,93.8
92.2580184937,91.8371353149,91.6046600342,91.2306289673,91.6742172241,91.3401260376,92.0232086182,91.5394973755,91.8338165283,91.1686172485,5194,94.7
93.0244598389,92.1930999756,91.8289718628,91.0652542114,91.2550582886,92.0607757568,91.9356918335,91.2252349854,91.832359314,92.4309158325,3120,89.9
110.326904297,110.904701233,110.662834167,110.740280151,109.718513489,110.295768738,110.072418213,110.473526001,109.781455994,110.465484619,7782,110.1
90.9673614502,91.3643722534,91.8274612427,91.936340332,91.9974899292,91.3405609131,91.0802154541,91.5891723633,91.9281997681,91.3761367798,1876,93.76
90.9818725586,92.3392715454,93.6272659302,92.0872573853,92.9425506592,91.1865234375,92.0184707642,91.193977356,91.928817749,91.5339813232,2570,84.85
91.5627059937,91.8371734619,91.8854522705,92.0864944458,91.998664856,91.3601531982,91.8086395264,91.8972854614,91.9315109253,91.6021499634,2637,108.73
100.595916748,101.405456543,100.624977112,101.089073181,102.996520996,101.806404114,100.122901917,99.8519515991,99.5681838989,100.660217285,4793,106.0
102.217926025,101.378242493,100.982299805,100.587875366,100.893745422,100.724967957,102.565696716,101.041679382,101.044662476,101.357391357,177,98.84
109.854064941,108.451889038,110.647521973,110.739753723,110.256980896,110.319068909,110.686935425,110.546432495,111.088180542,110.882789612,6615,116.93
109.504699707,109.837539673,110.529563904,110.303237915,109.718025208,110.317138672,110.451469421,110.472434998,109.961410522,110.862098694,1840,104.19
92.2376861572,91.8367538452,91.6065139771,92.0868148804,91.9987564087,92.0678939819,91.8069992065,91.2964324951,91.5414733887,91.2682800293,2448,112.97
91.3781280518,91.3497695923,91.6024093628,91.8993835449,92.4510574341,92.4585037231,90.6300354004,91.9137420654,91.9341430664,91.1708145142,8063,92.22
110.322883606,110.904388428,110.662521362,110.696479797,109.718704224,110.134384155,110.615852356,110.473510742,110.109489441,110.476722717,3524,117.28
92.3577651978,92.1955566406,91.2549133301,91.9383544922,91.501373291,91.1007385254,91.0882720947,91.1856307983,91.9343032837,91.435760498,3086,90.72
102.837554932,100.936286926,101.434844971,101.538284302,102.692352295,101.042739868,103.889122009,100.43422699,103.551864624,101.016723633,4410,100.67
103.072067261,100.841789246,100.633071899,101.201019287,101.694206238,102.95854187,102.66506958,100.93586731,102.102684021,101.245353699,1804,99.18
91.9082717896,92.1935806274,91.829246521,91.4948730469,92.6764221191,91.3402633667,91.1010894775,91.1914596558,91.5424118042,91.1922683716,6691,98.33
91.2650299072,91.3470535278,91.6064682007,91.9401779175,91.8212661743,92.0254974365,92.0151138306,91.179397583,91.9284973145,92.7062530518,5716,110.8
92.3448638916,92.1956710815,91.8825683594,92.0873184204,91.9981689453,91.340133667,91.9487380981,91.2946777344,91.9345397949,91.3768615723,6375,92.65
91.3452148438,91.8367919922,91.0841293335,91.9102325439,91.6844863892,91.8783340454,90.7423171997,91.9137039185,91.9375457764,91.5319824219,3957,103.03
104.130599976,103.636238098,101.116439819,101.446250916,104.08480072,101.93888092,105.298614502,101.960029602,104.030029297,101.246246338,4918,97.99
90.9709472656,91.3502426147,91.6055679321,91.0341339111,92.6910858154,91.139251709,91.8075332642,91.1929016113,91.5428390503,91.5993728638,2124,87.54
91.3781814575,91.3502120972,91.8813323975,91.9687423706,91.9987335205,91.3402938843,91.8071365356,91.2081298828,91.9356002808,93.3207778931,1190,104.29
91.4712905884,100.879989624,93.866645813,93.712928772,92.0006408691,92.3559036255,95.6876983643,92.7827682495,97.0464477539,101.093719482,1385,91.61
110.326835632,110.241210938,110.036437988,110.303596497,110.930282593,110.317634583,110.686820984,110.083351135,110.995170593,110.862754822,6780,118.27
91.5620803833,91.8349304199,90.9786453247,92.0872421265,91.2398223877,91.1352081299,91.0797271729,91.1797943115,91.5387802124,91.2125320435,2362,88.92
110.203262329,91.7177352905,96.9925994873,92.5652008057,91.9990997314,91.3468704224,94.3925094604,91.8855133057,108.656921387,93.745513916,3260,113.87
91.5505142212,91.8356399536,91.8260726929,92.0824661255,91.2377319336,92.1562423706,90.6806793213,91.1803894043,90.4007110596,91.181602478,6009,92.66
91.3780899048,91.9285430908,91.2403488159,94.7358856201,91.9991607666,91.1401138306,91.8073654175,91.5888366699,91.5408630371,91.3846054077,3694,88.23
92.2849121094,91.346824646,91.2248382568,91.0360946655,91.9025421143,91.3394012451,91.93384552,91.9104690552,91.8325500488,91.5313415527,4623,85.96
110.775352478,109.839706421,110.655433655,109.931190491,110.986297607,110.134185791,110.616096497,110.545089722,110.111541748,110.655883789,5756,109.42
103.120452881,103.097984314,100.982727051,101.447303772,100.894897461,101.807197571,100.593185425,101.110481262,103.605865479,100.661849976,2876,97.47
91.6272888184,91.8344497681,91.4147109985,91.8916702271,91.9999694824,92.4577102661,91.9376220703,91.1972427368,91.9283599854,93.1387481689,4055,93.8
110.327514648,109.840026855,110.320419312,110.303443909,110.980117798,110.709159851,110.616096497,110.550605774,109.782478333,110.883651733,3110,109.75
91.2403106689,91.8347702026,91.9220962524,91.9339675903,91.8603820801,92.053024292,91.0762176514,91.1928710938,91.9282989502,91.5317840576,8252,84.42
110.773406982,109.838592529,110.124633789,110.696495056,109.835418701,110.318222046,110.152549744,110.473335266,110.297439575,110.640029907,7663,111.22
77.0869979858,77.8096466064,77.0780487061,77.6960678101,77.1941070557,77.441696167,77.2988586426,77.3107376099,76.3144073486,76.6819381714,5265,84.27
109.853103638,110.241920471,110.66292572,110.697090149,109.718734741,110.896446228,110.072776794,110.473495483,109.963439941,110.476806641,1100,104.73
91.3777999878,91.7145843506,91.228515625,91.047203064,91.2378616333,91.3470535278,91.8083190918,91.1929244995,91.539390564,91.3960418701,1305,90.39
91.5624694824,91.8370285034,91.6064987183,91.8636245728,91.9993667603,91.2743835449,90.779838562,91.1770629883,91.5390701294,91.5405273438,371,89.48
91.771232605,91.3653259277,92.2962493896,91.909942627,91.9998168945,92.457359314,91.929359436,91.1930160522,91.9273529053,91.01121521,4191,99.41
91.2281265259,90.8906173706,91.828918457,91.9257354736,91.9035873413,92.0069198608,90.6277160645,91.5895233154,91.927947998,91.1710205078,3635,88.22
110.328353882,109.837417603,110.036323547,110.69708252,110.17893219,110.13433075,110.451171875,110.551460266,109.960678101,110.47706604,5016,120.94
110.679992676,109.943992615,110.036254883,110.728378296,109.180603027,110.711456299,110.686882019,110.473449707,110.298553467,110.883964539,8102,106.62
92.1334381104,92.1929550171,91.8824539185,92.0869293213,91.6709899902,91.1404037476,90.6496582031,91.1915054321,91.9287872314,91.5331878662,8157,91.38
91.2474746704,91.8277664185,91.8247070312,91.9391326904,91.6443557739,91.3395233154,91.9295654297,91.9026412964,90.4804840088,89.2556838989,5734,112.62
91.8631820679,91.3651809692,91.8286972046,91.2432327271,90.5916061401,92.4562530518,91.9256668091,91.2947845459,91.5421524048,91.1742324829,8303,88.51
109.774658203,110.751426697,110.319213867,110.303474426,110.256958008,110.134307861,110.616516113,110.090248108,109.961601257,110.476715088,6218,122.87
90.9847640991,91.8365859985,91.8290939331,91.5701904297,91.3054580688,92.4557495117,91.8053512573,91.9119873047,91.9301071167,91.3805007935,1248,97.03
109.774612427,109.829025269,110.126403809,110.69694519,110.256256104,110.895385742,110.687232971,110.653495789,109.961509705,110.861167908,7839,105.76
77.1323547363,77.3981246948,77.2277908325,75.6017532349,77.5919265747,77.9744491577,77.2861480713,77.1606292725,76.3353805542,77.4223556519,1326,76.81
109.851997375,110.750579834,110.035835266,110.203681946,109.718345642,110.295623779,110.450294495,110.651580811,110.297660828,110.474472046,672,115.07
109.854057312,110.21245575,110.036430359,110.733604431,110.177825928,110.317710876,110.687545776,110.653381348,110.298851013,110.476043701,4654,108.05
101.088691711,103.085205078,100.640525818,101.664268494,101.432846069,100.964179993,101.103317261,100.418388367,101.983726501,101.053466797,5369,106.91
101.125534058,100.842147827,101.429100037,100.365318298,102.678756714,101.037940979,99.0898361206,99.8371810913,103.314224243,100.897781372,5524,98.76
100.77759552,101.367118835,101.115692139,101.089317322,100.044342041,100.682388306,100.589904785,100.927574158,100.981987,101.234947205,3284,98.98
91.3766479492,92.1937561035,91.6005706787,91.9395217896,91.4270401001,92.2649154663,91.8039932251,91.8252487183,91.8290328979,91.1664962769,4453,93.1
90.9694290161,91.3505477905,90.9815826416,92.0823974609,91.9431304932,91.9379959106,92.0227355957,91.177772522,91.8331298828,90.4817504883,2284,88.41
110.775741577,110.242012024,110.124961853,110.695999146,110.178749084,110.296218872,110.616188049,110.067001343,110.110771179,110.88407135,67,128.19
90.9889450073,91.8372192383,91.8855819702,91.9072265625,92.9947433472,91.3396682739,91.8068466187,91.1810531616,91.8335266113,91.5331573486,5117,99.74
110.328193665,110.902275085,110.662765503,110.696632385,110.178413391,110.711250305,110.688018799,110.653167725,110.298606873,110.656929016,5037,111.42
109.774505615,109.94468689,110.532958984,110.662307739,109.836502075,110.134284973,110.072746277,111.016098022,110.111679077,110.474479675,8340,101.86
109.774719238,109.944946289,110.125915527,110.738983154,109.718757629,110.319396973,110.152572632,110.653556824,110.10848999,110.47568512,6649,112.89
101.066696167,103.329879761,98.8664855957,100.373428345,100.20476532,101.567604065,100.588043213,101.157196045,99.9886398315,101.030403137,7921,110.93
91.55418396,91.8279876709,91.0187683105,91.0313110352,91.905456543,91.1423110962,90.6458129883,91.8745040894,91.8332214355,91.5333786011,760,91.04
103.046218872,103.528572083,101.117111206,101.577018738,104.069961548,105.9868927,103.488433838,105.864837646,109.499221802,101.251716614,2153,102.63
91.3765869141,91.8364868164,91.2248153687,92.0848693848,91.8977127075,91.1375961304,91.0833435059,91.5940704346,91.9139785767,91.1687545776,7015,105.03
101.072265625,100.842033386,101.114089966,101.445243835,100.890464783,101.046882629,99.4202270508,100.927093506,101.067901611,101.343536377,6253,99.49
110.775444031,109.835510254,110.318664551,110.696678162,109.835990906,110.294158936,110.073692322,110.652351379,109.962165833,110.88217926,3296,114.5
90.952003479,91.349937439,91.8824081421,92.0800247192,89.7889251709,92.1075210571,91.0638198853,91.1790466309,91.9282073975,91.5293960571,998,92.4
91.5634841919,91.7112731934,91.6067733765,92.0867080688,91.6894302368,91.8782272339,92.0700454712,95.9262237549,91.9286804199,91.313293457,2029,92.73
91.2227478027,91.3499145508,91.8284683228,91.9388198853,91.9980239868,91.1369247437,92.0219116211,91.1971511841,91.9297485352,91.1844711304,7651,99.06
