keras_MSE3_None_relu1,keras_MSE3_None_relu2,keras_MSE3_None_relu3,keras_MSE3_None_relu4,keras_MSE3_None_relu5,keras_MSE3_None_relu6,keras_MSE3_None_relu7,keras_MSE3_None_relu8,keras_MSE3_None_relu9,keras_MSE3_None_relu10,keras_MSE3_None_relu11,keras_MSE3_None_relu12,keras_MSE3_None_relu13,keras_MSE3_None_relu14,keras_MSE3_None_relu15,keras_MSE3_None_relu16,keras_MSE3_None_relu17,keras_MSE3_None_relu18,keras_MSE3_None_relu19,keras_MSE3_None_relu21,keras_MSE3_None_relu22,keras_MSE3_None_relu23,keras_MSE3_None_relu24,keras_MSE3_None_relu25,keras_MSE3_None_relu26,keras_MSE3_None_relu27,keras_MSE3_None_relu28,keras_MSE3_None_relu29,keras_MSE3_None_relu30,keras_MSE3_None_relu31,keras_MSE3_None_relu32,keras_MSE3_None_relu33,keras_MSE3_None_relu34,keras_MSE3_None_relu35,keras_MSE3_None_relu36,keras_MSE3_None_relu37,keras_MSE3_None_relu38,keras_MSE3_None_relu39,ID,y
96.9813690186,96.3344955444,97.3675994873,100.422653198,104.098464966,96.9127960205,97.8296661377,94.6072158813,97.24193573,96.3498077393,105.989181519,99.443321228,96.5223770142,95.8048782349,107.748176575,97.2470397949,99.1525497437,94.8930130005,96.3127059937,95.9117126465,105.444831848,104.078849792,97.6277618408,100.188423157,100.017288208,102.304084778,93.6318893433,93.5674438477,95.7636184692,98.6983642578,95.8070755005,96.7592926025,98.0427474976,98.4814147949,97.8634109497,92.8555526733,96.2220840454,97.4354400635,5073,93.7
100.529922485,93.0232467651,93.2092132568,95.4972915649,93.5866699219,98.9027023315,96.6400985718,96.5619430542,95.3721694946,98.9551239014,93.6624221802,90.7634887695,95.7036743164,99.9797210693,95.912322998,95.9281082153,99.5577850342,99.4529190063,96.0982131958,92.1751480103,102.540924072,96.8600921631,93.5879440308,95.0217590332,95.5771560669,93.9970169067,96.862487793,91.9962387085,96.5696563721,95.236114502,107.899940491,92.3730621338,103.465362549,95.2499771118,97.1674880981,100.69593811,97.3513412476,94.9739532471,5078,102.39
92.0464401245,87.0526580811,93.4587783813,90.9622955322,91.8830566406,93.139831543,90.0618057251,96.4052352905,91.156867981,96.2517471313,93.2617340088,96.6988372803,87.5536880493,92.568572998,96.2349777222,93.2644958496,93.2633590698,95.3712844849,95.4532012939,87.6996994019,89.2763214111,95.3898925781,88.3203125,89.6495742798,95.8776092529,89.7009887695,95.7117233276,91.9505691528,96.065284729,95.8650283813,88.4332962036,91.6339035034,94.1635513306,90.0136947632,95.4108047485,90.5109100342,87.3369598389,90.9041900635,5082,93.62
93.5197296143,97.0938720703,96.1920776367,97.8464431763,95.3856887817,95.8710632324,93.9960403442,100.558700562,93.919631958,96.0223388672,103.686958313,93.6867141724,91.9152450562,97.1069488525,93.4722824097,91.6114425659,98.6676940918,96.3148956299,95.7398071289,101.100097656,99.219909668,93.3876190186,95.1431732178,97.9973297119,94.9952392578,99.2498016357,98.4382858276,93.8701248169,92.4707260132,95.2932739258,95.3034515381,98.3023071289,97.7195129395,97.1967010498,92.5774536133,97.5314254761,92.8771743774,99.0264968872,5084,105.98
113.042854309,110.198356628,109.113761902,112.096176147,115.374206543,113.064025879,104.835372925,114.192573547,113.564216614,114.631187439,110.491470337,116.983512878,112.232917786,114.049087524,113.647346497,110.293914795,113.886726379,110.884712219,117.234268188,104.274505615,109.011322021,109.946334839,112.032325745,110.623588562,111.288856506,106.581703186,109.256820679,113.319046021,111.011932373,112.179664612,112.821838379,110.494491577,114.408615112,107.983230591,109.233322144,120.16242218,109.184616089,109.709220886,5085,112.55
90.3863067627,89.2453613281,94.6145935059,88.4282226562,93.3568344116,87.978515625,95.0745010376,90.9805679321,89.5168533325,94.1020126343,88.5805587769,86.6303863525,93.2021179199,88.3379516602,87.7548294067,90.9643096924,94.3589019775,89.1584243774,92.8262939453,91.2220840454,92.5971298218,90.6611862183,88.76171875,91.5719070435,90.418838501,91.016708374,92.3834915161,94.2006607056,89.292755127,92.8297271729,91.818611145,92.7659454346,94.4323883057,88.0767364502,91.7435150146,86.9870681763,92.3335571289,92.5389785767,5086,93.0
95.550163269,99.5958480835,94.510848999,97.6962280273,96.9609451294,94.3047714233,95.8939437866,93.7269744873,94.1699523926,96.3690872192,96.4530181885,92.2283859253,95.9961395264,97.8657608032,97.7726593018,93.0772476196,99.2747268677,97.634552002,96.9826583862,96.7728881836,97.1086349487,99.6926193237,97.2989349365,90.1912231445,88.7218551636,97.4565734863,97.4727401733,96.0578918457,95.3914337158,97.6706085205,92.4796981812,93.5224533081,92.9195632935,94.1294174194,99.2580413818,90.8128585815,93.6589126587,94.7627944946,5087,91.59
76.6994552612,77.4207305908,77.9643936157,81.6391601562,80.6088790894,83.5371551514,79.2932357788,80.6337814331,81.4416732788,75.0058898926,77.5104293823,74.5916137695,74.9852600098,75.3531723022,81.5214233398,79.3520355225,80.0080795288,71.8971405029,81.7822036743,80.6895141602,79.1933670044,77.2959899902,77.1000289917,76.8126525879,77.8782043457,75.4697265625,82.3609313965,77.5889892578,81.3497543335,75.545173645,80.0683822632,76.2691955566,80.6195907593,74.4746856689,77.0360641479,78.0651550293,74.8098526001,80.340133667,5090,74.76
92.6173248291,87.5470352173,93.881477356,92.0929412842,96.7975540161,94.5361938477,91.5166091919,100.298622131,96.7138442993,96.8179931641,94.8462982178,98.5974578857,87.3312911987,95.2038345337,95.5826644897,90.8115768433,94.1808166504,97.2132720947,97.1454925537,90.6463623047,90.9460144043,96.3589859009,91.1995697021,90.147819519,97.919380188,92.9151306152,99.8411254883,94.0855865479,96.1868515015,99.6444320679,87.2970504761,92.8128662109,93.6673736572,92.7743759155,97.1727752686,91.1382904053,90.2134552002,90.3317642212,5091,93.09
113.221031189,112.808586121,113.336120605,111.202766418,105.582588196,110.036186218,108.029167175,116.071762085,109.296348572,110.389984131,117.617874146,110.17791748,108.10332489,111.331329346,104.078582764,104.393424988,116.175697327,115.865982056,113.189300537,110.396347046,112.687858582,109.931152344,106.7918396,110.620689392,114.374725342,110.851470947,104.052314758,109.215675354,113.864120483,111.094474792,107.969833374,114.031616211,118.500923157,114.237373352,109.429023743,118.245597839,112.314033508,114.818435669,5092,105.35
102.431259155,100.475639343,100.599815369,103.629585266,101.983787537,109.339111328,98.6359939575,101.180969238,101.628936768,107.03099823,103.362319946,99.495803833,98.1082611084,101.773628235,102.770744324,105.958854675,104.990989685,102.125114441,102.930503845,104.937362671,105.156387329,105.552284241,98.4317169189,104.083099365,101.398544312,103.783119202,106.360328674,98.5732727051,104.851409912,105.496635437,105.354347229,98.7478637695,104.742034912,105.590789795,102.566261292,103.75944519,98.2847976685,103.00327301,5096,97.2
115.577423096,113.214805603,114.016204834,112.088447571,109.04511261,113.933197021,114.666091919,114.084030151,111.694099426,125.545127869,104.090789795,112.262741089,112.257209778,114.555603027,110.691322327,111.276489258,114.349662781,109.00125885,111.52898407,114.975097656,114.432128906,118.195556641,113.764640808,112.599250793,116.262214661,117.13873291,118.62449646,119.892814636,108.047409058,113.828269958,109.801643372,116.804481506,113.879196167,111.761543274,118.298789978,110.625144958,119.502044678,107.615066528,5097,115.75
96.7194976807,94.2716674805,94.9509277344,92.2899017334,100.162498474,89.5692596436,93.8035812378,94.6580352783,92.5270080566,98.0213088989,97.2503051758,94.3036499023,93.7726364136,95.5433731079,93.7297210693,91.4189910889,90.2438201904,92.7194747925,97.4708786011,94.5155334473,94.5542068481,97.1134872437,90.7865753174,92.0953140259,92.4438018799,97.5343017578,97.5592346191,95.4142532349,89.3563156128,93.2018280029,92.1640396118,95.2518463135,93.6391525269,93.7323226929,94.2890701294,97.7403335571,91.4760742188,93.2087173462,5098,89.34
95.5872421265,93.9956359863,94.5033340454,97.7643508911,99.4892654419,96.7583618164,94.9367675781,92.6498794556,96.7714385986,93.2571563721,91.2694854736,95.4479598999,96.8931655884,95.9550933838,95.7867279053,93.0005569458,95.0312042236,91.9725952148,93.7464675903,99.956451416,99.5300750732,96.9013748169,96.2302627563,91.3807601929,93.6968078613,91.4725036621,94.9894256592,99.4694290161,90.5059509277,96.0864334106,95.2317886353,91.9630813599,94.2329559326,91.2895736694,91.4370727539,93.5467605591,93.3525238037,96.5127258301,5100,93.2
99.8542175293,96.2917022705,100.058380127,99.0567016602,97.2114486694,100.420883179,105.196052551,97.208770752,99.8163146973,101.002151489,103.525863647,102.761009216,96.9405593872,94.3178634644,99.5059280396,100.979034424,99.8748168945,102.67225647,101.753509521,94.3592147827,94.4909057617,103.113395691,98.0759887695,104.179138184,93.8071975708,106.709541321,94.2972488403,105.46937561,101.962417603,106.640098572,91.9037399292,100.516288757,99.6069030762,100.168380737,95.6470489502,87.5956954956,97.3551635742,94.4229202271,5102,105.89
99.5598754883,93.4057540894,93.0306472778,101.078781128,98.8625869751,90.0908660889,98.2852096558,98.6674194336,92.7746963501,95.634979248,97.585067749,93.2070236206,96.2029495239,96.8019638062,97.5696563721,93.4444274902,97.9753570557,98.2057189941,98.1289367676,96.0495300293,95.9135894775,101.747589111,96.9872970581,93.0523529053,94.9207763672,96.437538147,97.4721221924,94.9659576416,99.6976852417,97.3415222168,92.4583358765,97.9355773926,96.8966598511,96.1105651855,96.0032119751,92.248298645,98.3180389404,94.945602417,5106,112.19
110.206809998,108.189147949,112.4426651,114.140296936,111.082862854,118.668029785,112.322402954,111.45426178,109.629562378,117.102081299,108.255096436,114.198219299,106.501098633,109.812576294,113.975479126,115.517669678,106.646614075,104.542694092,120.47983551,103.250831604,112.01966095,113.849662781,111.303894043,109.507255554,113.53604126,109.226371765,121.582771301,107.963005066,110.417327881,110.169593811,122.610801697,111.620635986,112.174446106,111.634727478,107.250144958,117.0025177,115.056808472,113.733917236,5110,108.62
110.782234192,115.263908386,115.557617188,113.368545532,104.746498108,111.016342163,111.329299927,112.623031616,109.78212738,114.834197998,117.547332764,111.865707397,113.170455933,111.011367798,107.665306091,112.023132324,119.630310059,112.21194458,109.885185242,115.30280304,112.8151474,115.102325439,109.639205933,115.60912323,115.076545715,118.367416382,117.569190979,117.676231384,106.974105835,113.368240356,112.080718994,115.510093689,114.454856873,111.820503235,116.239219666,108.819877625,116.566101074,106.878570557,5116,106.47
94.5378036499,107.621673584,98.1173095703,94.4793701172,94.9679718018,97.1120147705,99.4914703369,96.481880188,98.8946762085,99.9797668457,101.978843689,99.8892669678,100.663719177,97.8323059082,92.683631897,89.2965698242,90.9922485352,97.2398071289,99.2099151611,105.760299683,98.3760681152,97.6470565796,99.6603927612,98.4841690063,94.3298873901,98.5522460938,98.9679260254,94.7256393433,96.4538116455,95.0103378296,91.650642395,102.419021606,96.1414642334,98.4743728638,95.5672225952,106.852401733,95.414932251,101.263565063,5117,99.74
112.513511658,112.70854187,116.306968689,118.826568604,116.793006897,122.205001831,114.436126709,115.498931885,112.832756042,118.719825745,111.940711975,120.725746155,113.314918518,110.189292908,117.295578003,117.796554565,115.840255737,111.946800232,118.581054688,113.344802856,115.746154785,116.939025879,118.465667725,114.877227783,116.310112,112.495101929,112.529815674,111.461830139,114.61240387,118.713119507,124.199119568,113.988746643,117.215263367,116.193939209,117.472145081,119.052612305,112.274406433,116.011436462,5119,110.0
90.2600250244,87.8799819946,90.9172363281,91.412940979,85.4022064209,95.1998519897,91.3069992065,92.7888793945,95.4510498047,90.3704147339,90.2966003418,89.4144287109,90.4270706177,93.2064743042,94.840171814,91.1446228027,92.6733856201,91.0239868164,93.4080886841,89.4990921021,93.630607605,93.267288208,90.2020645142,88.9492034912,92.4423599243,91.514213562,95.7814102173,95.8114547729,97.1976165771,86.7815628052,98.7588500977,92.9834594727,92.754524231,91.813873291,91.0819549561,90.2479400635,91.6902770996,95.1494445801,5120,92.22
119.933937073,121.341667175,115.928321838,124.184463501,121.132980347,116.99029541,125.521125793,114.06288147,117.178260803,123.217468262,121.632171631,117.891151428,114.682273865,115.017799377,117.127349854,117.107498169,110.671714783,112.920410156,116.696289062,118.171287537,123.946411133,110.206108093,112.316436768,117.138954163,114.930046082,113.884552002,115.101394653,110.777412415,120.884750366,122.901031494,114.573364258,116.727645874,115.518638611,110.234230042,108.257194519,122.153617859,116.793731689,116.289924622,5121,133.09
109.746566772,108.14717865,111.960449219,113.565284729,109.800086975,115.790145874,114.778678894,111.439933777,121.415718079,108.838043213,106.955955505,108.114860535,114.166664124,109.957199097,117.775428772,124.906433105,112.56817627,110.444618225,114.223670959,104.541526794,112.704101562,114.379570007,112.893127441,107.94153595,106.4296875,110.395561218,117.359611511,114.488693237,113.016769409,110.379470825,113.067314148,110.619186401,116.38684845,114.29410553,106.809791565,114.13457489,111.14163208,117.320068359,5124,109.02
97.2360458374,90.8685150146,92.9943161011,92.7878112793,98.7777404785,92.70677948,93.2606964111,97.1095962524,94.9065551758,94.5131149292,91.5549163818,96.0305023193,88.56300354,95.3971099854,94.5458374023,91.5124435425,96.2873153687,97.4201812744,93.6121673584,92.2339248657,91.5627593994,97.2761993408,96.587562561,91.9633865356,98.6615219116,93.8951339722,95.4987716675,92.332572937,93.2326202393,95.2278060913,87.7046737671,93.0172805786,92.9119415283,93.7940673828,96.6235733032,92.0774688721,89.6897964478,93.8669967651,5126,94.21
97.2182235718,92.8361358643,92.6781005859,100.105003357,96.6261672974,89.5165023804,94.3863525391,97.1831436157,91.7155227661,95.9577636719,95.268951416,92.3355712891,94.6515426636,95.7370834351,93.4175567627,90.7587203979,95.8945159912,93.7213745117,96.3845596313,95.440536499,96.1954956055,99.4290390015,96.3559265137,91.8592453003,94.5165100098,96.3602828979,96.0794525146,91.7349777222,99.4419021606,95.1902542114,91.7225799561,97.5049438477,93.5018539429,95.5466003418,96.0671386719,90.4270706177,95.1082839966,94.4765625,5130,90.53
103.072532654,100.440551758,102.045959473,106.284698486,99.0587234497,95.9200439453,99.196762085,102.169181824,97.9984130859,98.7672119141,102.258232117,95.0751342773,103.39528656,106.596847534,100.827407837,98.4765167236,103.204940796,95.4311752319,105.390426636,96.0035400391,103.350997925,101.446350098,101.310745239,95.8163833618,98.2213821411,94.1868362427,101.789009094,104.210914612,101.035079956,100.689720154,107.520874023,101.352302551,99.9962615967,101.663276672,99.5377044678,103.185943604,104.334350586,100.855865479,5131,99.13
116.816162109,111.486381531,113.33518219,110.336921692,105.87247467,110.050712585,113.549201965,112.808677673,111.161102295,125.172622681,103.537597656,108.994560242,112.548072815,115.357299805,110.352882385,113.10660553,118.482009888,110.7448349,113.344970703,113.083015442,114.676307678,117.587150574,114.116523743,111.30393219,115.804847717,114.489875793,116.388534546,115.679855347,111.527984619,113.561737061,108.43170929,116.708953857,115.233383179,112.325065613,118.183586121,112.91091156,121.224250793,108.949996948,5133,106.95
99.1450119019,93.0821380615,92.8207931519,95.7908935547,97.5940322876,93.6948013306,96.1076126099,92.7766876221,91.675567627,94.3201751709,101.347312927,97.0406265259,96.5340042114,95.7391204834,94.689163208,94.0657272339,93.8607635498,94.1342086792,94.8993835449,96.9538345337,94.8745422363,95.5083312988,101.282691956,95.2663116455,97.1678543091,99.8628845215,101.029144287,97.3515777588,92.4864044189,96.3071594238,97.4412918091,92.7814407349,93.3019104004,95.0466690063,94.4460601807,95.8666381836,101.026435852,99.18309021,5136,86.33
99.1163101196,94.5508346558,90.2528839111,92.8275909424,90.8033905029,92.4565582275,92.7089233398,92.0425567627,93.0437927246,94.833480835,93.4108505249,93.2751922607,98.7394866943,89.7083129883,97.5169219971,92.4517745972,98.6371688843,90.0188674927,95.9104614258,93.5476379395,104.571113586,92.2304229736,95.446472168,91.3486328125,95.907409668,90.8456726074,102.770233154,92.0888290405,100.043930054,88.2329788208,98.7590637207,89.5445098877,96.3625640869,92.9841461182,86.9529266357,93.2327575684,92.6490402222,91.7673873901,5138,98.33
108.800437927,96.5470352173,105.102684021,100.836975098,103.013404846,101.861076355,101.611541748,102.785186768,106.117729187,100.639465332,107.351112366,106.566184998,104.525291443,105.292312622,104.482254028,100.349395752,101.026374817,105.850471497,99.8520584106,102.304374695,99.9208526611,104.104888916,106.854164124,101.292442322,105.855102539,112.114974976,102.632949829,108.518249512,103.836334229,101.391281128,98.7364044189,106.347045898,100.970481873,100.203186035,105.048439026,99.2338104248,97.572593689,103.889122009,5139,103.14
95.7922592163,93.9127655029,91.2818222046,89.8319549561,93.0129013062,86.3616027832,90.8906021118,89.3782043457,88.9735565186,94.3876266479,94.1368255615,93.5184020996,93.5055007935,93.3189163208,88.6756286621,88.6807403564,89.3244857788,88.7197952271,89.8343353271,93.3975982666,91.5669708252,96.2994537354,92.7923202515,91.5210037231,89.3789825439,92.8300018311,93.7054519653,88.3145446777,90.8109588623,90.7227783203,90.6653518677,89.6051940918,88.6307601929,89.9473114014,91.7585983276,88.240776062,93.1516876221,90.3652648926,5140,89.25
104.129333496,101.652915955,105.817619324,108.969779968,106.784767151,103.134063721,99.6491241455,103.258773804,105.207771301,111.523513794,104.123939514,104.362121582,105.441719055,109.634857178,107.994384766,101.875938416,108.518783569,103.342590332,108.923942566,103.176429749,106.718551636,104.342948914,106.036079407,105.79989624,106.637245178,94.5451431274,106.281776428,103.755210876,104.954193115,103.9741745,102.810722351,106.365791321,100.790061951,98.8816146851,102.80557251,100.164352417,102.937995911,106.818367004,5141,101.23
107.47618103,102.943580627,107.156387329,104.166122437,101.26651001,104.134422302,110.024169922,101.466751099,102.01738739,103.824913025,108.61063385,104.32460022,106.219818115,105.724098206,98.0548400879,109.19178772,111.79624176,103.524208069,105.533607483,107.416969299,105.070213318,105.867874146,110.798088074,101.694328308,104.433586121,103.386161804,108.670036316,104.903274536,110.225082397,104.530944824,102.452644348,107.229110718,104.012062073,104.2759552,103.540405273,100.757911682,103.239616394,110.742530823,5145,108.59
95.5609817505,103.003440857,97.3472213745,89.1394805908,101.678688049,91.2601852417,97.8426437378,101.185577393,93.7140808105,96.3534698486,98.7470855713,102.390800476,98.6650772095,97.6273574829,95.5780944824,89.6930923462,87.1843032837,95.6027832031,96.9950408936,100.775947571,96.6803894043,96.0354690552,99.6892318726,92.0287246704,92.4702606201,99.3882675171,100.706245422,95.3764190674,94.636138916,92.3106765747,93.9331741333,94.4192581177,95.4375991821,91.60546875,94.8692169189,100.22492981,91.8394393921,99.7325439453,5146,91.84
115.162002563,110.596061707,107.059074402,114.854736328,112.743690491,119.29800415,114.629493713,110.572677612,113.61605072,118.351905823,112.755149841,111.871818542,117.678993225,108.00756073,118.708816528,116.583000183,112.081382751,111.807777405,115.666992188,105.64768219,117.257011414,115.482162476,110.402519226,106.823524475,113.672546387,114.260612488,112.878761292,111.112754822,115.66493988,111.144180298,114.568946838,108.392707825,110.708312988,113.264228821,114.957443237,116.762405396,115.588737488,116.510658264,5147,117.67
96.9845046997,92.591468811,96.485786438,91.522354126,91.477104187,98.3698120117,100.362503052,91.6459503174,99.2527999878,98.4818191528,99.941619873,101.246772766,95.9263687134,92.6578826904,100.276367188,99.8494720459,98.4426651001,98.12890625,99.4397506714,88.0584335327,91.8023986816,100.005691528,91.9622344971,101.935401917,93.2567520142,94.0314788818,92.2407836914,102.080482483,100.369354248,100.860862732,90.3490371704,97.1089019775,97.5321426392,95.0555877686,93.6548995972,83.8712768555,94.4033126831,90.6346282959,5151,87.78
111.015388489,108.047210693,110.908744812,110.127227783,105.514862061,106.846817017,107.561225891,113.218841553,104.410385132,117.039291382,114.501083374,114.703041077,108.608375549,109.824943542,105.072143555,102.846939087,108.294425964,109.28730011,115.297805786,109.556167603,112.140441895,105.176589966,106.217582703,109.850845337,115.602684021,110.345314026,102.007369995,111.824066162,111.286170959,109.502799988,107.770088196,108.844863892,113.240394592,115.190719604,107.501045227,116.756027222,109.135620117,115.752983093,5152,115.27
101.14427948,92.3609161377,97.0674514771,93.3862457275,93.7074203491,93.8379364014,98.0311584473,93.6244277954,96.096534729,99.2135620117,93.4434127808,88.3730621338,93.9149932861,95.4153747559,97.5225601196,94.460105896,99.4618377686,94.9535675049,93.9076309204,95.6209335327,97.838432312,96.5116043091,89.995300293,94.8045120239,92.9870910645,94.2977981567,95.7924118042,91.6040725708,97.2682342529,95.7375411987,104.517356873,92.7814483643,94.1659469604,93.3843460083,95.0553359985,94.340385437,96.0607223511,92.8533172607,5153,87.3
110.702110291,114.630935669,117.643371582,109.347305298,111.410942078,111.474876404,110.953300476,115.122062683,115.731239319,123.370323181,120.275657654,120.916748047,108.548538208,118.984024048,112.83896637,114.151321411,112.235298157,111.735214233,110.604125977,115.526687622,117.022392273,113.512779236,110.580230713,115.819114685,115.019989014,119.994667053,112.064193726,116.653442383,111.089981079,118.448539734,109.451850891,110.832702637,111.938934326,114.555908203,117.412834167,103.138275146,115.312988281,113.819465637,5156,108.69
96.4504623413,91.5927124023,91.2949523926,94.0314941406,94.0418548584,90.0935668945,91.2824325562,92.5514755249,92.9440612793,92.9315795898,93.3043441772,89.7083435059,92.080696106,96.518081665,89.6680603027,91.3018798828,97.019203186,93.6813583374,92.6178817749,94.3574752808,96.4879074097,94.6463623047,96.5827941895,90.1170272827,89.8740081787,90.4841079712,94.7729263306,93.0659103394,93.1521148682,94.2066879272,92.7924346924,92.8147659302,94.85521698,87.4959869385,91.9443817139,91.0009765625,92.9335861206,93.6177062988,5157,97.28
114.238319397,111.712181091,115.587257385,120.457885742,110.629829407,121.258895874,120.078788757,115.61366272,113.555854797,117.861938477,110.220962524,116.679275513,113.187393188,109.984970093,115.153739929,123.060653687,114.452033997,121.108695984,119.683204651,116.409469604,113.458595276,117.594703674,110.474151611,115.837142944,114.084640503,122.415245056,117.630577087,107.460357666,114.110191345,114.387756348,121.28956604,104.443435669,115.730476379,113.246665955,111.640083313,123.669464111,111.359130859,112.384391785,5158,109.97
95.0437393188,88.7239456177,90.545753479,92.5707550049,86.3495254517,97.3913574219,94.5902023315,91.9536361694,92.7458496094,92.219871521,94.0249786377,98.1755371094,89.5182647705,95.9648132324,96.6680603027,92.8907928467,94.7126617432,96.941368103,98.3902511597,87.9761123657,89.5397949219,93.9552307129,92.5531387329,91.2020187378,90.8150787354,93.4228134155,94.7729110718,97.6141738892,93.8923797607,97.7677230835,86.8712539673,93.3857345581,94.1074523926,97.9356002808,94.5184555054,90.6876373291,91.9146881104,88.865486145,5160,89.19
117.993713379,124.357803345,115.816192627,114.170082092,116.65397644,115.818786621,117.157043457,112.8048172,110.677322388,113.808197021,121.106231689,115.230033875,119.364761353,111.341384888,112.433998108,107.563743591,105.121437073,111.409164429,112.253974915,116.362953186,112.250061035,110.253677368,112.638320923,115.225166321,115.847190857,113.678779602,115.21270752,108.456115723,109.029319763,117.992149353,114.836273193,114.354248047,111.044281006,109.628875732,109.147445679,115.337882996,116.967262268,114.379508972,5161,106.35
89.9910354614,94.175567627,94.056350708,92.6357727051,98.1465148926,96.8366088867,93.4437637329,92.9164047241,96.1249313354,90.2429656982,90.6909790039,96.8520126343,91.9318847656,99.2121734619,100.551841736,93.6663894653,96.8389816284,91.2541275024,93.1825485229,96.9482040405,96.9661865234,95.3399810791,94.1979675293,91.2020111084,93.9915313721,91.802482605,93.8885421753,94.3452377319,98.2271499634,93.0061721802,94.2960968018,92.1151275635,91.8916091919,90.5356292725,93.4242019653,102.89667511,95.4230575562,92.5598831177,5162,97.37
110.367912292,107.825538635,116.696617126,113.453598022,105.75012207,109.906265259,107.775161743,115.264801025,106.62335968,115.437210083,122.423812866,113.974403381,118.770637512,121.4871521,116.245956421,112.583274841,113.091690063,116.112609863,113.625694275,112.910369873,112.183883667,114.019470215,109.634368896,118.431480408,116.241851807,124.558700562,115.991973877,110.608940125,114.617675781,120.163604736,116.578804016,113.968528748,110.441673279,115.00239563,110.462890625,108.754745483,115.971946716,108.47505188,5163,109.12
97.5233840942,93.9332733154,94.0229949951,95.4849395752,95.6981048584,91.4345397949,95.5888366699,91.3025512695,93.7496032715,93.0871887207,99.2565383911,96.2070541382,95.6624832153,95.9680786133,94.3611831665,94.3527603149,92.7411651611,92.9099197388,93.4410171509,95.4886016846,94.5627288818,96.1147537231,102.09588623,93.5032424927,96.9276046753,98.5828094482,99.626953125,96.9346237183,92.9206924438,97.5145568848,96.9565734863,92.6392745972,91.2304992676,94.6567077637,93.6340484619,93.8584671021,96.5019607544,97.9703063965,5168,100.74
117.814971924,118.564399719,128.154830933,119.358139038,118.376670837,115.128509521,112.625679016,118.752975464,111.49004364,116.838645935,112.695838928,117.761405945,113.185348511,122.460380554,116.708099365,115.811149597,116.630867004,112.124198914,119.444313049,112.784164429,109.219619751,112.961700439,116.518356323,112.959007263,123.59487915,111.909690857,114.615020752,117.663543701,117.284225464,116.07989502,118.642715454,118.079208374,113.464431763,117.719841003,113.964935303,111.039520264,112.641815186,117.626647949,5170,110.1
91.2179336548,92.126991272,92.0271530151,87.8163146973,85.9890136719,90.8690109253,92.9621658325,92.6716537476,91.9667282104,93.0491943359,91.8668441772,94.0537948608,88.6581802368,89.8705444336,95.2536010742,95.4253311157,95.7661590576,95.0986938477,97.9253845215,87.0113143921,89.0983657837,97.6300354004,92.836479187,94.5107269287,91.4455490112,92.7735214233,92.1891860962,94.0317993164,94.3647842407,91.3419265747,85.9775390625,92.3561859131,90.7019577026,90.1734161377,94.1347732544,88.0401382446,91.3232040405,88.1563491821,5173,88.79
107.731414795,105.869483948,103.277282715,104.617622375,103.318702698,104.442611694,99.0620346069,106.053268433,103.248176575,106.29385376,106.530883789,106.804664612,104.772819519,101.626670837,106.398277283,99.0628051758,97.5033493042,104.877449036,101.609519958,106.656097412,107.351104736,101.158332825,101.410163879,95.5784683228,107.107025146,103.185325623,103.182823181,108.202026367,105.900909424,111.196868896,105.326881409,103.882904053,110.889556885,102.2602005,103.320579529,114.438179016,107.300483704,98.9792175293,5174,97.55
100.428260803,97.1127700806,91.7270431519,99.399887085,96.7917633057,101.889175415,94.3912353516,93.6488800049,96.6033706665,97.0818786621,95.3074035645,95.5982971191,97.4414367676,101.082511902,97.5798873901,98.0690231323,102.278427124,98.703666687,98.3498916626,99.1049118042,99.0333099365,93.88256073,96.7814712524,96.3603057861,99.0963439941,91.594833374,96.9078521729,96.7094497681,103.841690063,91.8991622925,100.116622925,94.3346099854,92.0235061646,95.2588424683,95.3898773193,98.3342437744,98.5670471191,94.2918014526,5175,99.49
93.8149795532,90.3295516968,95.2318954468,91.3362503052,90.7585754395,97.6696166992,90.2001495361,92.4532852173,103.231445312,92.1312408447,97.01902771,96.453918457,87.0126953125,95.2487869263,94.9445877075,93.6393203735,94.754119873,90.7875747681,94.7423095703,91.3641433716,89.1559295654,94.7046203613,95.0013122559,94.1180648804,101.539573669,95.7447891235,90.967880249,92.4708786011,87.701171875,104.111862183,93.0549545288,95.3480072021,94.8041381836,92.1210098267,95.6961517334,91.6888122559,89.8825378418,93.9331359863,5177,109.75
104.891784668,105.83014679,107.131988525,104.571594238,102.70400238,106.507751465,107.676361084,107.879096985,106.293540955,106.37399292,111.166397095,101.171455383,109.480461121,101.629013062,99.7742996216,99.5799026489,111.048072815,110.435256958,100.405433655,104.542984009,109.797843933,106.425231934,102.547958374,105.761184692,107.207321167,106.40272522,107.379882812,109.24092865,103.871147156,102.930397034,108.285202026,110.626701355,108.174034119,105.50717926,103.928382874,102.697738647,108.584312439,106.113365173,5178,102.18
100.42855835,97.0882720947,91.736114502,99.398399353,96.8642730713,101.898269653,94.3913497925,93.6481781006,96.6216125488,97.0369720459,95.2529983521,95.592086792,97.4766693115,101.082122803,97.5546875,98.0706863403,102.343063354,98.657913208,98.3531646729,99.1113891602,99.0318756104,93.8771209717,96.7985305786,96.3246383667,99.1089553833,91.5875244141,96.8929290771,96.696395874,103.839813232,91.8999023438,100.119842529,94.3320083618,92.0200424194,95.2530136108,95.4020690918,98.3345336914,98.5599746704,94.3084487915,5179,95.58
