keras_MSE2_tanh0,keras_MSE2_tanh1,keras_MSE2_tanh2,keras_MSE2_tanh3,keras_MSE2_tanh4,keras_MSE2_tanh5,keras_MSE2_tanh6,keras_MSE2_tanh7,keras_MSE2_tanh8,keras_MSE2_tanh9,ID,y
99.732170105,101.833992004,102.569450378,102.662750244,102.308059692,103.558502197,102.55393219,102.786758423,102.721443176,102.150154114,3927,102.78
92.6121444702,91.6002655029,92.3214950562,91.922088623,91.5830612183,92.3992996216,92.1318359375,92.2683029175,91.6307144165,91.3317642212,7820,85.59
113.883583069,114.446311951,114.231262207,113.109764099,114.292541504,113.38734436,113.031654358,109.72341156,113.390892029,113.41885376,479,101.26
93.1073379517,95.8641967773,93.1933898926,92.7980804443,97.4395828247,96.0620880127,92.0579986572,96.0010223389,96.0027999878,95.2454681396,523,87.58
113.746543884,113.616111755,115.910667419,114.127250671,113.78653717,113.114562988,114.05922699,113.220733643,113.389221191,114.258003235,565,108.31
111.548377991,102.701370239,105.87223053,104.819412231,105.060325623,106.419464111,107.19480896,106.419441223,106.200714111,103.178222656,6518,100.22
113.972366333,114.408500671,113.644523621,113.726554871,113.653076172,113.383598328,113.319572449,113.693412781,113.401268005,113.821662903,7732,112.53
113.45778656,113.466201782,114.241775513,113.724349976,113.340164185,113.105140686,114.053314209,115.631072998,113.404808044,113.889503479,2207,115.82
76.9875946045,80.0580825806,80.5126800537,77.4551544189,77.0757446289,80.6683044434,77.6767425537,77.9277420044,77.144241333,77.5276489258,7770,77.41
101.935310364,97.2879562378,102.643699646,107.070915222,103.12789917,100.05393219,107.548042297,106.969062805,98.2298126221,103.576843262,389,99.08
112.631614685,113.257537842,114.225013733,113.264442444,113.329421997,113.384513855,112.948272705,108.471817017,113.898826599,112.713829041,4155,110.33
102.055534363,102.374961853,102.371643066,102.551460266,102.965744019,103.436592102,103.410598755,102.715454102,102.678283691,102.421485901,7769,99.86
113.899368286,113.699775696,114.220596313,113.641998291,113.78150177,115.053436279,115.550239563,114.00390625,114.019256592,113.896377563,200,111.42
92.5253753662,96.580696106,92.356628418,91.9650268555,92.4428482056,95.2669219971,95.8457717896,97.3446731567,95.9464797974,96.0028610229,4317,99.54
111.236854553,113.260505676,109.899734497,113.19683075,113.42766571,113.082801819,115.456863403,114.01675415,112.467163086,108.625144958,3078,111.42
112.578910828,113.636940002,113.260902405,113.360435486,114.288757324,109.489677429,113.7837677,114.15335083,109.204864502,112.765060425,2781,105.96
106.520637512,103.143447876,105.29447937,104.341392517,103.496788025,103.134086609,104.086723328,107.378570557,102.399543762,102.488700867,4410,100.67
113.903656006,113.769683838,114.248802185,113.647766113,113.776428223,113.089241028,112.430099487,115.005119324,113.406997681,113.888069153,1068,111.15
102.789810181,102.726829529,101.928291321,102.442611694,102.239585876,102.878662109,102.500793457,103.033996582,101.383880615,102.829872131,4200,104.65
113.942939758,112.210319519,112.966499329,106.668457031,113.313674927,105.213119507,113.917015076,106.328674316,113.902648926,109.046287537,8043,109.58
94.8918075562,92.3916854858,92.4053497314,92.273475647,93.8056793213,92.4396514893,91.5285873413,91.9613494873,95.0390472412,91.1350479126,3281,109.71
92.6279144287,91.8370742798,96.1596603394,96.8115692139,102.654624939,92.3523712158,97.7032470703,92.5743865967,91.8326034546,93.620262146,1517,89.91
96.7938995361,91.3677749634,92.3260574341,92.2401046753,92.5362091064,91.7028274536,93.5804367065,92.5605773926,92.0979614258,92.505821228,7728,90.18
113.743560791,113.778884888,113.645004272,113.369697571,113.596969604,113.114860535,114.006889343,114.242332458,113.400375366,113.562156677,2896,115.22
95.0996017456,91.3901672363,97.2458343506,97.2404556274,95.6192855835,95.2184143066,96.8162994385,93.2818527222,92.1305160522,92.0571136475,5767,96.27
103.118011475,108.120742798,105.763702393,102.74042511,108.868942261,102.662231445,105.862884521,102.849578857,99.5825881958,103.719902039,2211,97.46
91.8988800049,91.7572021484,97.6123962402,92.3618240356,93.0893096924,92.2321166992,94.096321106,93.5446090698,92.4597015381,91.5762329102,6805,114.23
92.2766876221,91.7772140503,91.7304763794,92.3287811279,92.4899139404,92.0583572388,97.1043243408,94.2311553955,92.2722549438,94.9976119995,6530,89.31
97.9529647827,92.6155929565,93.7908172607,96.5777587891,92.5498199463,92.0787353516,95.6074752808,98.5442504883,101.201339722,101.254882812,5359,87.91
99.7176208496,93.4556350708,98.1950836182,96.6894302368,96.9780578613,97.6363220215,96.4826507568,92.7379074097,98.1456832886,97.2942047119,4674,90.78
96.1700210571,92.5718612671,96.9324111938,97.7459030151,99.5979385376,97.6779174805,97.6953353882,92.5933532715,96.7967910767,95.0257797241,1235,89.97
103.172576904,93.794052124,105.063911438,102.673042297,94.9435577393,100.664047241,97.9968109131,102.743293762,93.662612915,95.4053115845,3026,90.41
93.4064559937,93.7176895142,95.4271316528,95.1169128418,96.5458679199,94.1818771362,92.8636474609,92.4534454346,92.1030960083,92.311050415,4799,90.77
92.2597808838,93.9861755371,95.1725769043,93.2117080688,92.2679290771,98.5674057007,97.0459060669,96.3873977661,96.5554733276,94.3689498901,5824,91.62
113.561599731,113.225219727,113.651504517,113.592407227,113.332550049,113.384086609,114.042312622,110.789390564,114.027542114,114.169784546,4914,108.97
95.003578186,93.8186798096,93.2198562622,92.5313262939,96.2448883057,95.8796691895,93.3085784912,92.0564346313,92.7767486572,91.330329895,1163,97.9
113.891220093,113.224464417,113.647796631,113.452270508,113.328544617,113.126083374,113.862449646,113.864677429,113.406578064,113.819717407,1280,113.68
113.469802856,113.627311707,114.244987488,113.590660095,113.470359802,114.621398926,113.318328857,114.187263489,113.402732849,113.864318848,6076,119.35
77.0961151123,77.5403137207,76.7643966675,77.3759613037,76.7166061401,77.6360092163,77.4361114502,77.4951477051,76.7167205811,77.5335845947,713,74.28
93.3089675903,93.3968429565,91.7174606323,92.2746582031,92.0236129761,96.4203796387,92.0419845581,91.9318084717,91.6391372681,92.1679840088,5261,94.05
91.6986694336,91.4060058594,92.2792663574,92.2166213989,91.635269165,92.5719680786,92.5814361572,92.3869476318,92.5410461426,91.068572998,7755,92.41
76.9467773438,77.140411377,80.4962387085,77.4658203125,76.6045761108,77.645690918,77.4676818848,77.5787658691,76.673286438,80.4365997314,2089,76.22
101.06401062,101.739440918,97.2865829468,99.4942779541,94.9361877441,102.957611084,98.2612457275,102.195960999,102.145088196,102.975776672,7005,100.05
113.710861206,113.634941101,113.649162292,113.357070923,114.271865845,114.548980713,113.318489075,114.043647766,113.378356934,113.587722778,3474,106.52
92.4830322266,91.8577880859,92.1706848145,92.2668228149,95.4579238892,93.8250274658,92.7725296021,92.5384979248,95.7292709351,95.6750183105,1389,89.73
92.6548461914,95.8048934937,91.9665679932,96.056137085,92.4312286377,92.1005477905,92.5643844604,92.3970184326,92.4582824707,92.4348983765,843,88.72
96.5250701904,92.4603500366,97.0213317871,94.6452789307,96.1852035522,96.5754776001,96.6714782715,97.5850906372,92.1835632324,94.0435333252,1983,100.62
112.358406067,113.566719055,114.232078552,114.119644165,113.376686096,113.382858276,112.110740662,110.083709717,113.408508301,113.895904541,4292,113.7
112.619514465,113.093452454,113.276435852,111.596710205,106.610198975,112.134658813,113.019943237,113.796882629,115.066635132,113.523765564,7908,110.74
93.7312698364,95.9799957275,92.301574707,91.9207382202,92.1539764404,94.2775115967,93.9728927612,96.2215652466,93.7196273804,92.6378250122,6191,90.17
113.905937195,113.666992188,114.211097717,113.601608276,113.340263367,112.993888855,113.834465027,113.987838745,113.399459839,112.766372681,6780,118.27
113.539031982,113.590782166,113.266136169,113.657592773,113.487663269,114.645866394,113.311454773,114.237220764,115.146141052,113.823982239,5722,122.66
98.6215591431,96.5863037109,95.0790176392,93.7172088623,95.3968658447,94.8182296753,91.8139801025,92.6910934448,94.1498565674,95.7310256958,5481,85.69
113.571578979,113.616897583,113.278320312,113.646728516,113.482925415,113.124290466,113.323577881,114.039451599,115.148429871,113.589256287,1892,107.36
99.6718826294,95.7807617188,96.3556442261,96.783203125,97.1542282104,97.0579452515,96.7566757202,97.6252746582,96.3332290649,102.124694824,5684,101.9
92.1650390625,91.4942474365,91.0654449463,91.8634185791,91.7190475464,92.4738769531,90.244102478,92.3533859253,92.1053314209,91.0373077393,7903,92.43
101.894866943,95.7603683472,91.778717041,92.2465133667,94.7868881226,92.5163803101,92.2127838135,91.0571975708,96.4538192749,91.7295379639,2907,90.41
93.0081100464,92.4986572266,92.5569229126,96.7987060547,109.149261475,109.420471191,96.2893753052,95.5800552368,109.233421326,97.4229812622,4053,90.41
92.590461731,92.62059021,91.702041626,92.3913269043,91.8584442139,92.2902069092,91.3544921875,88.9144515991,92.4268798828,93.1920928955,779,97.76
113.489624023,114.448410034,114.222045898,113.593864441,113.484573364,113.115943909,113.818115234,114.244125366,114.016120911,114.275550842,596,114.34
96.8063430786,92.7499237061,92.8613891602,92.3084945679,94.557800293,98.3273162842,94.8883209229,93.4083480835,92.8538208008,93.0343780518,1007,87.63
91.7846374512,91.9126739502,92.3194198608,92.0248260498,91.5611114502,91.2594070435,92.547996521,92.2286987305,91.6947097778,91.8721847534,1732,91.58
102.827415466,104.250717163,107.820602417,108.829803467,106.967178345,106.454948425,107.52646637,103.32849884,106.295753479,107.689224243,6478,98.45
77.579788208,77.0202407837,77.6966781616,77.2585678101,77.0663986206,77.6420593262,78.5671768188,77.9507293701,77.2275772095,77.5366973877,5433,73.71
97.4846343994,92.2724151611,91.6716308594,92.2081451416,91.4976654053,92.532081604,92.4952163696,92.1333084106,93.3983459473,92.0005874634,3311,88.67
93.5465316772,95.7113113403,94.4979934692,94.5246200562,95.6340332031,94.5513458252,92.0767974854,92.2936325073,91.7082366943,92.303527832,3003,92.21
113.485519409,113.637680054,115.911109924,113.648010254,113.446594238,113.379104614,113.318321228,114.047386169,113.389602661,113.809104919,3502,107.1
94.6729431152,96.1055603027,91.7445983887,95.2893218994,97.3581619263,92.3099975586,92.7052230835,92.1734161377,92.5602264404,93.6934967041,1439,89.56
113.449829102,113.780944824,113.251358032,113.369438171,113.409660339,113.384727478,113.818412781,114.1875,113.300468445,113.559127808,328,108.87
97.0428390503,93.159072876,96.7278060913,96.8830947876,98.0093536377,97.4753875732,96.0198822021,97.1719055176,92.8060073853,92.7073287964,2136,90.7
113.486160278,113.633750916,114.213729858,113.591110229,114.267417908,113.124954224,113.451530457,114.05279541,113.961875916,112.765663147,3081,110.47
98.4853744507,101.385360718,100.339118958,96.4255065918,92.0735702515,95.5238494873,96.4405288696,100.393531799,96.161026001,95.8243331909,7282,89.06
113.481651306,113.263755798,113.645812988,113.368736267,113.65271759,113.120018005,113.831512451,114.186454773,113.398033142,113.74446106,749,106.63
102.880218506,102.356864929,101.995094299,100.889305115,102.271362305,102.507263184,102.555007935,102.909927368,102.530586243,102.449890137,5669,116.46
78.5577774048,80.0353088379,76.771156311,77.3838729858,76.6115188599,77.6685714722,77.431968689,77.5617980957,76.6630935669,77.4761505127,8032,77.77
92.5561904907,91.5539550781,92.2960739136,92.0504074097,92.4538726807,92.0170288086,93.2954177856,92.3983306885,91.6684341431,91.2082519531,274,98.68
77.8563690186,77.9699935913,77.6888504028,77.3864135742,77.7612838745,77.6619033813,77.4449920654,77.9343261719,77.2087402344,80.39894104,1824,78.5
92.8944091797,91.1838302612,92.7893829346,92.2385482788,93.3546218872,92.5762557983,98.1045227051,92.1709823608,92.182762146,92.3715133667,3555,89.93
113.569755554,113.264404297,114.224838257,114.09828186,113.699432373,115.048019409,115.47869873,114.173538208,114.004852295,113.577430725,4528,113.98
77.5777282715,77.5327072144,77.6873703003,77.4533309937,77.0970611572,79.3176803589,76.1781387329,76.998588562,76.6829910278,77.46824646,7471,84.86
92.2481155396,92.7366104126,92.2360610962,92.3027420044,112.940315247,112.352813721,97.2514953613,93.0478591919,109.400558472,111.452552795,2724,94.8
113.753860474,113.354354858,115.84098053,113.372070312,113.783859253,113.124328613,113.317604065,114.058876038,113.960571289,113.828346252,3877,115.19
113.900184631,113.624099731,110.706192017,110.124000549,113.468048096,109.382865906,109.589622498,108.395706177,108.433433533,111.617248535,6835,112.8
91.6723403931,91.7326278687,92.2985534668,92.2058258057,91.9830856323,92.7966461182,91.7030029297,92.6260528564,92.499130249,92.2736663818,6960,89.94
113.707809448,113.263786316,112.174758911,113.369804382,113.331573486,110.283699036,110.974609375,114.030487061,110.819709778,109.387840271,542,121.19
92.2947692871,96.3885879517,104.124595642,96.4092559814,92.486289978,95.3591537476,97.6230545044,93.8381271362,104.552474976,95.5051651001,5045,88.8
103.511878967,89.9136581421,109.530281067,97.1043930054,99.7094497681,92.4094238281,97.5416564941,114.089302063,97.3879394531,92.7393264771,5068,94.79
103.129768372,104.977325439,103.136543274,102.570953369,103.017044067,103.733764648,104.559997559,104.444084167,103.126586914,105.345588684,5003,103.9
102.298301697,92.4478607178,94.600730896,92.8141784668,92.4089889526,96.7972412109,92.039855957,93.3721389771,98.3591995239,92.2964172363,4850,98.56
92.6659469604,90.4881057739,91.7502059937,92.285194397,92.2925109863,92.4950561523,91.4564743042,92.4142150879,91.8707580566,91.9763946533,6797,85.44
94.455368042,94.5664825439,96.3106307983,92.1103591919,99.339805603,92.3917922974,91.9233779907,95.4439239502,97.3846664429,91.8549041748,281,90.54
113.564376831,114.428955078,113.273475647,113.472061157,113.652832031,113.350654602,113.31803894,114.195755005,113.953079224,113.817604065,662,112.49
92.5858917236,92.8795166016,97.6735610962,94.1006698608,95.7204208374,92.9778900146,95.8656082153,95.9791641235,91.7587814331,93.1575698853,874,90.41
91.783241272,91.5325622559,92.1508178711,91.9175033569,92.6812896729,91.9501342773,92.3228149414,88.0115127563,91.989906311,92.5279998779,8356,90.45
113.825675964,94.1333999634,92.4972305298,112.991821289,113.324287415,115.049819946,95.9130249023,115.165412903,92.5247268677,93.8092575073,1385,91.61
91.7007522583,104.966766357,93.9813461304,93.7989273071,92.2249755859,95.1375350952,91.6976852417,92.2310562134,91.7217712402,91.172203064,5627,89.47
91.724571228,91.7694702148,91.4769821167,92.7766189575,91.5625991821,92.4427261353,90.3974380493,92.0836029053,92.0846557617,91.7393188477,7736,90.42
113.726722717,113.229438782,113.647605896,113.720031738,113.785400391,113.386749268,115.547111511,111.360145569,114.031188965,113.904335022,1026,121.64
92.8473815918,92.7820510864,92.2189178467,95.3382034302,92.4494628906,94.157875061,92.6916656494,92.5942001343,91.2937316895,97.0541305542,5759,97.84
102.910263062,105.870887756,104.04322052,102.879165649,102.450561523,103.377197266,102.251319885,103.437965393,103.395378113,103.44002533,7729,99.12
113.981826782,113.687080383,115.876724243,113.62688446,113.665588379,115.047569275,113.320877075,113.96849823,115.127799988,112.762832642,7973,110.44
113.906440735,113.26448822,113.261169434,113.592933655,113.420379639,113.104415894,113.459518433,113.650382996,113.967720032,113.824638367,2176,106.81
100.092681885,92.7775650024,91.7615890503,95.7935943604,109.263511658,104.528259277,92.8054733276,92.7769699097,94.2852172852,94.5582809448,4253,89.37
113.96812439,113.695281982,113.033653259,113.752540588,110.654205322,113.112358093,113.819946289,109.005493164,115.064430237,113.5859375,7288,105.06
91.8531799316,94.0645828247,91.8113098145,92.306854248,91.9144287109,98.5863952637,92.1832885742,92.5004043579,92.7990036011,92.1005783081,2461,87.82
93.2578048706,91.5674057007,92.2902374268,92.2504501343,91.9096984863,91.8817596436,91.6207351685,91.6729507446,91.0262756348,91.1116104126,6050,90.22
77.8028411865,77.152633667,79.3174285889,77.4946746826,77.871131897,77.558303833,77.4510192871,77.5354309082,77.2473678589,80.5051193237,2536,76.86
105.079620361,104.625228882,102.987831116,102.396697998,102.359085083,108.406951904,107.318199158,103.118431091,102.43522644,108.403892517,7499,109.67
113.302368164,113.35534668,112.749946594,113.571037292,114.297958374,113.103767395,113.47403717,104.009872437,115.149459839,113.576034546,6155,106.96
97.0099334717,96.2630691528,96.6579208374,94.1181564331,97.972984314,102.011665344,97.958656311,94.3317871094,96.8340606689,97.5735549927,4331,88.39
77.1879577637,78.0199279785,80.5442504883,77.3709640503,76.6153488159,77.6504821777,78.5330657959,77.506072998,76.7069015503,80.9735794067,4239,76.78
113.864212036,112.317871094,107.767608643,113.371177673,103.030082703,113.123573303,109.122413635,110.549163818,109.503051758,112.032691956,1031,104.73
113.688560486,113.711372375,114.208175659,113.645599365,113.480873108,115.053451538,113.314559937,113.907699585,113.398170471,113.886901855,5735,108.28
101.713172913,92.8457870483,95.4983673096,95.6863555908,95.1324234009,94.3715744019,96.2618789673,92.7970657349,94.1848144531,97.2425079346,2869,87.0
91.6628875732,92.2426147461,91.5361785889,92.2248458862,91.8441314697,92.0204849243,91.5133361816,92.4205245972,91.7355957031,92.0334854126,692,87.27
96.1347732544,92.8644943237,92.3076553345,96.8364486694,96.9199447632,98.5742874146,94.9985656738,92.6652755737,92.3662948608,96.688079834,6268,94.62
91.7005386353,92.8544845581,94.221786499,92.6247940063,92.6960067749,95.677734375,91.8350143433,89.6905441284,91.6580505371,91.8318252563,4442,94.24
113.747467041,112.609275818,113.095977783,113.722091675,113.119163513,113.359672546,115.504653931,114.246185303,113.938163757,108.231918335,6744,109.6
113.901542664,113.164794922,113.650871277,113.362915039,114.275009155,113.111549377,113.46181488,113.021499634,113.216941833,113.585403442,2904,109.7
113.723731995,113.264678955,115.893493652,113.361175537,113.471092224,114.898361206,115.356063843,115.699043274,113.969306946,114.275894165,1390,110.49
102.844451904,91.4906539917,103.906044006,93.9212493896,92.0727157593,95.5381088257,104.709571838,92.4014892578,113.38634491,96.9125747681,6988,89.98
107.426483154,95.1843719482,92.9734725952,92.322593689,96.227180481,97.5735931396,94.1295547485,91.8666687012,97.7937927246,99.3716659546,4790,92.02
113.960456848,113.575134277,112.862220764,111.525756836,113.799957275,114.598770142,113.33026886,109.816093445,113.919448853,113.902534485,333,109.69
105.747413635,104.798774719,102.814056396,102.74596405,104.116844177,103.473236084,104.065574646,103.23449707,103.406051636,105.151695251,1369,105.31
92.5752792358,91.798034668,92.3869094849,92.2072677612,92.3700637817,95.3596725464,91.7332839966,96.7562713623,94.3500366211,92.2241516113,2965,88.93
113.996147156,114.443939209,113.268417358,113.723464966,113.779884338,113.12386322,113.822166443,115.617271423,114.022636414,112.769355774,5506,120.81
113.895385742,114.312088013,114.17440033,114.05116272,113.447547913,113.111976624,113.810592651,106.608436584,109.089782715,113.823387146,6653,111.21
94.8062973022,92.8150253296,92.4903106689,92.3779983521,92.1206359863,94.547164917,92.0513305664,92.3819656372,92.0899200439,92.4269790649,4704,90.14
77.7855529785,77.9141235352,80.5068435669,77.2158050537,77.0709838867,80.6761398315,78.2858505249,77.5411911011,77.2195129395,77.5348815918,6980,74.87
102.753639221,100.929389954,102.514122009,102.281616211,102.305915833,103.100479126,100.69052887,102.744110107,101.92363739,103.353927612,2571,111.03
92.9521942139,92.4550247192,92.4583969116,91.9809417725,92.1516189575,91.5665817261,98.5110626221,92.3298797607,94.6244049072,91.6319046021,6830,86.61
113.391021729,113.714141846,110.160797119,112.544166565,113.779045105,113.988494873,109.125404358,113.928726196,113.359107971,111.267990112,7985,106.36
103.009384155,103.631164551,106.924690247,103.324714661,102.5105896,101.656921387,104.022644043,102.988174438,104.648719788,102.298118591,614,99.48
91.7604446411,92.4694290161,100.180000305,92.2646179199,93.2495346069,94.365196228,102.803291321,95.5291748047,91.7652435303,93.5148010254,6212,98.22
94.1844100952,114.243774414,96.9090423584,92.3606872559,92.8219528198,96.4695510864,96.7800292969,94.4843597412,96.8158111572,97.3730239868,6085,92.63
92.1953659058,91.8909988403,91.6984176636,96.5918807983,92.4299163818,92.1099090576,92.6275100708,91.8439941406,92.6699295044,91.5720367432,1899,91.27
103.443656921,102.868270874,105.307037354,102.895309448,102.833816528,108.089675903,104.412467957,104.18863678,103.255226135,102.699630737,7488,100.21
92.9279022217,91.9664154053,92.3146591187,92.1779174805,92.003616333,91.8593215942,92.1229171753,91.7935180664,92.2553024292,92.3316802979,985,89.79
113.722419739,113.787620544,114.100456238,113.572982788,113.593574524,110.314033508,113.296546936,114.224342346,115.088104248,112.455863953,3422,133.55
97.3763198853,100.188209534,102.713134766,102.659080505,93.7803497314,92.9353179932,91.8450775146,94.1292495728,92.9850234985,101.099281311,3738,105.64
102.551101685,109.968856812,102.384376526,103.261558533,102.420349121,102.577224731,105.307746887,102.705863953,102.075920105,103.598693848,702,102.66
102.760238647,102.46546936,102.437210083,102.064193726,101.969680786,100.188285828,102.617828369,102.735679626,101.461174011,100.761543274,7475,97.02
113.385375977,113.785217285,113.262420654,113.10042572,113.606697083,113.123733521,113.614624023,111.250442505,113.40032959,113.870704651,641,106.06
113.263725281,113.201522827,108.291160583,113.506515503,112.761146545,105.900543213,113.775245667,106.125259399,114.287467957,113.4815979,632,107.45
91.6343002319,95.0339202881,99.0179901123,92.3039398193,91.639175415,95.4383926392,92.5151672363,92.4972686768,94.4062805176,92.0971450806,5976,91.57
92.5919113159,92.4502258301,91.329750061,92.2515106201,92.7386627197,91.9374542236,93.2092208862,92.006477356,92.4332427979,91.1446914673,7278,88.34
113.992622375,113.643035889,114.146324158,113.712516785,114.291633606,113.369621277,113.315841675,113.505577087,113.96648407,113.819732666,1229,112.71
113.702613831,113.252807617,114.169036865,114.099128723,113.337303162,113.384277344,113.30569458,113.687088013,113.393409729,113.726478577,836,154.87
102.770843506,96.0847625732,106.066329956,100.119400024,96.8576431274,102.74836731,97.1416015625,101.752578735,102.222709656,102.755493164,5682,128.93
95.4514083862,95.3163223267,99.1186447144,100.252365112,104.600814819,102.718147278,93.5085754395,100.343917847,95.0949630737,104.405189514,3035,105.53
108.57170105,99.4141616821,109.846366882,102.886688232,96.9485015869,112.901954651,113.178070068,113.124900818,113.379112244,112.725730896,1139,104.52
91.5708007812,92.4247207642,92.3740921021,93.1201248169,92.4033889771,93.1828842163,91.4066009521,92.3828125,92.0856323242,91.2929840088,7305,91.49
103.297546387,102.681175232,104.081924438,103.007492065,103.406242371,111.849235535,102.664459229,104.894271851,103.021324158,102.920379639,5047,98.79
113.99559021,113.788482666,114.207275391,113.565681458,114.272674561,113.122467041,115.463630676,113.066055298,113.958450317,113.583442688,7646,120.9
93.0540237427,92.6505126953,99.7011642456,97.2197952271,96.8594436646,94.9337081909,95.4578552246,92.1846389771,93.5585861206,96.9522781372,2239,87.53
93.1639785767,92.3284378052,91.3116226196,92.6307296753,92.8590774536,94.3809127808,96.6996917725,92.1961593628,95.4061813354,93.7374725342,2191,103.41
91.9218139648,92.7977142334,89.7019195557,92.145149231,91.9250030518,92.2363739014,91.0115661621,92.2271575928,92.5377197266,91.7130279541,568,88.45
94.8570251465,91.8300018311,111.248710632,92.448348999,92.3033905029,96.5866928101,92.135055542,93.0325546265,97.8613128662,92.7063980103,4264,83.49
113.753829956,114.419372559,114.241882324,113.726097107,113.783401489,113.107337952,113.813835144,113.994949341,113.393882751,113.58506012,3050,125.26
91.6994400024,92.9947738647,95.0387573242,93.5007247925,92.3630371094,92.5152511597,91.2761535645,92.7386703491,92.5122756958,92.1649169922,2810,90.0
113.724143982,111.287841797,113.646972656,113.466796875,114.297767639,113.615509033,113.250534058,114.749908447,113.950828552,112.766647339,4233,107.42
113.35269928,113.783370972,113.275970459,112.796958923,113.328239441,114.628921509,109.249641418,114.19770813,105.251098633,112.716499329,3822,104.91
97.9201202393,92.5350646973,92.4627914429,94.0575714111,96.2784194946,96.1094589233,93.2617645264,93.6113815308,95.924911499,92.4329910278,2796,94.84
113.47429657,113.264556885,113.652320862,113.644386292,113.483146667,113.124526978,113.464546204,114.18183136,113.411216736,113.585105896,1600,109.19
92.9786453247,91.299949646,92.2994613647,91.9222488403,92.3169021606,92.9267959595,91.6940307617,91.8876953125,92.0586700439,92.0046615601,1991,114.53
111.586334229,113.007194519,115.870880127,113.508491516,114.296478271,113.383590698,114.397087097,108.579338074,113.400802612,112.766967773,931,107.35
91.5980072021,91.9315872192,91.8214492798,93.6127624512,93.6543426514,92.3967895508,91.3755111694,92.6793746948,91.050201416,86.7871932983,3087,94.08
113.727722168,113.261688232,115.869697571,109.418907166,113.306312561,114.411621094,113.630752563,113.960037231,113.389900208,108.222724915,2272,116.3
95.8413391113,93.9923553467,91.3267822266,97.5554199219,92.3958816528,97.2315063477,93.5184326172,96.3915023804,92.1400146484,96.2590408325,1986,90.04
113.720024109,113.259246826,113.625411987,113.36882019,113.340438843,113.0909729,113.311439514,111.902748108,113.399291992,114.248641968,5303,117.83
92.3246994019,92.6863861084,91.942024231,92.4729003906,95.3395080566,98.5585784912,97.4169082642,92.6002883911,96.1415634155,92.2068862915,1555,96.51
95.3684463501,93.2753677368,95.714302063,93.1747970581,95.9593505859,92.1663970947,97.4256134033,92.4150314331,96.6278457642,93.0241317749,417,91.02
94.3100585938,93.9172515869,91.9087677002,92.3651123047,91.9277877808,94.823600769,94.8321456909,96.0939102173,99.9382019043,92.6416702271,3455,92.45
93.1665267944,92.4251861572,95.8748245239,92.2473602295,92.3943481445,92.4876556396,91.9070968628,92.2652359009,91.7012710571,92.304977417,2772,87.24
95.2466506958,92.3894348145,92.0202484131,92.223991394,92.1563568115,96.8143768311,92.4225387573,91.7987747192,91.6913223267,92.34765625,8212,90.11
92.9183654785,91.3801574707,91.542755127,92.2504501343,93.600151062,91.2784805298,92.9769439697,92.1499633789,91.7220535278,94.6885375977,5187,91.99
104.096412659,105.570617676,102.975975037,104.679473877,103.533470154,113.385002136,103.986190796,107.507293701,103.219810486,109.08694458,4918,97.99
92.9045028687,91.3598480225,91.9344100952,92.2306900024,92.1586685181,91.9538269043,92.5050048828,91.9127044678,92.1193389893,92.1620864868,6769,89.88
92.9664993286,94.5819702148,92.2952880859,92.5620117188,91.8667526245,91.765296936,98.5911331177,93.9633407593,95.6533126831,95.5338516235,1194,88.3
97.0677490234,101.953681946,97.9325408936,96.9874343872,105.156272888,96.2103652954,99.7579193115,97.6251220703,96.5237960815,102.124252319,5843,89.43
91.644203186,91.3473434448,91.4797973633,92.2347717285,91.531867981,92.217666626,91.2967758179,92.2652664185,91.4224853516,91.03565979,8415,87.48
76.9442749023,77.8431015015,76.7423934937,77.4577560425,77.8674697876,80.6668930054,76.1889801025,77.4995193481,77.1744842529,80.3979797363,6812,75.85
102.757804871,98.5466079712,102.486579895,105.527915955,102.282653809,103.458786011,101.984672546,99.428817749,100.743095398,102.371200562,7675,108.4
76.9765167236,77.53099823,76.7693939209,77.2485733032,76.6113128662,77.7353591919,78.4677047729,77.016998291,77.1465530396,77.5296325684,4696,80.29
113.527191162,114.440589905,114.198875427,113.611907959,113.651046753,113.046653748,113.452980042,114.198600769,113.400627136,114.109367371,4124,109.29
101.279891968,92.8857345581,97.5792922974,98.669418335,97.1115341187,95.9393997192,95.8910522461,95.8094177246,95.8282623291,98.3059082031,3788,87.73
92.2138595581,95.9500274658,92.1032562256,91.96509552,96.7835540771,100.384483337,96.0952301025,101.896659851,98.5546646118,94.5227203369,444,87.66
102.436843872,93.2169189453,91.7665557861,96.0962371826,92.5274734497,93.3753356934,92.2449035645,96.6709823608,98.1974411011,98.7504577637,3596,89.28
92.2488555908,92.6750259399,94.3596725464,95.3788528442,93.1893386841,95.020362854,91.5724487305,93.7618484497,92.134513855,92.3017120361,6572,90.7
92.2580871582,92.6985931396,93.0376434326,92.2749252319,94.5131378174,91.748298645,94.6426620483,92.1666717529,92.0483169556,92.349281311,8107,87.94
113.489013672,113.620353699,114.230613708,113.648117065,113.716651917,113.116744995,113.813079834,112.965637207,113.398399353,112.769111633,5035,111.64
113.739593506,113.67565918,114.227142334,113.480773926,111.49961853,114.636871338,113.313049316,114.05696106,113.409919739,113.82233429,3218,111.64
113.518127441,113.631958008,114.226577759,113.530174255,114.298225403,113.118995667,113.817108154,113.989364624,113.883110046,113.848625183,1520,121.23
