keras_MSE3_sqr_relu1,keras_MSE3_sqr_relu2,keras_MSE3_sqr_relu3,keras_MSE3_sqr_relu4,keras_MSE3_sqr_relu5,keras_MSE3_sqr_relu6,keras_MSE3_sqr_relu7,keras_MSE3_sqr_relu8,keras_MSE3_sqr_relu9,keras_MSE3_sqr_relu10,keras_MSE3_sqr_relu11,keras_MSE3_sqr_relu12,keras_MSE3_sqr_relu13,keras_MSE3_sqr_relu14,keras_MSE3_sqr_relu15,keras_MSE3_sqr_relu16,keras_MSE3_sqr_relu17,keras_MSE3_sqr_relu18,keras_MSE3_sqr_relu19,keras_MSE3_sqr_relu21,keras_MSE3_sqr_relu22,keras_MSE3_sqr_relu23,keras_MSE3_sqr_relu24,keras_MSE3_sqr_relu25,keras_MSE3_sqr_relu26,keras_MSE3_sqr_relu27,keras_MSE3_sqr_relu28,keras_MSE3_sqr_relu29,keras_MSE3_sqr_relu30,keras_MSE3_sqr_relu31,keras_MSE3_sqr_relu32,keras_MSE3_sqr_relu33,keras_MSE3_sqr_relu34,keras_MSE3_sqr_relu35,keras_MSE3_sqr_relu36,keras_MSE3_sqr_relu37,keras_MSE3_sqr_relu38,keras_MSE3_sqr_relu39,ID,y
94.1311645508,104.757225037,98.9101486206,99.0517501831,97.6831436157,98.5743942261,103.666137695,104.892990112,107.472640991,97.859588623,97.7778167725,101.742332458,108.363388062,96.8312911987,107.134132385,108.283706665,101.726791382,93.9902114868,108.910926819,106.14907074,101.614143372,96.0230712891,95.812210083,94.2768936157,97.3008575439,103.850608826,95.1691818237,102.968444824,100.416290283,98.4773101807,104.401702881,108.962249756,98.8863830566,101.961753845,97.0900421143,98.8563842773,102.260284424,102.989509583,3920,99.58
105.851325989,96.013053894,97.4198532104,94.1973190308,94.8857803345,93.8947982788,99.5859985352,97.3923873901,89.8278656006,92.3556137085,94.5955581665,91.6235580444,90.9321746826,84.3968200684,98.8893585205,92.4024353027,84.3834533691,101.758010864,94.7450256348,94.3454666138,97.2518844604,88.6460876465,99.5342712402,96.7408447266,96.2020721436,91.7943267822,87.7192764282,87.5746917725,92.5502700806,100.974746704,93.2901535034,93.3546066284,94.5656356812,104.665924072,94.8034210205,96.0187149048,98.1425552368,89.7763366699,3921,95.34
114.970039368,108.731063843,109.764274597,114.433044434,112.350364685,117.697265625,109.801864624,110.195251465,115.051467896,118.113945007,114.571685791,112.914093018,120.097373962,104.636016846,108.825828552,113.476387024,105.172874451,107.670326233,109.505607605,108.428665161,115.109169006,111.225646973,104.30934906,108.396133423,123.933227539,104.411369324,103.189788818,109.882225037,112.772201538,114.550987244,107.719276428,108.234512329,103.004447937,112.236488342,114.178710938,109.653335571,111.453598022,111.583511353,3922,109.49
99.6005401611,101.152938843,97.9241104126,94.8968582153,91.5545196533,90.0685653687,95.8503723145,94.9137649536,94.9271087646,88.3458633423,94.9149169922,88.4629898071,101.089492798,93.4085159302,94.6390457153,95.1196212769,97.6891326904,87.6786422729,90.4106521606,92.8896179199,88.8443832397,90.2248001099,92.7317962646,90.9363937378,95.4722747803,94.0351638794,87.5485839844,90.1084823608,94.7883758545,97.6596755981,88.7799224854,92.8499145508,98.3115005493,90.1526107788,95.3139648438,91.6980056763,90.7011871338,101.645393372,3923,95.7
97.5771331787,91.6649169922,100.730834961,94.2352294922,97.5832748413,94.8648452759,99.227645874,96.1670227051,92.5677566528,89.2908859253,90.3776779175,90.1661071777,95.1727371216,86.09009552,93.0128479004,96.3330383301,85.6024627686,96.5685195923,92.1074829102,90.5604629517,96.1817398071,90.5601654053,103.618484497,97.6164932251,92.9725112915,91.190284729,95.0320053101,88.2778930664,92.6686782837,90.2165756226,102.174476624,94.589302063,93.6870269775,94.1349411011,91.1664047241,105.256744385,92.8167648315,90.1833343506,3926,92.38
101.021057129,100.937591553,107.21333313,101.854721069,110.020446777,113.776947021,99.0125961304,106.364456177,90.7788925171,106.887207031,105.691490173,103.95552063,112.370704651,98.8917922974,96.4300308228,104.541137695,95.8129730225,101.824386597,99.9267349243,104.768669128,99.3720779419,93.4304962158,98.5047607422,101.587463379,110.930427551,101.946289062,92.0933303833,101.122207642,105.257133484,110.114135742,103.509925842,98.8986968994,102.36177063,103.970359802,100.077964783,103.128257751,103.062767029,102.078079224,3927,102.78
96.0284118652,99.4270553589,89.7934875488,90.008895874,88.9681167603,87.8459243774,90.1496963501,97.1438903809,94.4515075684,91.2939147949,86.5731811523,89.4957122803,98.1189041138,86.6525650024,89.2722930908,100.021934509,89.0250473022,85.2443618774,87.429107666,96.0403747559,95.7745742798,90.4152526855,86.6145172119,93.600151062,93.1217956543,88.3003005981,90.0336685181,88.0473175049,93.889213562,92.9853057861,92.4541625977,98.1362991333,91.3640518188,87.9370498657,89.497467041,88.2303085327,89.6490783691,97.7555618286,3930,87.72
107.45993042,105.139129639,107.45400238,104.50958252,104.891563416,102.033180237,106.408996582,108.459289551,102.235328674,99.0929641724,96.6421356201,102.767990112,110.138534546,103.156196594,108.957374573,108.97743988,97.7854537964,104.036087036,104.206054688,107.906433105,102.333732605,103.670562744,101.854049683,113.667358398,103.207962036,105.110107422,105.73008728,99.87159729,103.170646667,103.865814209,100.45350647,103.626228333,107.77633667,101.222068787,101.210922241,108.846664429,108.115821838,109.622879028,3931,100.85
96.4530181885,90.4629058838,96.8425292969,91.8433990479,95.7366867065,92.4762268066,91.5988388062,104.542907715,91.4088363647,92.024520874,92.5048599243,95.0300140381,100.931343079,92.1243209839,99.7075881958,92.6378555298,89.1206893921,95.4415435791,93.9292526245,96.5793304443,95.9938583374,93.691734314,92.9063644409,95.2189025879,92.5393371582,93.3192977905,92.4202575684,101.544425964,95.6471481323,95.5841445923,94.6867752075,92.6926040649,94.6643753052,92.334274292,93.7852706909,91.1282577515,92.3385314941,100.688262939,3940,88.83
89.9529190063,97.7899246216,94.4447555542,89.1512298584,91.9840698242,90.8934707642,97.6678695679,100.409370422,96.6816864014,87.2126922607,96.2065811157,86.1562271118,92.5106582642,88.4613723755,94.599319458,91.3808059692,95.7736816406,87.1207733154,93.8801040649,97.2038345337,90.7128677368,90.485786438,93.2163696289,92.7515258789,93.6393432617,93.8661880493,96.6310348511,89.9594116211,95.3213348389,91.915397644,87.069984436,99.0177536011,94.0223693848,89.8113632202,86.9844512939,90.6449737549,95.8905792236,99.1135482788,3941,89.69
111.380935669,105.407905579,116.33265686,120.215606689,120.739494324,117.205482483,112.245262146,114.371269226,113.350471497,110.765441895,110.057106018,112.490997314,112.445304871,111.450553894,119.24835968,111.461585999,113.18056488,113.607620239,114.825759888,114.575057983,108.31401825,111.623046875,123.852615356,115.372444153,120.751586914,119.565307617,112.718193054,108.539138794,114.862998962,110.295806885,108.195220947,114.719604492,115.08656311,115.22668457,112.237319946,113.718467712,114.017738342,112.027267456,3942,108.99
88.197593689,91.9778137207,94.5550994873,97.1168823242,99.4754638672,96.4830474854,82.515083313,98.2941970825,90.9775924683,92.7379684448,94.6822814941,97.2362747192,88.3599243164,89.699546814,100.657203674,91.4507598877,95.2833862305,90.8211669922,95.8040161133,90.9674072266,97.5143432617,92.8715667725,93.1052856445,92.5487442017,93.8723220825,83.2546463013,90.0319366455,100.508995056,93.2092971802,102.371398926,88.714302063,89.2012481689,90.5704803467,100.975997925,87.4445877075,91.4790039062,99.1668548584,95.5356826782,3954,90.39
117.444725037,106.101539612,108.29057312,108.351242065,100.328788757,104.957817078,120.476570129,108.777786255,106.481369019,106.946922302,112.931564331,112.657691956,117.323852539,111.295860291,108.733543396,117.596221924,106.548377991,102.962585449,109.891227722,110.229476929,102.309532166,105.26058197,107.549064636,109.455314636,109.344177246,109.169235229,99.553894043,105.215324402,115.285926819,105.393920898,103.201293945,108.923805237,111.991737366,108.963386536,99.8433151245,104.180587769,109.108634949,109.924278259,3955,103.85
100.036911011,91.6095733643,90.8696899414,88.7041549683,86.217010498,90.2743759155,95.8655548096,93.7204055786,88.6240005493,93.0228118896,89.0405807495,83.2295455933,90.3977890015,91.1119995117,95.5130004883,91.4759368896,84.8875274658,90.5361175537,90.983505249,90.3223114014,95.3614730835,85.9301528931,98.0084228516,88.9141693115,90.7344436646,88.2703018188,88.2695465088,86.3319015503,87.6687316895,86.3885879517,91.2438964844,87.4324417114,96.7009429932,93.9498291016,86.4348297119,93.9699401855,98.691444397,83.0789642334,3956,90.49
94.1795272827,97.4655303955,89.2719116211,92.1305999756,87.2172393799,95.8626785278,101.891159058,95.6836700439,91.4474258423,95.2330169678,96.9617004395,95.9711151123,96.0619888306,89.8810958862,103.965675354,99.6126327515,93.3806838989,93.620223999,89.4382324219,92.0277786255,105.749755859,91.0325469971,90.6462249756,93.6412506104,104.933822632,94.7229690552,98.3093261719,91.2171478271,91.6338577271,99.7898254395,92.9561233521,94.9237670898,95.2199478149,95.1421279907,91.3499069214,92.1448287964,107.009262085,96.503692627,3957,103.03
99.9637069702,105.305686951,106.671173096,107.616645813,102.608787537,99.883644104,108.567276001,108.966773987,108.568687439,102.01751709,102.651893616,111.886863708,107.760025024,98.1625518799,108.415100098,106.032569885,106.058357239,100.947189331,105.884414673,105.275100708,106.615013123,97.9119186401,103.234451294,106.163764954,102.601097107,111.381515503,98.1551208496,100.208961487,106.654624939,100.276184082,103.322128296,107.304344177,96.5958480835,99.4145584106,99.5584411621,97.6864013672,101.101379395,106.936782837,3958,98.97
100.306251526,92.2305679321,104.702186584,95.8525390625,98.9216308594,96.7320251465,96.6934432983,96.000793457,90.8953475952,98.8401489258,90.2322769165,95.9514770508,97.8374786377,89.9823684692,96.800567627,98.314994812,86.8235397339,98.4192886353,101.090606689,99.0588912964,101.650604248,91.471321106,108.007659912,98.8609313965,86.8762435913,98.5681304932,89.4775619507,86.5826721191,98.9316101074,89.3870315552,91.5582809448,99.2736663818,97.4283981323,91.677444458,97.0846481323,104.90322876,105.157356262,95.3686218262,3959,91.13
99.7448272705,99.502822876,107.074920654,96.4781951904,108.864631653,98.9813156128,94.2086639404,94.4701156616,105.045982361,103.759140015,98.2574920654,107.387672424,112.191436768,104.673927307,99.0230102539,105.402366638,96.7427597046,102.089660645,98.5592269897,103.558830261,104.959144592,102.134277344,99.246383667,105.607757568,102.6563797,97.6416931152,104.999031067,112.15802002,101.15032959,108.610313416,98.5344238281,104.966217041,98.4550323486,111.397102356,99.3466415405,104.011421204,104.605422974,106.824943542,3960,100.4
110.191848755,113.652999878,107.029884338,118.144683838,106.999633789,108.42767334,106.298667908,123.683990479,120.085189819,116.304664612,107.816581726,113.912834167,114.918037415,104.575424194,113.576171875,118.852882385,119.16318512,114.281455994,104.617538452,118.295310974,115.886810303,110.102867126,110.419555664,116.235183716,116.825737,104.449867249,115.277999878,110.500198364,119.090118408,109.269058228,105.768508911,114.983535767,104.431526184,105.344116211,104.007141113,112.380874634,110.091003418,125.909851074,3963,115.39
90.4714660645,87.2566757202,93.0105819702,92.6638717651,96.3749923706,92.5864181519,95.7673110962,100.995948792,96.8097229004,88.4551315308,90.3982772827,95.9010620117,94.7724685669,94.1147155762,92.7064361572,91.7560958862,84.641242981,93.4288330078,89.1646652222,87.8500366211,101.593826294,89.3530654907,97.1818161011,99.134552002,93.3859558105,89.0078811646,94.0433197021,86.7551651001,93.0044174194,91.6043014526,92.7328262329,92.8267211914,89.2855529785,84.8277206421,91.6458358765,92.1664733887,93.6982498169,90.9079437256,3964,88.92
104.701461792,111.836151123,108.43535614,110.993774414,120.222717285,109.942893982,111.164871216,112.37096405,120.95741272,109.520240784,110.743904114,112.633239746,103.20375824,110.60849762,118.292221069,116.213104248,112.393409729,112.627693176,104.018379211,107.646400452,120.392463684,99.9074935913,105.690101624,109.414756775,107.361862183,105.533424377,111.301376343,108.064102173,109.549583435,111.922012329,104.107810974,108.037315369,102.205886841,116.396072388,113.945755005,113.303649902,119.989517212,107.315567017,3965,109.05
77.1120300293,82.9571228027,77.9944534302,80.2329559326,78.4787597656,74.0484619141,74.4693832397,85.5280990601,80.3517684937,79.0800628662,77.1853408813,73.0193557739,78.7176742554,71.084815979,83.7339935303,77.2651062012,69.7547454834,73.8110275269,76.2080154419,75.2130279541,80.177986145,72.88256073,79.0989990234,75.1755523682,76.8338928223,78.9967422485,80.8954925537,79.7752456665,76.045173645,87.4577865601,73.4413452148,70.626914978,76.211479187,75.0309295654,85.6942214966,77.1440505981,76.7492141724,82.539390564,3972,77.64
107.252464294,101.939529419,95.2005004883,105.822929382,100.188613892,99.4133834839,100.130752563,97.2891693115,90.3278427124,94.8107376099,95.3611526489,93.3806304932,93.5609970093,97.2504959106,98.7067947388,102.692695618,89.537109375,94.238822937,99.4161224365,92.5474090576,96.4145050049,94.0931777954,95.0416717529,91.4354400635,96.042678833,96.2944030762,107.14692688,92.3204421997,104.941886902,91.1017456055,93.5130157471,89.640663147,91.0880203247,98.0820999146,91.4499435425,91.9091415405,104.359260559,91.0234832764,3976,94.35
116.254226685,121.095794678,112.77305603,108.619255066,118.852050781,110.533988953,120.818771362,117.15586853,114.549491882,115.252151489,117.244514465,115.420944214,115.166618347,109.648704529,118.16002655,120.105545044,112.710151672,115.434402466,109.293479919,116.159667969,120.512184143,116.402099609,113.253829956,111.627296448,115.659133911,110.768989563,109.313446045,129.65814209,113.042892456,119.026473999,111.721282959,113.243461609,114.55582428,124.03024292,120.787033081,113.048934937,117.645492554,121.954193115,3978,110.94
95.4273986816,98.4729766846,100.833221436,92.1016387939,96.6298370361,94.8355484009,101.59286499,93.9054641724,94.3418197632,91.9156723022,87.8311233521,89.1509933472,96.7589492798,92.9753036499,91.4322128296,92.2875137329,95.7813720703,90.6669082642,90.6032485962,94.8805618286,90.1145858765,89.2223968506,94.1550979614,95.188293457,100.863883972,92.1142730713,89.9974594116,90.7480163574,91.448097229,92.5162353516,90.6406860352,89.6469497681,96.5805664062,92.051109314,98.5682067871,93.7559585571,91.5487594604,97.7702941895,3980,92.1
90.6070785522,90.1014633179,97.7757568359,92.124710083,105.874382019,93.2696304321,97.7145462036,93.4482879639,90.3778076172,87.4668273926,95.3505401611,92.0022201538,90.5607681274,86.4055862427,97.4744720459,89.421081543,81.2382354736,95.273651123,91.6375961304,95.7909088135,97.8415527344,88.4025268555,103.316619873,91.5231704712,86.3832015991,89.1259231567,86.7613143921,83.4396743774,91.658744812,90.2299575806,87.6918640137,93.5536117554,94.1118469238,84.5188751221,91.7640686035,98.3515777588,95.8966522217,88.8771438599,3981,110.07
106.929214478,112.785247803,106.512985229,104.228736877,119.063056946,109.645507812,106.270820618,113.651596069,115.223594666,105.424003601,111.536972046,111.670890808,101.351333618,111.709632874,114.975563049,113.11063385,110.029968262,107.704574585,107.906890869,114.33769989,110.797477722,108.112426758,106.197769165,112.262863159,109.568069458,106.668373108,106.304168701,111.807731628,110.934844971,109.281303406,100.064422607,111.4557724,109.903121948,111.278923035,112.827827454,110.62978363,117.916122437,112.154060364,3982,109.63
87.8837432861,98.8835601807,89.4476013184,101.88735199,93.328918457,91.3095703125,99.8157196045,101.368438721,91.0748062134,90.5782852173,82.7402954102,94.5712203979,95.6162414551,85.6100158691,100.740005493,94.3617324829,94.0081253052,83.7187042236,93.5882492065,98.6939086914,95.3542480469,88.7864456177,91.1088638306,91.2292098999,91.3632125854,89.9218978882,93.0902633667,93.1484069824,92.4345779419,94.1136398315,96.265296936,93.2581939697,90.008026123,90.6002120972,93.7097702026,90.6841812134,90.9361953735,98.4506454468,3983,88.28
80.9279708862,74.583656311,79.9050216675,74.58618927,74.4609222412,81.806022644,83.5069580078,79.1212387085,81.1324539185,69.9397506714,76.4486694336,77.0287857056,72.0929031372,73.6318130493,82.0583953857,80.9540863037,74.8822784424,78.5861053467,80.8086929321,77.9644393921,80.4910202026,74.8734664917,74.1400756836,80.2416992188,70.2947311401,77.0711288452,79.6695022583,76.0532226562,77.8677825928,77.0666275024,81.1166000366,75.7956695557,77.1113586426,79.1510620117,78.7769851685,75.6149749756,74.0191497803,73.3501815796,3984,81.07
100.943778992,86.827255249,97.2706222534,94.3187942505,100.500579834,102.551200867,92.2758789062,100.317100525,98.8647613525,93.2893066406,93.6273345947,91.3751907349,104.661476135,91.1167297363,99.6679229736,96.6590118408,89.8406524658,98.2057495117,92.815788269,97.633682251,96.693107605,101.058235168,93.3060379028,97.2285614014,95.1194915771,94.9344100952,93.0027618408,102.517364502,93.9313201904,95.6691589355,94.024307251,94.5745391846,92.6349716187,95.3000335693,93.506980896,97.0850219727,98.3035736084,96.8339385986,3987,90.44
95.3749389648,101.583465576,101.272888184,99.0276794434,95.7306365967,92.7361297607,94.7247543335,98.3903198242,99.9468688965,97.115524292,89.2475280762,88.9189147949,95.6173400879,99.2307815552,92.0336151123,98.7804641724,88.9614181519,91.1113052368,91.9969329834,98.7419815063,94.471786499,91.5011138916,98.0962142944,97.3908615112,99.0255203247,94.3848419189,94.8804702759,91.3289031982,98.7030792236,93.8370132446,85.6617889404,92.1407852173,93.9095993042,88.0178070068,97.8714065552,91.9883728027,93.8736724854,98.2718429565,3989,89.65
116.259185791,112.863716125,121.715538025,118.698791504,126.6304245,120.277282715,113.699005127,117.768104553,112.199836731,110.068267822,110.793869019,119.54927063,120.480278015,117.810600281,119.530044556,114.929016113,112.970016479,116.581794739,114.460731506,115.042572021,109.253883362,117.679115295,119.260314941,115.863670349,113.502174377,118.229743958,112.458106995,117.446601868,112.032112122,111.433120728,110.568283081,114.665023804,115.362327576,126.73538208,117.443084717,113.253753662,127.3516922,122.988487244,3990,114.65
87.5107879639,83.3272857666,94.0441589355,91.6487197876,96.1228485107,86.9955368042,86.1362762451,102.376121521,95.0335083008,94.3022537231,95.2345809937,101.351547241,90.6861953735,92.3335647583,98.9839401245,90.1735305786,91.5650558472,89.7483291626,90.1350326538,88.2418060303,95.3542251587,87.2551498413,85.2990264893,88.9171142578,91.7325134277,85.0777740479,88.182800293,100.231880188,92.1474990845,95.0650863647,84.5319900513,90.4780731201,88.9357681274,95.1090164185,95.5330734253,93.7675552368,95.2824783325,92.7976150513,3996,88.12
117.590866089,108.142555237,104.762557983,114.769515991,113.376281738,108.415458679,114.419715881,110.645851135,116.563117981,114.565071106,111.833946228,113.522193909,113.05116272,114.954147339,110.565452576,110.058982849,111.034614563,100.232376099,109.835105896,109.69708252,104.408172607,108.59186554,107.390029907,114.028572083,110.617042542,113.004302979,105.172874451,104.429267883,115.734077454,109.715446472,103.025238037,121.651298523,111.222648621,108.492286682,100.425163269,107.056541443,112.97492218,111.329711914,3997,106.91
108.655693054,107.148391724,104.488761902,103.275718689,109.213615417,104.29284668,110.698104858,105.475479126,102.738471985,107.176902771,103.546386719,104.72265625,106.935874939,100.648574829,108.107254028,103.685264587,97.0605926514,103.682975769,100.158218384,112.646499634,103.935958862,104.38180542,108.355209351,104.354316711,110.131652832,106.627540588,95.1385574341,91.6558609009,106.763046265,99.9262771606,101.6068573,106.421234131,109.285606384,101.860649109,103.363502502,113.595993042,109.231796265,97.1830368042,3998,100.11
113.404640198,115.652076721,111.235443115,111.933998108,114.069862366,116.263259888,102.914321899,113.989875793,113.75969696,121.600189209,116.448265076,116.714767456,123.828804016,112.685348511,118.160110474,114.463752747,109.743797302,115.683609009,108.228637695,109.294822693,113.677726746,116.574920654,103.651397705,112.998786926,115.671707153,106.344017029,109.643814087,112.057167053,109.595367432,117.802192688,111.57244873,107.377868652,107.074836731,108.766647339,118.187690735,114.194343567,112.611679077,112.929656982,3999,108.88
93.8971099854,97.0518188477,96.1269378662,91.2498321533,91.0575332642,94.6244430542,100.64112854,91.798034668,96.4793548584,88.4052352905,88.9825973511,86.8816146851,94.4916610718,91.9490966797,98.4692840576,93.8352737427,95.0379562378,92.3113327026,87.9053421021,94.5984115601,89.2012252808,87.9112472534,94.7978286743,90.8980026245,94.958404541,91.3368530273,91.7685623169,89.9734115601,93.1833343506,95.3989334106,90.8397827148,88.8811721802,92.2430114746,89.6419830322,95.1871185303,91.8001327515,91.6887664795,96.8720397949,4000,93.55
110.93762207,115.352348328,120.522277832,115.239990234,110.171150208,113.129722595,114.767250061,115.968673706,105.312072754,115.5102005,113.135116577,117.826339722,110.150230408,103.439743042,116.385658264,115.510772705,103.366798401,108.89630127,113.741004944,113.452049255,110.32964325,106.063186646,119.018859863,111.133460999,105.113433838,114.883872986,104.785675049,103.332946777,114.501914978,103.86139679,105.652549744,115.068840027,113.936164856,110.754959106,115.491317749,113.864997864,118.374176025,106.194015503,4001,116.23
91.5400314331,91.8298568726,96.8125,93.3409118652,94.9911956787,97.4550628662,90.8674697876,95.8570404053,91.0484313965,94.8223114014,96.2357330322,90.0017318726,99.143157959,89.5569152832,93.160484314,96.6750640869,86.6550521851,98.172164917,92.4294586182,94.0283813477,97.0860214233,98.7407150269,92.6062088013,93.8738555908,92.2747955322,92.2679595947,87.8423156738,97.0148620605,96.4800338745,97.8470458984,95.1256103516,92.1150054932,90.7334518433,94.2515258789,88.7459030151,83.5490341187,93.1005020142,97.2059936523,4002,85.75
116.998275757,112.87197876,107.463768005,117.32183075,113.561393738,108.38344574,112.538116455,112.692680359,111.674194336,114.911148071,108.634719849,109.766395569,112.192886353,112.283332825,108.704566956,115.914962769,112.142166138,101.176689148,110.714096069,112.109489441,105.780982971,109.498405457,110.892684937,116.33769989,110.072647095,113.655464172,103.031227112,105.508605957,109.408729553,110.489974976,103.545806885,118.734954834,114.490386963,108.773590088,100.070510864,118.451507568,111.552368164,114.216743469,4003,111.07
91.9472122192,96.9109649658,100.363929749,103.381752014,90.8839797974,102.192749023,97.0219421387,97.5065994263,95.7153701782,90.3112716675,99.0514678955,83.6115875244,88.2869491577,85.3309860229,96.6134338379,95.9286499023,89.9301223755,89.8101196289,95.4259872437,95.7443389893,92.7452774048,90.5321121216,100.342643738,94.7321777344,98.8816070557,91.5426025391,92.9147109985,90.0735626221,94.7259979248,89.1188659668,88.2883834839,96.1889801025,100.131538391,94.6047973633,91.328338623,97.559135437,99.5741271973,86.0464553833,4004,95.33
103.434913635,106.518379211,110.096824646,104.890800476,117.513336182,114.051612854,105.768707275,108.48928833,105.473617554,119.351631165,112.430030823,108.978637695,117.737861633,107.057823181,101.802619934,109.997200012,100.810142517,109.667503357,109.257232666,108.26486969,111.605010986,102.727005005,104.00894928,104.536865234,110.710762024,104.573898315,105.610916138,108.740783691,110.867294312,113.275146484,109.03314209,105.101486206,103.85774231,105.631599426,116.12865448,104.869979858,111.229408264,110.459846497,4006,114.29
93.5477523804,95.1748580933,99.2331542969,90.0651092529,85.1033096313,91.1505813599,96.9872817993,103.331588745,93.5025024414,90.2223892212,98.2353744507,90.2579879761,98.2548446655,98.1049423218,91.4858016968,93.1146316528,99.7674407959,85.8482894897,92.9425506592,98.3283081055,85.8699035645,93.7525939941,95.8819732666,94.3727798462,98.3907012939,86.4370803833,86.481880188,96.0953216553,88.2506408691,95.4137268066,89.2900924683,92.5087127686,91.4430999756,89.6590499878,92.4566574097,92.6373596191,96.3985671997,98.8173217773,4014,91.23
92.4529342651,90.0476226807,101.738601685,98.9719085693,103.170219421,97.4577560425,99.348526001,96.7107772827,95.1965560913,98.7954940796,95.3759231567,92.5132293701,93.9830703735,88.011100769,95.0952301025,98.4676208496,85.6472625732,93.3196105957,95.5491409302,95.5305557251,96.1809005737,88.1536636353,106.957183838,94.270652771,89.2278518677,94.2401351929,90.4529266357,91.8061447144,97.0280303955,91.4901809692,92.3173065186,100.083404541,97.7509994507,87.21849823,97.7497558594,96.8079833984,99.8358459473,90.113067627,4017,89.63
89.2269515991,95.4514389038,89.6760101318,89.8044586182,89.1541442871,91.8624420166,89.5198440552,94.603515625,90.7419509888,93.0664520264,92.6354827881,93.7729873657,89.5432510376,91.1083374023,97.3321228027,94.3500442505,90.4696884155,95.0595779419,88.315032959,90.513420105,97.7705917358,83.280921936,87.6025772095,93.6780700684,93.71824646,92.5337905884,91.381187439,87.5070037842,87.9911270142,100.237838745,92.927986145,92.4745407104,92.5522155762,98.7322235107,92.4647445679,97.1214828491,107.494277954,92.7302322388,4019,90.69
102.141181946,104.980384827,108.757019043,112.451049805,104.294197083,97.2959594727,108.652359009,111.183349609,108.668716431,108.264038086,108.298118591,112.841949463,109.160461426,97.950088501,109.790138245,109.479560852,109.980735779,105.821990967,109.849578857,106.821273804,111.053367615,103.904304504,104.902481079,107.24723053,107.45526123,115.410820007,100.065124512,98.2239761353,107.171630859,98.9912261963,106.232559204,109.68535614,100.987243652,102.263954163,103.573699951,106.971069336,102.062217712,112.362556458,4020,95.35
88.1994018555,91.0556411743,100.521003723,94.9513092041,97.821937561,92.66746521,101.01436615,95.6455993652,96.12550354,92.3327407837,89.2377471924,89.2363433838,94.4609985352,89.9175567627,95.805229187,95.2625350952,84.2247543335,96.2966461182,91.2918930054,92.1816711426,97.311706543,92.2350616455,101.649642944,97.2800445557,91.2409744263,88.1198196411,100.685928345,86.3026123047,93.4414978027,87.371383667,94.9296722412,95.1974868774,98.303062439,86.6789855957,89.3059921265,96.6803894043,94.891784668,92.630897522,4021,95.21
97.3684844971,96.0399856567,105.017425537,93.8054962158,107.253295898,94.5293960571,92.8429107666,90.7691192627,100.977470398,99.2421646118,95.9235534668,102.950759888,109.161682129,100.209060669,99.4934997559,98.2195892334,92.1547851562,100.727424622,94.979133606,99.8383636475,104.499015808,97.4882583618,94.6872406006,96.7811813354,100.251220703,90.5089035034,96.7209014893,108.375144958,97.3745040894,108.405708313,97.9238510132,104.60949707,89.6836700439,107.596305847,95.3922958374,98.974105835,99.8035049438,105.634910583,4022,98.83
95.432762146,97.7013702393,87.4721603394,98.9880752563,89.8937530518,90.6854934692,89.2223968506,98.9827423096,90.5061264038,89.6292190552,91.0564041138,94.7415847778,91.9279556274,90.9065856934,94.884223938,97.9182662964,91.0276489258,96.8879394531,87.7412033081,95.2856445312,92.4278259277,88.9487380981,91.82396698,98.3697357178,96.3829345703,90.0199127197,99.8310394287,90.7940292358,91.387336731,94.8490371704,91.4587554932,90.1120681763,91.9780731201,87.9744186401,95.2681045532,94.8621368408,92.2184295654,105.339576721,4023,91.59
106.26638031,104.026031494,112.275146484,118.040740967,113.821777344,109.763519287,112.372459412,107.987503052,109.256599426,106.689590454,111.220558167,107.636703491,106.19682312,106.883575439,114.152954102,111.029808044,112.038894653,106.801109314,108.930877686,115.05770874,105.877037048,113.616096497,123.05480957,110.745368958,109.858093262,111.876289368,111.379425049,110.406684875,110.071708679,106.965942383,106.870796204,116.01676178,108.588623047,110.861053467,112.288269043,111.845443726,112.425384521,106.163116455,4024,112.53
85.2852859497,80.1779327393,95.355140686,93.5412750244,95.2417449951,95.5249633789,94.048210144,90.5834579468,91.0066299438,93.7131118774,92.7364578247,90.8840332031,97.6209945679,83.029838562,93.256980896,93.2748794556,88.409072876,93.3695907593,88.3054428101,96.9247817993,100.239555359,94.4094543457,93.3922424316,84.8760910034,89.5620422363,95.2637329102,87.0903320312,102.610313416,85.3395690918,93.9004745483,85.927482605,92.0013809204,95.5672836304,87.7305526733,87.3523254395,84.2003173828,92.4894485474,92.1234054565,4027,92.6
116.558792114,120.363067627,113.185600281,119.405059814,114.352485657,119.336540222,115.144432068,117.682525635,113.268569946,112.799751282,110.049957275,111.933731079,115.848747253,105.704040527,118.235588074,120.988883972,120.375686646,117.986785889,112.513008118,115.84148407,118.04940033,103.002922058,117.968261719,118.968299866,116.105033875,120.041778564,119.422401428,114.38483429,118.603118896,113.600952148,113.6824646,116.054191589,115.541137695,113.128219604,111.770843506,117.326271057,118.175804138,128.852905273,4030,114.63
