ID,y,x_mse_expY3_0,x_mse_expY3_1,x_mse_expY3_2,x_mse_expY3_3,x_mse_expY3_4,x_mse_expY4_0,x_mse_expY4_1,x_mse_expY4_2,x_mse_expY4_3,x_mse_expY4_4,x_mse_expY5_0,x_mse_expY5_1,x_mse_expY5_2,x_mse_expY5_3,x_mse_expY5_4,x_mse_expY6_0,x_mse_expY6_1,x_mse_expY6_2,x_mse_expY6_3,x_mse_expY6_4
4964,4197.07137628,94.345993042,94.2014007568,94.2369766235,94.3444824219,94.3314437866,93.6640548706,94.2426605225,94.0625,93.6522064209,94.1880569458,94.1384048462,94.1743927002,93.9846572876,94.3891906738,93.7197494507,93.9967498779,94.9331283569,94.4658355713,94.7176208496,93.8773880005
4198,43230.9570937,110.997154236,110.449401855,110.991134644,110.988616943,110.65763855,110.461921692,110.488624573,111.249710083,111.124061584,110.72102356,111.539115906,110.662773132,111.346679688,110.948287964,111.188117981,110.804481506,111.258743286,111.001113892,111.323425293,111.677368164
4989,3366.43879644,93.5389099121,93.4967269897,93.7774734497,93.520111084,93.8136825562,93.9843673706,93.8283157349,93.3686447144,93.3448181152,93.6408920288,93.2440338135,93.4664535522,93.9984130859,94.1915588379,93.6119689941,94.4676513672,94.5140228271,93.8935852051,94.482963562,93.4972381592
3276,5515.77357354,94.8288192749,94.0265731812,94.9125747681,94.2793884277,94.6661376953,94.9536437988,94.592338562,94.7680740356,95.305519104,93.9058151245,94.4494171143,94.7568588257,93.7726669312,94.7235336304,94.7567367554,94.9002075195,95.4574813843,93.4322662354,94.0961914062,95.352684021
7970,6492.00265347,93.7931442261,93.8729934692,94.0470581055,93.9568328857,93.8562698364,93.7812576294,93.5675888062,93.2472610474,93.9583969116,93.4958343506,93.6954574585,93.5388946533,93.3379135132,93.4863128662,93.5963821411,93.772895813,93.548248291,93.4379348755,94.1266860962,93.6855697632
2227,134611.366462,112.479988098,112.609596252,112.748901367,112.410964966,112.678939819,113.985794067,113.507240295,113.31010437,113.23625946,113.403121948,114.042304993,114.735069275,113.302574158,112.784065247,114.112960815,113.862953186,114.175834656,114.976028442,114.306091309,114.523391724
133,39326.7095174,112.426513672,111.677253723,113.630851746,113.002922058,111.532653809,113.588150024,113.630615234,117.589179993,114.783531189,113.049674988,115.878105164,113.342308044,114.186470032,115.939224243,114.20135498,110.998519897,114.207008362,114.20703125,112.974861145,115.063972473
2527,5042.17737674,93.6837005615,93.9107894897,93.1527938843,93.6836242676,93.6599655151,93.6775054932,93.6546401978,93.7957611084,93.5409317017,93.792427063,93.2157211304,93.4828948975,93.4275436401,93.5797576904,93.3749542236,93.306022644,93.4353561401,93.7012023926,94.5184631348,93.8629455566
1903,6724.11270216,94.0594940186,93.6617507935,93.5469284058,93.4875793457,93.5712356567,93.1620788574,93.820098877,93.4818496704,93.3215332031,93.5205688477,93.4812774658,93.118309021,93.448677063,93.349067688,93.3413391113,93.0574035645,93.7848052979,93.6020355225,93.3689193726,93.5125656128
8310,40613.6991779,109.226089478,109.825439453,109.132232666,109.374237061,108.913215637,108.940765381,109.15007019,108.952323914,108.915115356,109.197219849,108.871009827,109.24181366,108.985305786,108.49961853,108.885757446,108.923744202,108.901100159,108.971183777,108.973716736,108.669120789
601,6957.72874608,93.8726272583,94.1900024414,94.238899231,94.513710022,93.999710083,93.7615432739,93.4115982056,93.9901885986,94.146270752,93.8574829102,93.7703323364,93.6375732422,93.4601898193,94.1300735474,93.4596633911,93.4997406006,93.2308502197,93.4557647705,93.2145996094,93.4917831421
1179,29374.8462317,110.142082214,112.295951843,111.991546631,112.387283325,111.202789307,111.929534912,112.121681213,111.929016113,112.503829956,112.261032104,110.818321228,112.00365448,111.852546692,112.146720886,112.200942993,112.043815613,112.079666138,111.494445801,112.422119141,112.307380676
5546,203197.994376,111.80493927,111.876602173,110.62323761,111.69631958,111.540306091,114.396736145,111.797775269,114.165084839,113.914329529,112.341049194,116.947677612,110.807235718,114.815589905,115.661155701,111.19581604,116.747093201,117.667182922,116.142608643,112.223075867,119.331047058
5382,27248.5929514,103.66619873,103.560073853,103.950836182,103.77481842,103.488601685,103.040367126,102.942459106,103.212303162,103.202804565,103.397277832,103.232170105,102.697792053,102.861923218,102.899780273,103.1875,102.95009613,102.502922058,103.803161621,103.026473999,103.0054245
3691,54852.7783562,112.987960815,112.481658936,112.694793701,112.445137024,112.533905029,113.69229126,113.144073486,113.226539612,113.156715393,113.565460205,113.650947571,113.067718506,113.791229248,113.061576843,112.503479004,113.811599731,114.018585205,113.23462677,113.757011414,113.865028381
217,8318.02704221,93.4221038818,93.0424880981,93.2034378052,93.1610870361,93.1692504883,93.3057556152,92.9656066895,93.8618545532,93.0651321411,93.0628128052,92.8292694092,92.7399978638,93.1147537231,92.8085327148,93.0476150513,92.9265441895,93.0812683105,93.9781723022,92.8729324341,92.7959289551
6323,57651.6465012,112.834342957,111.462203979,111.454078674,112.536804199,112.059638977,113.751060486,113.002220154,113.220939636,112.947891235,113.055297852,113.89188385,113.559303284,118.022727966,114.155426025,111.741279602,114.812263489,112.148323059,113.095489502,113.658737183,114.87903595
2546,64121.6053768,110.413749695,110.63419342,110.584083557,110.740379333,110.679290771,110.553153992,110.829025269,110.516868591,110.542915344,110.427703857,110.516181946,110.603889465,110.362823486,110.477806091,110.53754425,110.396217346,110.338905334,110.364860535,110.560394287,110.682685852
2411,63871.8128983,111.172172546,110.997566223,111.0623703,110.336349487,110.156898499,111.022827148,111.403404236,111.576255798,112.332885742,111.518997192,111.856307983,111.632591248,111.744941711,111.759628296,111.925041199,111.83808136,112.152671814,112.166252136,112.060516357,112.714309692
8200,5946.17861042,93.0961914062,93.3945999146,93.0437698364,93.4613647461,92.9966430664,93.119354248,93.1011657715,93.3729019165,93.005607605,93.3887176514,93.1831588745,92.9896697998,92.9302062988,93.0473403931,92.7047805786,92.9815750122,93.3929672241,92.9493331909,92.6872558594,93.2783050537
7739,4079.966165,92.8637771606,93.3461608887,92.950378418,92.8899230957,93.1120376587,92.9290924072,93.0682296753,92.7058639526,92.9945831299,92.8149490356,92.3327331543,92.4822692871,92.3356246948,92.7138442993,92.6790237427,92.4438781738,92.0710830688,92.3263015747,92.3332366943,92.379699707
4891,7945.15523136,93.9101257324,93.8294677734,93.8501663208,93.7759780884,93.8362045288,93.6594085693,93.6827926636,93.8677215576,93.4816436768,93.8762283325,94.018447876,93.8941879272,93.8422546387,93.7126083374,94.053276062,94.2892913818,93.7231140137,93.9831237793,96.0011749268,94.539680481
494,158281.517659,111.801216125,112.605186462,113.044212341,112.431587219,113.279121399,112.242622375,113.23324585,113.8123703,114.763252258,114.254119873,113.075164795,114.075714111,113.865768433,114.183837891,112.024276733,117.437835693,115.295310974,115.977752686,116.103370667,115.619255066
92,49414.4004021,110.265968323,110.204864502,110.839492798,110.855400085,110.788650513,110.815330505,111.196311951,110.828643799,111.505241394,111.124420166,111.941986084,111.306526184,111.654457092,111.409080505,111.084465027,112.175743103,112.132843018,111.274299622,112.376670837,111.921669006
689,11738.6128483,93.00390625,93.0920410156,93.2046127319,93.1363754272,93.2658309937,93.4207992554,93.0065536499,92.9408111572,92.8679199219,92.9816360474,93.0215454102,92.975112915,92.9359436035,92.6085510254,92.5891036987,92.4398345947,92.7096176147,92.8794021606,92.9032440186,92.8673019409
5985,38453.9124115,103.336578369,103.547515869,102.891326904,103.515945435,103.614639282,102.773246765,102.972610474,102.721420288,102.771629333,103.179100037,102.223045349,101.718688965,102.317962646,101.437515259,102.529289246,102.030532837,102.284965515,102.101875305,102.115776062,102.432357788
3628,51682.9964618,104.320449829,104.566833496,103.965560913,105.297821045,105.296585083,104.945701599,104.617095947,105.217788696,103.404014587,103.83127594,104.969055176,103.442131042,104.603462219,104.661720276,104.432739258,103.919364929,105.075790405,107.416099548,105.069221497,103.388832092
4197,6447.80933671,93.746131897,93.5605239868,93.4563217163,93.4903030396,93.5705490112,93.5993118286,93.6654434204,93.8238220215,93.9208526611,93.4111785889,93.7141265869,93.9222793579,93.7425079346,93.7232666016,93.7466812134,94.1054153442,93.6494674683,94.158416748,93.7856750488,94.9144363403
5457,46332.2781808,110.997276306,111.268302917,107.928993225,108.727714539,108.06967926,111.973731995,111.307556152,112.172142029,111.821395874,111.944824219,111.398658752,111.438796997,111.664123535,111.051704407,112.617034912,112.093650818,113.260360718,112.040779114,113.303184509,113.732940674
4138,50981.7432374,110.670074463,110.766113281,110.599090576,110.536224365,110.783493042,110.560813904,110.603401184,110.919624329,110.825279236,110.735702515,110.525810242,110.889953613,110.645065308,110.578987122,110.211036682,110.064483643,110.844116211,110.649864197,110.528938293,110.479682922
1878,19440.7999701,93.7331466675,93.8837432861,94.1804275513,94.005241394,93.9148483276,93.7472991943,93.9529342651,93.3864364624,93.6450958252,93.5470352173,93.6567077637,93.7452163696,93.6946487427,93.4701156616,93.5386962891,93.5468292236,93.5358734131,93.6507797241,93.5990600586,93.638092041
7963,4959.22437334,94.1552581787,94.0092391968,94.0093460083,94.1994628906,93.8115768433,94.1665802002,93.6844177246,93.2307815552,93.6369476318,93.6867218018,93.5244216919,93.0111083984,93.2096633911,93.5879364014,93.7082366943,93.3947753906,93.0795593262,93.238494873,93.4699783325,93.9241714478
1552,5294.28624558,93.4660644531,93.5020675659,93.2896194458,94.1613388062,93.9566650391,93.6673812866,93.445892334,93.4789276123,93.4635467529,93.3037567139,93.5928115845,93.4171066284,93.3601608276,93.8632202148,93.6827545166,93.5637359619,93.9543991089,93.7940139771,93.2001647949,93.4357070923
2948,12741.3311073,94.5370330811,94.57396698,94.7596130371,95.0066070557,94.9444961548,94.235458374,94.5929641724,94.2811355591,94.0078964233,94.3860931396,94.1331634521,94.1023254395,94.393661499,94.1405334473,94.0426559448,94.0585250854,94.5294342041,94.0393295288,93.899887085,94.2782440186
8016,8649.11690391,94.3525695801,94.3761520386,94.1009368896,94.3037185669,94.5272674561,93.7083435059,93.0550003052,93.9315338135,93.2196426392,93.7833786011,93.1996307373,93.2460021973,93.7493286133,93.3771820068,93.5209579468,92.9201583862,92.6944198608,93.1939163208,93.0198287964,93.207862854
1108,81757.4046193,110.827507019,110.836776733,110.778907776,110.87991333,110.805664062,110.730316162,111.3203125,110.615768433,110.61631012,110.970977783,110.703933716,110.731307983,110.732444763,110.840087891,110.87664032,110.834564209,110.681549072,110.694641113,110.500007629,110.880081177
7810,6863.32381502,93.8630828857,94.1534423828,93.7267990112,94.036605835,93.8596038818,93.5616531372,93.3109283447,93.4105224609,93.3838119507,93.3574066162,93.0457000732,92.9365463257,92.9838027954,93.1416397095,93.2980575562,92.7885437012,92.6130828857,93.2026748657,92.8842010498,92.7982177734
4317,16533.5327068,93.8204574585,94.070640564,93.8690872192,93.8067855835,94.0981369019,93.0942230225,93.1919326782,93.3048324585,93.3252487183,93.4870452881,93.5076446533,93.4161682129,93.4844665527,93.329536438,93.4302825928,93.3367004395,93.4114761353,93.2464370728,93.481628418,93.5784912109
5739,30070.9027025,110.747779846,110.956840515,110.646606445,110.819816589,110.025177002,110.524467468,110.689468384,110.815155029,111.26322937,110.785881042,111.170295715,111.175041199,111.08782196,111.845077515,111.260993958,111.515518188,111.893951416,111.761993408,111.679580688,111.88999176
4547,30723.4340901,93.924621582,94.2986907959,94.0602340698,94.4645462036,93.8904724121,94.0582046509,93.8883514404,94.1054077148,94.0901031494,93.8972167969,93.4153289795,93.4563293457,93.7542266846,93.4604110718,93.5963134766,93.3783950806,93.10912323,93.1401367188,93.3596191406,93.1954498291
7979,5278.81036305,93.7445602417,93.0534591675,93.2267227173,93.3974609375,93.1847229004,93.7364883423,93.1470947266,92.9010620117,93.7603530884,93.5419235229,93.9561004639,92.7432327271,93.1538543701,92.9103088379,93.701385498,92.4270401001,91.4243469238,93.1831283569,92.3478164673,92.9682998657
3086,6991.75856738,93.2798538208,93.4236297607,93.4112548828,93.217666626,92.9413299561,93.38621521,93.3106079102,93.1372909546,93.2058868408,93.5455780029,93.3684463501,93.3084030151,93.2624435425,93.1653823853,93.2787704468,93.2433395386,93.1364212036,94.1464767456,93.1272659302,93.1966323853
3141,21898.5833931,103.502037048,104.128608704,104.067176819,103.880554199,103.881492615,103.326469421,103.429695129,103.482009888,103.24041748,103.103096008,103.145401001,102.847389221,102.946746826,103.122711182,103.106956482,102.815834045,102.53238678,102.723709106,102.482528687,102.247909546
6475,27596.4551436,94.1462554932,93.2940444946,93.5496063232,93.4505996704,94.146484375,93.5636901855,93.1675109863,93.5380630493,93.8710327148,93.4381790161,94.3846969604,93.5559387207,92.7880630493,93.7856445312,94.282333374,92.8163070679,94.0678024292,93.1449890137,93.4401855469,93.313117981
4835,28527.3888843,110.95867157,110.397483826,110.876983643,110.842910767,110.619407654,112.638534546,111.689079285,111.67603302,111.490592957,111.142227173,111.379493713,111.260803223,112.200294495,112.043533325,111.538131714,112.330291748,113.235900879,112.250999451,113.933143616,113.389480591
4187,9647.96672848,93.3387451172,93.2751235962,93.2595748901,93.0374069214,93.0055007935,92.9932174683,93.4429550171,93.3807907104,93.5227203369,93.1985015869,93.1689987183,92.9424057007,94.212020874,94.2492980957,94.6903991699,96.5882263184,93.5187072754,93.5272598267,95.5545196533,94.4442825317
8113,18824.7490056,104.09602356,104.109550476,104.453323364,103.524055481,104.370811462,103.572990417,103.259796143,103.202613831,103.645606995,104.016540527,103.077964783,101.767875671,102.685035706,102.744949341,102.751327515,101.631767273,101.44140625,101.506286621,101.688110352,101.705062866
5416,42894.7916472,110.424194336,110.187179565,110.315361023,110.857910156,110.779563904,110.731430054,111.149284363,110.918037415,111.017585754,110.894134521,111.429855347,111.999305725,111.395965576,111.587104797,111.410247803,112.524406433,111.946556091,112.139625549,111.150054932,111.685127258
3697,43442.3970331,107.134208679,107.7370224,108.340782166,108.940223694,107.974067688,108.473266602,109.492073059,109.394439697,108.610031128,109.149169922,109.072647095,109.826469421,108.213180542,109.509269714,110.275497437,109.773101807,110.620559692,110.587722778,110.518379211,110.205177307
1626,18751.4152098,103.685035706,103.598976135,103.72151947,103.48790741,103.521408081,103.261703491,103.340637207,102.744766235,102.909217834,103.310180664,102.239425659,103.316383362,102.748931885,102.838760376,102.551521301,103.393455505,103.644950867,103.540878296,103.420135498,102.574432373
5411,41616.6575899,109.965255737,111.571990967,110.975364685,110.741836548,111.227172852,111.905776978,111.636207581,112.682914734,111.511558533,111.437591553,111.53276062,111.93737793,111.284217834,110.309135437,112.202484131,111.882087708,112.773406982,111.68951416,111.903884888,111.423675537
1457,5854.06276735,92.9263916016,93.2959671021,93.2046127319,93.2068557739,93.3323745728,93.1598587036,93.3661193848,93.2797470093,93.3062515259,93.2694854736,93.138381958,92.975112915,93.0103988647,92.7826919556,92.9650878906,92.8060073853,92.6943283081,92.9387664795,92.8427963257,92.748588562
1783,10482.3246341,94.2583999634,94.1949234009,94.1417694092,93.7512741089,94.4348983765,94.0704574585,94.0860977173,94.5056381226,94.2050857544,93.9728393555,94.0809555054,94.0174026489,93.8741073608,93.9044799805,93.7620620728,94.0231552124,93.3995132446,93.9368667603,94.209197998,93.8680648804
2479,155525.661824,110.85609436,110.855880737,111.097198486,110.800071716,110.800193787,111.213638306,111.267120361,110.87688446,110.626075745,111.019447327,110.551261902,111.124221802,111.358123779,110.834938049,110.914878845,111.07824707,111.028503418,111.417785645,110.839111328,110.805877686
8348,32959.6315153,109.857757568,109.256385803,108.97164917,109.211128235,108.92868042,108.889823914,108.562347412,108.845359802,108.641433716,109.394363403,108.973648071,110.55381012,109.183944702,109.166191101,109.227790833,110.054191589,110.321617126,108.650611877,109.7240448,109.86932373
2419,6836.58701303,94.4377975464,94.8718032837,95.0428237915,94.3522796631,94.7605667114,94.3920669556,94.8961181641,94.2776565552,95.0185775757,94.4435424805,94.120513916,94.6492156982,94.4690170288,95.0746994019,96.0599441528,94.1988296509,94.5519485474,95.1544876099,94.0021514893,94.6409683228
7657,19289.6276242,104.276039124,104.162704468,104.082206726,104.268470764,104.457214355,103.476074219,103.424850464,103.638023376,102.963844299,103.834777832,102.759887695,102.401054382,102.849899292,102.63558197,102.818023682,102.087425232,101.6616745,101.583045959,102.280082703,101.636932373
169,8759.53364258,93.2574005127,93.2268829346,93.2435150146,93.2552947998,92.8697280884,93.3120040894,93.132850647,93.0499343872,93.106086731,93.4703598022,93.3114852905,92.9739151001,93.098449707,93.3308105469,93.3864898682,94.2384567261,93.5579605103,93.862159729,93.1773605347,94.0312194824
6746,36055.4282252,110.815948486,110.518463135,110.870101929,111.551452637,110.530860901,111.116516113,110.268821716,110.564590454,111.015357971,110.567024231,110.982528687,111.281494141,111.452957153,110.176612854,110.534637451,111.264976501,111.034851074,111.290008545,110.205192566,111.090255737
6835,60298.4113516,109.934310913,110.031333923,110.228912354,110.37487793,110.445510864,110.477996826,110.474617004,110.391746521,110.565597534,110.65372467,110.29776001,110.304847717,109.833358765,110.052345276,110.004959106,109.72203064,109.865875244,109.649345398,110.115615845,110.50151062
3199,108076.155388,110.825202942,111.191978455,111.292976379,111.562271118,110.190689087,112.484634399,112.833297729,111.566070557,112.900718689,110.745765686,113.371070862,113.509544373,110.774742126,112.756263733,111.813400269,114.258934021,115.859909058,115.819915771,117.014656067,112.688835144
4407,15623.778451,94.3425445557,93.9419326782,94.2823638916,94.2767410278,94.2984085083,94.038444519,93.5574645996,93.6378097534,93.8914489746,93.9158554077,93.5966415405,93.6879501343,93.7525634766,93.8410720825,93.7395858765,94.1503829956,93.5865478516,93.7395858765,93.6279525757,93.7292098999
5836,6134.78153521,93.8599624634,94.0155410767,93.8600616455,94.0563278198,93.8817672729,93.322265625,93.7661209106,93.297492981,93.3620758057,93.6790466309,94.0292663574,93.7213287354,93.2462539673,93.3822631836,93.4847564697,93.4935379028,93.571723938,93.2378692627,93.4581985474,93.4038467407
8020,18879.9375015,103.442146301,103.624908447,102.898025513,103.407020569,102.84160614,102.63973999,102.792755127,102.949050903,103.445335388,102.74394989,102.699737549,101.947273254,102.444274902,102.978500366,102.469421387,101.307685852,101.534347534,101.016578674,101.71622467,101.782173157
6127,7427.81629297,93.828414917,94.2214050293,93.7152862549,94.0548324585,93.9322433472,93.7002182007,93.1601867676,93.7548217773,93.1447067261,93.3997497559,93.1720657349,93.6826400757,93.4767074585,94.1444778442,93.1122512817,93.0974960327,93.2795562744,93.2908554077,92.7178039551,93.3343200684
4933,49898.9480146,110.807472229,108.168418884,109.326820374,109.494506836,109.004127502,112.087089539,113.318496704,112.897705078,113.327178955,113.031196594,114.304626465,113.402618408,113.616622925,109.901535034,114.208992004,111.678833008,114.00642395,115.554573059,112.957733154,114.037651062
469,17788.9210416,104.357833862,104.044807434,104.430702209,104.601371765,104.474990845,103.544128418,102.938407898,103.864929199,103.513328552,103.534797668,103.783416748,103.713043213,103.586959839,103.41230011,103.290885925,103.67250061,103.830001831,103.168548584,103.756912231,103.815536499
6988,6504.6848598,93.3148803711,93.3240585327,93.3693237305,93.0254821777,93.0742416382,93.0273971558,92.9359436035,92.9901123047,93.1125259399,92.9063873291,92.924079895,92.8456268311,92.8684387207,92.5207061768,92.0421600342,92.6452178955,92.7425384521,92.7910232544,92.8181762695,92.5769042969
8412,42519.7290938,112.405441284,112.985298157,112.481712341,113.468025208,113.59526825,112.167541504,111.83026886,112.858528137,112.552177429,110.984733582,113.672744751,110.078788757,112.466400146,112.90637207,112.429290771,112.266105652,112.615829468,113.844955444,114.400566101,110.917129517
6268,10229.7013751,95.5072555542,94.5051574707,96.7175674438,96.459815979,95.4501266479,98.9097900391,94.1343765259,99.2460250854,102.599517822,104.416381836,105.094360352,99.9858016968,104.584266663,101.124313354,102.433258057,105.171722412,103.06842041,93.5952606201,102.08833313,100.470855713
651,123896.75289,110.080101013,110.72618866,110.76688385,110.728675842,110.785476685,110.828636169,110.697967529,111.063903809,110.465042114,110.790534973,110.993339539,110.72429657,110.981994629,110.877716064,110.731964111,110.695327759,110.780029297,111.376594543,110.973335266,110.817375183
1767,69939.3093516,111.373588562,111.404373169,111.387809753,110.954566956,111.356582642,112.527809143,112.084022522,111.739135742,111.693572998,112.682365417,112.902313232,112.640655518,113.566162109,112.403442383,112.263397217,114.74559021,114.051521301,113.13886261,114.021499634,113.901924133
1784,5227320.91558,102.944702148,103.612228394,103.015426636,103.333755493,103.371360779,103.305412292,102.767959595,103.275772095,102.815467834,102.783401489,102.519432068,102.714393616,102.512718201,102.46219635,102.838249207,102.724266052,102.475128174,102.740844727,102.74471283,103.132522583
4381,42769.4046308,109.358390808,110.604034424,110.39705658,108.732162476,109.005493164,112.018882751,111.270477295,110.02191925,111.738296509,111.166381836,109.876167297,111.329521179,112.514770508,112.82321167,115.115089417,110.066490173,114.872619629,115.714881897,114.768081665,116.823234558
270,5923.01464433,94.1943054199,94.4232788086,94.0988845825,94.2413101196,94.6528930664,93.6006851196,94.0460662842,93.9285964966,94.0160827637,93.9808197021,93.8770980835,93.7483596802,93.9634780884,93.8659896851,93.6611557007,93.2365493774,94.1379318237,93.8433609009,94.0236663818,93.9847183228
8056,6134.78153521,93.9864196777,94.2611312866,93.757598877,94.1567077637,94.0889129639,93.6464080811,93.5143508911,93.4674072266,93.9381790161,93.586730957,93.1578063965,93.2485122681,93.2150878906,93.0739898682,93.3369979858,92.7359924316,92.4514923096,92.6908187866,93.0039825439,92.955039978
1190,26282.338232,94.2043304443,94.065032959,93.8320083618,93.9865264893,93.6747970581,93.3709716797,93.4109725952,93.8028640747,93.8895721436,93.5371017456,93.3200759888,93.8580856323,93.5261001587,93.889251709,93.838470459,93.5305252075,94.0370941162,93.4349060059,93.6034240723,93.8578720093
119,37747.535229,109.511367798,109.47467041,109.920318604,108.873657227,109.792175293,110.194969177,109.397712708,109.050010681,109.579185486,109.480522156,109.474662781,109.378860474,108.899650574,110.093833923,109.489616394,109.192420959,109.350288391,109.392868042,109.412277222,110.00100708
6503,17479.196302,94.2540054321,94.4220962524,94.0595092773,94.0763244629,94.2047042847,94.3045272827,94.0775909424,93.7929992676,93.3280410767,93.5836257935,93.7822189331,93.6097488403,93.4222717285,93.4441146851,93.529510498,93.1163635254,93.8702011108,93.645690918,93.4829788208,93.1379470825
6237,1305.19239691,93.2763366699,92.0087890625,92.3774032593,91.8505554199,89.6071548462,91.4557876587,90.12865448,91.3683395386,90.0820083618,89.2820281982,91.0422439575,90.5935745239,89.8762283325,88.1076126099,91.020111084,87.3742294312,86.4637298584,88.3003768921,88.7760009766,90.2892684937
4279,17719.6224229,103.957138062,103.552627563,103.33657074,103.588119507,103.682479858,102.79133606,102.455177307,102.51965332,102.573310852,102.683425903,102.160545349,102.430610657,102.766166687,102.687461853,102.216773987,102.229309082,101.698509216,102.040710449,102.111297607,102.025810242
3750,50634.692805,110.634231567,110.95287323,110.827186584,110.411949158,110.21081543,111.106468201,110.802452087,111.554985046,111.2345047,110.924476624,111.014259338,111.825492859,111.240234375,111.37550354,111.458213806,111.18094635,111.552146912,111.704589844,111.229011536,111.606559753
4477,7806.8213139,94.9529342651,94.5505218506,94.6508865356,94.6753616333,94.3268890381,94.2719039917,93.9674682617,94.3666000366,94.2638092041,94.762878418,93.977897644,94.0230484009,93.6480407715,94.0030899048,93.7696151733,93.5078735352,93.4925689697,93.8161773682,93.6154327393,93.8448104858
913,6360.32317303,94.0557861328,93.9162063599,93.892074585,93.9285202026,94.0731964111,93.185218811,93.7530059814,93.6507949829,93.7924499512,93.5481491089,93.7228927612,93.2601699829,93.3039855957,93.3010406494,93.3369903564,93.3497772217,93.4518432617,93.5287475586,93.5369338989,93.1982727051
700,78474.4146908,110.731819153,110.478645325,111.043312073,110.607139587,110.603370667,111.246879578,112.152435303,111.371986389,111.370353699,110.907394409,111.707695007,111.298736572,111.820320129,111.069061279,110.470733643,110.689651489,111.710105896,110.494476318,110.993103027,111.304161072
1682,5499.65025494,93.8797225952,94.208190918,94.3657684326,95.0341796875,94.1334762573,94.2882995605,93.9802322388,93.9117736816,94.1221008301,93.9551925659,94.2143096924,93.5008773804,93.5716934204,93.5231018066,93.6505432129,93.3253936768,93.1976470947,94.3544158936,93.2819061279,93.6790237427
5952,69192.6069269,110.577430725,111.165405273,111.376274109,110.484558105,112.033073425,111.42905426,111.182685852,110.09262085,111.549240112,111.06313324,111.861244202,110.550117493,110.16835022,110.272262573,111.558982849,111.262779236,110.787872314,111.120498657,111.13168335,110.900848389
5078,21834.5710053,93.8942260742,94.2966003418,94.1650695801,94.5769958496,94.0433273315,94.043838501,93.750793457,94.5452194214,93.5970916748,94.0405731201,94.3091888428,94.1351470947,94.3070449829,94.4395828247,94.1557312012,96.3999633789,96.1659240723,95.3123245239,95.8582458496,95.7320709229
4164,47662.1301958,93.4037780762,93.924911499,93.7516784668,93.7288818359,93.801071167,93.6317977905,93.5377120972,93.5777206421,93.7175674438,93.7114944458,93.3701553345,93.3048706055,93.3633575439,93.3393249512,93.4666519165,93.3787689209,93.2791213989,93.5723648071,93.5134735107,93.2888031006
2445,30012.2733606,117.771522522,119.292373657,121.443572998,112.457115173,118.126579285,121.48677063,110.840301514,124.782440186,121.989875793,116.918495178,124.231239319,124.082679749,128.852005005,125.282943726,127.911270142,127.634338379,111.15851593,128.640579224,128.846466064,127.5651474
673,7945.15523136,93.7466583252,93.4216537476,93.5815200806,93.4909057617,93.5984420776,93.6058502197,93.4889602661,93.7080764771,93.37159729,93.4341049194,93.8637466431,93.9160995483,93.7098388672,93.1403808594,93.6462478638,93.7917556763,93.3569641113,93.5869216919,93.6393127441,93.6327438354
7427,30247.4788223,93.0435333252,93.3668518066,93.2642974854,93.2086334229,93.1222915649,92.9273529053,92.9010696411,92.7083435059,93.1222686768,92.8058395386,92.6145324707,92.5562133789,92.3416137695,92.6558914185,92.5641174316,92.4583435059,92.3862457275,92.3834609985,92.36328125,92.3923187256
3622,22027.171714,104.813201904,104.810401917,104.870513916,104.683296204,104.70954895,104.4897995,104.471534729,104.754974365,104.475952148,104.573753357,103.917564392,105.236930847,103.943847656,105.157066345,104.150543213,103.536834717,103.904388428,104.231628418,104.474365234,104.287788391
4517,15916.1493445,93.2103042603,93.2294540405,93.4387817383,93.1213607788,93.2052459717,93.4171981812,93.0971603394,92.9458007812,93.0409851074,92.8735809326,92.5818557739,93.115852356,92.3691635132,93.2986602783,92.9311828613,93.227142334,92.938949585,93.2830963135,92.9748687744,93.129119873
4798,58160.1862828,110.939224243,110.844100952,110.65788269,110.271240234,110.040161133,111.355430603,110.52192688,111.291221619,111.06892395,110.965637207,111.357200623,111.419433594,111.198005676,111.338630676,111.662734985,111.314704895,111.053390503,111.871292114,111.271820068,110.9246521
6183,3769.90057915,87.4336013794,87.6768264771,87.5253601074,87.7421569824,87.6591033936,84.7573699951,82.8617401123,82.4447402954,83.7528839111,84.6395492554,82.8658599854,81.3589248657,82.8359222412,81.1735305786,81.6860580444,80.798828125,81.0076522827,80.4055175781,80.0675582886,81.5580291748
2113,32259.6057946,111.001678467,110.723518372,110.984939575,110.755180359,111.321273804,111.503044128,111.190605164,110.96408844,111.481781006,111.310768127,111.375411987,111.589546204,112.103729248,112.162391663,112.461776733,112.074424744,111.604896545,111.965202332,111.134346008,111.340339661
6449,5785.9135832,94.2486801147,93.4780654907,93.5537643433,93.7217102051,93.671875,93.6004180908,93.250213623,93.4391937256,93.4591827393,93.2399597168,93.1846694946,93.4362869263,93.1797637939,93.5749969482,93.0631027222,93.4964294434,93.724571228,93.7351760864,93.9991836548,93.3463439941
5358,6910.36507005,93.0458297729,93.219581604,93.277671814,93.2121124268,93.3763427734,93.676574707,93.152015686,93.7445220947,93.2063674927,93.0730209351,93.3203735352,93.4147491455,93.186668396,93.5880813599,94.0309753418,92.9318695068,93.8695755005,93.728515625,94.2695007324,93.3106079102
