keras_MSE3_lg_relu1,keras_MSE3_lg_relu2,keras_MSE3_lg_relu3,keras_MSE3_lg_relu4,keras_MSE3_lg_relu5,keras_MSE3_lg_relu6,keras_MSE3_lg_relu7,keras_MSE3_lg_relu8,keras_MSE3_lg_relu9,keras_MSE3_lg_relu10,keras_MSE3_lg_relu11,keras_MSE3_lg_relu12,keras_MSE3_lg_relu13,keras_MSE3_lg_relu14,keras_MSE3_lg_relu15,keras_MSE3_lg_relu16,keras_MSE3_lg_relu17,keras_MSE3_lg_relu18,keras_MSE3_lg_relu19,keras_MSE3_lg_relu21,keras_MSE3_lg_relu22,keras_MSE3_lg_relu23,keras_MSE3_lg_relu24,keras_MSE3_lg_relu25,keras_MSE3_lg_relu26,keras_MSE3_lg_relu27,keras_MSE3_lg_relu28,keras_MSE3_lg_relu29,keras_MSE3_lg_relu30,keras_MSE3_lg_relu31,keras_MSE3_lg_relu32,keras_MSE3_lg_relu33,keras_MSE3_lg_relu34,keras_MSE3_lg_relu35,keras_MSE3_lg_relu36,keras_MSE3_lg_relu37,keras_MSE3_lg_relu38,keras_MSE3_lg_relu39,ID,y
118.730766296,104.555801392,118.560112,113.152763367,120.835838318,110.246322632,103.252540588,109.558761597,109.17791748,111.171157837,105.415420532,106.453613281,112.97114563,116.799438477,106.800964355,97.4284667969,119.113990784,116.178100586,104.628608704,108.599693298,116.581886292,119.83316803,112.681030273,101.975547791,104.778457642,118.279663086,117.104598999,111.551849365,114.185630798,125.243499756,113.559936523,102.196243286,117.229194641,111.690887451,104.076080322,118.690032959,105.301017761,122.463920593,4977,107.29
102.02633667,99.8657302856,94.9194030762,86.4072875977,87.7267532349,96.4036636353,89.0391769409,83.1879425049,98.0047073364,96.3745574951,83.1231689453,90.7011871338,91.7739028931,92.3969421387,88.206161499,91.9242401123,96.6825561523,95.5682830811,88.4544372559,90.2434844971,89.2880096436,89.4883270264,95.9906921387,97.5629119873,80.3541107178,80.4328460693,95.3118591309,89.8800354004,89.0890045166,93.0997161865,100.303604126,92.6912536621,99.6963043213,99.5561218262,90.2377319336,87.3497924805,86.9343338013,92.0021133423,4980,87.47
106.960502625,112.80859375,113.217941284,114.594322205,96.6290130615,110.677238464,111.543579102,114.459335327,118.588104248,106.690322876,113.975952148,111.12387085,111.630264282,113.70085144,104.3412323,110.328422546,117.195663452,122.180473328,107.25138092,108.697212219,93.1097106934,118.801376343,99.8955307007,119.662117004,118.300567627,109.575241089,112.258514404,111.617637634,116.860557556,123.09677887,114.779800415,106.874694824,100.261871338,111.605506897,120.025283813,122.257293701,112.99521637,95.758392334,4981,123.11
96.8229675293,87.6641387939,91.9701538086,98.5644760132,100.496406555,96.8780975342,97.5260162354,86.7088851929,92.9012145996,100.519470215,86.8256378174,88.5068283081,97.276550293,88.2777633667,89.0646743774,85.1587524414,100.697151184,87.4149856567,90.8249130249,95.6171875,92.2597351074,99.1961135864,93.4294204712,77.3073883057,92.7047424316,96.3731384277,94.5592346191,93.8868408203,90.9861602783,110.906845093,100.883842468,89.2004318237,96.916557312,106.607658386,89.1070785522,93.6645050049,96.08203125,94.230796814,4989,83.23
119.461723328,116.132507324,118.518463135,107.294548035,117.800521851,126.467384338,119.625595093,101.745605469,116.829772949,113.777778625,111.911102295,122.425476074,116.881088257,116.753662109,122.042312622,118.391136169,117.581558228,123.04624176,114.168395996,119.488945007,108.36605835,111.926467896,114.345405579,126.423027039,99.869644165,101.740020752,117.344314575,116.212417603,107.544998169,107.025642395,119.380172729,116.422317505,119.847244263,118.308044434,114.494651794,103.583648682,104.958251953,108.632545471,4990,106.78
86.9388885498,88.6783905029,93.2698898315,99.197227478,84.9961242676,92.5622711182,91.2371520996,95.5661773682,103.172142029,91.4078826904,96.7705383301,94.4073638916,94.5742416382,100.905334473,90.2864990234,92.6553649902,93.0804519653,97.4280853271,93.1130065918,93.9750976562,78.6741485596,103.939498901,85.230430603,94.4624710083,96.5799865723,92.6474456787,96.4005737305,92.6990661621,109.686645508,98.3475494385,93.7718200684,93.9112091064,79.0848770142,94.1723632812,102.342498779,109.33026123,89.417678833,90.1756134033,4991,90.82
111.916694641,89.7130889893,98.0507202148,105.246749878,106.944297791,100.229682922,90.1854629517,97.23487854,97.1123352051,102.214874268,101.517799377,95.2094421387,101.191856384,97.2006912231,95.3342590332,90.9491500854,100.660728455,100.078643799,100.017951965,99.16431427,94.0563659668,95.0644836426,94.9462738037,81.7403259277,95.8684844971,102.690979004,89.417388916,98.9762115479,96.8474731445,109.434143066,106.613632202,95.0406646729,102.384422302,104.11631012,106.337554932,94.7562866211,97.1265182495,108.036331177,4992,93.71
130.586090088,114.919525146,117.929862976,106.574829102,119.992538452,127.314735413,120.901527405,101.913925171,120.564300537,113.602401733,112.844146729,118.04309082,116.549568176,111.247962952,117.117904663,118.88508606,119.98285675,124.281669617,115.405441284,115.041282654,107.407173157,117.510375977,113.43183136,125.025802612,97.9570007324,102.922721863,120.565887451,116.412666321,106.709480286,111.961128235,122.879776001,113.480163574,119.601821899,117.333236694,115.297348022,103.624603271,102.808868408,108.157150269,4993,105.11
111.193191528,118.852386475,114.532180786,111.888252258,106.812400818,111.352386475,105.852500916,107.023178101,118.793548584,109.879623413,122.378234863,114.060203552,108.094169617,106.015045166,100.203216553,109.72542572,111.602256775,106.818206787,111.098739624,118.44203949,94.1802215576,124.219802856,106.356933594,110.447746277,113.048454285,104.133224487,116.493919373,114.127227783,115.715988159,115.931221008,123.816612244,109.391624451,107.197166443,119.133087158,121.887237549,109.892593384,117.681846619,95.5205230713,4996,110.38
97.2149658203,85.8852233887,87.633102417,97.3996353149,95.5500259399,90.8989334106,88.2375259399,87.5812072754,91.2580566406,97.4189910889,94.6388473511,92.3226852417,93.3374023438,90.7118453979,93.2090072632,93.7974853516,98.5698318481,99.4277420044,96.5799560547,81.486038208,96.2026367188,91.7553863525,105.111984253,86.412437439,82.9546813965,88.799331665,85.2479782104,93.890296936,87.6192474365,108.718338013,99.446685791,86.196647644,95.5433654785,91.8991851807,87.8947982788,100.444007874,91.1185684204,101.152359009,4997,115.25
109.170845032,107.132339478,116.187416077,99.9821853638,106.538795471,111.101669312,99.3706665039,105.743247986,111.599990845,101.004486084,93.2191925049,115.30620575,102.625442505,102.454139709,105.128425598,106.241622925,104.226966858,107.538917542,109.472839355,100.320236206,106.331253052,97.0857696533,115.907417297,118.870529175,95.8444366455,93.7676239014,106.466880798,113.032501221,109.808166504,106.911010742,97.320640564,105.927955627,109.228515625,104.679168701,103.80418396,99.3320770264,102.179359436,97.6782989502,4998,117.01
96.0360717773,96.4179840088,93.1043167114,101.712715149,82.1820831299,97.0570678711,90.0890426636,89.0911560059,93.3988342285,99.9503860474,99.3335723877,99.8253631592,97.366973877,90.4589233398,84.0630950928,92.5102767944,99.7803192139,90.6987304688,92.7546539307,97.0266723633,81.5420455933,104.93094635,84.4697952271,90.8035736084,99.6888580322,89.8787994385,99.3500747681,94.9157867432,103.625061035,98.8653717041,99.358581543,97.4532012939,85.2330780029,91.5356063843,95.9620819092,96.6360397339,94.7856292725,89.9798355103,4999,85.72
119.372306824,108.479263306,109.478370667,112.435035706,122.890632629,114.7681427,118.302192688,105.159423828,105.662651062,113.369018555,108.470397949,103.983505249,113.170967102,102.924583435,105.167388916,106.419250488,112.589576721,101.712211609,109.899650574,110.003890991,116.716430664,109.987594604,109.796829224,100.417488098,114.409515381,115.423942566,121.79158783,107.250679016,112.591796875,124.184211731,122.892250061,106.219230652,117.24836731,107.598976135,104.947189331,111.496376038,99.321472168,113.75592041,5000,137.09
101.088302612,101.245193481,93.7102966309,80.7881546021,85.5157623291,93.540763855,91.7711334229,78.9743118286,93.7637939453,94.1016616821,84.0104293823,90.4960327148,89.5109710693,88.920135498,98.7029266357,86.5006408691,96.3121032715,90.5565109253,87.3768692017,89.0244445801,82.4617614746,88.7500762939,88.3505096436,87.6536254883,90.6342926025,99.3403625488,99.5031509399,90.0100708008,91.6852722168,96.7259521484,103.042572021,90.2451477051,96.019203186,104.470542908,97.2120056152,98.4721832275,85.0339050293,99.7478713989,5001,90.35
110.159934998,112.261291504,117.169487,109.294380188,103.472763062,107.088409424,99.4218215942,103.68434906,111.820953369,97.8222198486,108.007446289,111.65422821,122.973304749,100.119857788,97.9415359497,108.544799805,106.721138,108.057029724,111.173171997,112.653007507,95.0328598022,123.100563049,103.026626587,113.977828979,118.592597961,106.144500732,105.282234192,109.256347656,105.158729553,107.420852661,116.689201355,102.348342896,106.767379761,93.938949585,105.754974365,103.997261047,113.626098633,98.4493103027,5003,103.9
94.3864517212,92.9163131714,100.444396973,98.0132369995,97.226600647,93.7793884277,82.0957336426,90.454208374,104.670951843,93.257522583,96.5221786499,100.172912598,94.1155319214,92.3880157471,100.219116211,94.2164382935,94.364074707,85.7712936401,94.3653717041,97.1559829712,88.2067947388,90.5289154053,104.311973572,89.0658493042,93.3388366699,89.3064422607,95.4858932495,91.1767120361,100.412475586,111.061721802,90.8042984009,88.2415161133,105.690200806,93.4527587891,85.5975646973,95.7819519043,105.722061157,94.6897277832,5008,88.08
99.6594467163,100.236999512,93.486038208,82.5679168701,88.4880752563,97.6263427734,101.45539856,80.6216964722,96.2240219116,98.6576385498,87.0426177979,91.6612701416,93.1851654053,89.6519165039,95.9590759277,87.558380127,95.9378738403,92.567779541,90.3436355591,90.9436798096,85.7728500366,96.1719055176,92.5857772827,88.4810562134,90.2624816895,100.176048279,101.141586304,96.2086486816,94.9194564819,98.4064102173,101.661689758,91.0226516724,98.3250274658,100.902839661,94.2330474854,98.5995941162,87.8262786865,99.5193481445,5010,91.96
98.4786376953,84.7306442261,104.463607788,101.358314514,93.107460022,97.2359695435,91.837890625,103.423866272,98.0554580688,90.6260604858,96.3216705322,101.699928284,102.027008057,90.391708374,85.5008621216,99.7479782104,103.49230957,85.8440551758,97.3624038696,94.2028656006,84.8819732666,105.506492615,86.2920532227,93.8620834351,104.50553894,94.3975143433,98.6698303223,93.9139404297,104.213806152,98.1394195557,103.434715271,90.1803131104,81.3180618286,86.5155792236,97.9607086182,89.5703277588,98.9717102051,86.0559616089,5012,113.5
112.857589722,111.308868408,125.219642639,122.71824646,126.281867981,111.239227295,110.769813538,109.55418396,122.036682129,115.239822388,107.472351074,114.786422729,110.313224792,115.106544495,111.386749268,112.664512634,112.833053589,109.215324402,112.689689636,117.062820435,107.309806824,113.805450439,125.456687927,107.738769531,114.612121582,116.998825073,117.409461975,112.096740723,114.624649048,123.762313843,112.730712891,100.070678711,114.053443909,115.326721191,108.160179138,113.593040466,117.458717346,119.494720459,5013,111.17
120.814216614,118.435020447,116.378219604,101.15536499,105.467575073,122.216629028,114.999923706,103.903274536,117.714797974,123.223144531,105.159309387,110.552146912,115.424705505,124.121711731,118.902572632,116.080307007,123.408905029,126.108398438,110.203178406,111.155166626,127.161827087,111.56036377,120.946937561,118.086898804,122.691101074,126.762802124,108.100814819,116.980392456,123.224632263,121.691543579,132.550521851,114.168395996,126.786598206,130.057601929,118.487503052,120.978477478,119.681564331,129.745254517,5016,120.94
106.790000916,102.813446045,103.218254089,103.603607178,92.5563049316,107.01612854,101.018348694,95.9696655273,99.6130065918,93.342880249,97.8586883545,101.531341553,108.769859314,91.4512939453,94.6809692383,101.960876465,108.688140869,108.909736633,95.2177505493,102.68421936,88.3584136963,111.305145264,91.157989502,113.440238953,101.838989258,96.190826416,104.908828735,103.480148315,92.2863311768,102.761413574,118.233047485,93.0202484131,95.1791534424,91.0364990234,105.809448242,102.147277832,95.783416748,89.9547958374,5017,88.0
132.464614868,123.423881531,119.8568573,137.877365112,135.742004395,106.001022339,111.121002197,112.669708252,115.905067444,124.297843933,120.70880127,123.935211182,131.356079102,112.394302368,109.409095764,108.774337769,114.903747559,107.163337708,119.127593994,111.968132019,127.415000916,109.007591248,109.589981079,109.426635742,133.432403564,112.323616028,124.283309937,117.19695282,113.528831482,136.200332642,124.278938293,119.078231812,124.761962891,116.864471436,118.91569519,119.851127625,122.805587769,135.090927124,5024,116.61
102.409606934,110.607086182,108.277748108,103.712249756,107.051437378,106.316894531,108.319961548,107.51890564,114.262954712,112.26171875,95.2496948242,115.547637939,109.993148804,112.888137817,102.620254517,112.708992004,109.472900391,109.715667725,102.868942261,102.655754089,113.406616211,114.2161026,109.253341675,109.465270996,95.8372268677,101.427894592,105.867088318,112.130401611,108.550697327,105.753639221,110.750236511,100.081222534,104.543869019,105.35433197,98.2134399414,96.6775665283,101.687362671,101.872756958,5026,109.97
84.8060302734,93.2898406982,95.9632644653,99.0171661377,83.9343414307,94.0964660645,92.4191131592,96.1604156494,100.607139587,90.9505767822,97.9295730591,92.2462615967,99.1902008057,91.8533401489,90.1635055542,96.1989593506,98.0651702881,98.1750640869,90.9761428833,93.2277069092,77.8604049683,92.4333953857,86.7797698975,93.1188583374,101.514068604,85.2122802734,97.7909927368,95.7523193359,100.238761902,97.1353149414,92.7613525391,88.4398269653,79.8256607056,95.1221160889,104.102020264,115.976860046,98.2321777344,79.3860855103,5027,94.29
112.000167847,93.0148162842,103.594909668,108.366355896,102.537979126,92.3170089722,106.309715271,109.319519043,107.774139404,103.904922485,104.553108215,102.540237427,108.759048462,100.740333557,103.024017334,94.4100799561,106.687049866,110.167556763,108.280838013,97.5480194092,112.448486328,104.558555603,103.056213379,97.9216461182,103.265075684,104.815170288,109.928131104,108.768661499,104.971969604,122.601348877,107.121276855,105.152671814,111.648155212,104.85332489,103.4737854,105.727516174,96.7655715942,112.09753418,5028,106.41
102.487045288,96.8344726562,100.109191895,94.4343719482,90.1600418091,101.929039001,95.7021331787,88.3096084595,97.7219772339,100.644264221,88.4944381714,97.1789474487,96.8969573975,93.4034423828,95.2230300903,93.2412719727,101.582473755,103.244888306,90.5040740967,96.7292709351,97.8395080566,92.5999832153,98.4289703369,94.6605148315,84.4916152954,85.0272827148,99.4707107544,97.83253479,90.880279541,96.1800842285,102.71685791,102.151596069,104.353607178,101.805335999,95.1607666016,94.3315429688,90.3127670288,93.0879898071,5029,87.16
118.497779846,118.169525146,114.904319763,120.938705444,105.933189392,115.682510376,109.625,111.420074463,122.645309448,113.661224365,122.627601624,118.097213745,115.37991333,110.305953979,103.029678345,113.440116882,112.554534912,108.673400879,114.75176239,120.998535156,104.795547485,129.518371582,105.380996704,131.636169434,110.382644653,102.683990479,119.543334961,116.423782349,121.721138,120.404167175,109.255386353,115.492523193,96.3615264893,125.338348389,129.092880249,117.804595947,118.422790527,92.6937408447,5030,113.67
76.6864318848,76.4099807739,78.8768463135,78.0642166138,74.3700714111,80.0953598022,83.3576126099,70.2649612427,79.5058517456,79.9267120361,68.5048217773,75.4052124023,77.5748443604,72.0185928345,73.2636489868,70.8819885254,81.5176086426,75.0071029663,74.9348526001,77.8422393799,79.6491851807,79.8520050049,80.8243560791,67.4663925171,78.2290649414,80.6100387573,73.8699493408,75.4602890015,80.1280212402,94.4428710938,81.5954208374,69.2381744385,91.005859375,77.0668792725,71.0051498413,82.7277908325,75.4110870361,77.5308837891,5031,74.66
100.812149048,100.850563049,114.236297607,100.521842957,101.897537231,108.09589386,102.742973328,104.691062927,113.132080078,103.575912476,93.8795776367,117.583618164,102.427200317,104.759307861,110.457504272,112.783760071,103.690048218,105.407318115,102.489303589,113.366027832,106.476577759,99.3983230591,124.698356628,110.23046875,96.7367324829,91.1231689453,101.862976074,110.375190735,118.01612854,113.452507019,97.3730621338,106.453201294,113.200973511,103.953819275,93.7718963623,96.1198883057,100.914474487,101.358200073,5033,116.41
110.635688782,118.109725952,108.555938721,115.265510559,107.053497314,113.857254028,111.096542358,117.444465637,118.101165771,112.927497864,125.750083923,118.173736572,112.343101501,108.715835571,108.337150574,112.534515381,115.08367157,110.869163513,110.0548172,110.758506775,101.928085327,129.15222168,109.628189087,122.966552734,131.335098267,102.856803894,119.114059448,110.174987793,124.726631165,123.24634552,126.951599121,112.598907471,113.851196289,120.565223694,123.019424438,115.306587219,127.063858032,105.273391724,5035,111.64
127.138656616,115.66746521,118.852912903,118.064476013,110.174324036,114.112129211,116.532104492,120.333457947,119.218467712,111.480957031,112.863288879,120.268806458,119.929580688,110.050468445,111.451583862,115.785308838,119.03339386,124.318519592,110.411254883,121.272857666,115.192642212,122.540184021,127.07787323,110.289665222,104.878189087,99.6671066284,112.616218567,121.657608032,124.641822815,128.25869751,120.6039505,111.067825317,119.091567993,110.493896484,114.0362854,138.34715271,113.484275818,117.524703979,5037,111.42
102.688110352,97.6220321655,100.843475342,90.6308135986,99.0405426025,106.7135849,93.5805969238,85.5410461426,97.3391571045,98.8871765137,86.3769073486,93.4522247314,99.907951355,94.5925674438,94.4692382812,100.425315857,96.0361251831,107.25491333,96.0272216797,95.8937225342,87.3725738525,89.821434021,106.148757935,100.316932678,85.6963195801,84.6461639404,100.56854248,90.9651565552,92.2761688232,98.6314086914,106.06312561,96.9799957275,106.755187988,104.296852112,94.4522323608,88.2777404785,87.7209472656,94.1849212646,5040,103.36
113.356071472,109.015914917,104.053627014,108.772781372,89.5368728638,104.594726562,99.4517364502,102.947357178,111.689353943,103.35269165,112.359077454,112.848419189,102.729156494,101.04486084,95.1067886353,108.04196167,107.764915466,99.1148147583,102.432830811,117.391548157,95.2184829712,114.907096863,96.501121521,118.477745056,102.721542358,92.6494903564,111.726882935,105.849822998,114.538597107,110.894546509,98.0008850098,102.628822327,90.0651397705,114.208702087,117.96321106,106.030471802,109.013038635,84.8835372925,5041,99.27
102.623352051,92.5647583008,87.7682723999,97.1145477295,92.9229431152,96.0881500244,88.4033737183,96.7672729492,102.847259521,98.8221588135,95.5726852417,98.8606796265,90.6426544189,88.9835205078,97.7722625732,100.527252197,102.073394775,101.136428833,95.6524505615,84.1083374023,99.2080688477,96.5629653931,103.433746338,89.9365692139,82.0125579834,89.8703384399,88.2449111938,89.7297363281,87.2663726807,114.370513916,100.467941284,87.1866149902,101.482917786,97.728767395,111.487075806,103.458221436,92.7866363525,88.9244842529,5042,95.37
106.721199036,98.5948867798,93.8325881958,84.9570999146,82.7605438232,92.9485549927,95.7797088623,89.0552139282,98.1431045532,101.417259216,82.6040115356,97.7873687744,93.5640029907,99.8074951172,102.094696045,92.5356750488,95.3710632324,92.2276535034,88.9335327148,97.1452102661,102.555206299,93.192779541,91.4775848389,88.6918487549,93.4294967651,100.275085449,92.6838989258,95.4597625732,97.9668884277,92.687713623,106.567573547,92.5268630981,94.9502334595,88.9447631836,94.8636169434,99.4463272095,94.99559021,105.483795166,5043,90.47
105.767982483,103.571655273,105.733268738,105.30090332,98.1105422974,110.309768677,106.308135986,109.069610596,109.241348267,98.6470031738,112.224441528,107.728179932,106.839492798,110.139251709,102.76260376,103.484130859,109.680381775,103.942123413,103.777282715,111.564155579,100.481620789,113.944236755,97.6379547119,108.468070984,111.833908081,101.609130859,114.917945862,111.258346558,110.615890503,108.792732239,100.902229309,107.808227539,93.1298522949,105.416984558,115.327163696,109.836746216,112.577705383,87.8562545776,5044,99.56
96.253112793,87.5292053223,98.2782974243,104.800323486,96.5839080811,93.8519592285,85.0814437866,92.8563995361,96.7060394287,100.309387207,92.442855835,96.4348678589,99.151222229,92.5019989014,90.331237793,84.4482116699,93.9970855713,102.269035339,94.4840698242,83.92918396,88.5144577026,90.8117523193,104.006225586,90.5065383911,88.5190734863,86.6835174561,92.2804718018,97.2222290039,90.5957641602,102.796287537,101.277938843,88.452835083,97.0533905029,97.0034790039,87.4111251831,97.6201858521,92.4516601562,103.852119446,5045,88.8
118.675247192,111.664588928,106.682357788,96.4768066406,107.651382446,107.328659058,103.006660461,93.4739074707,107.658416748,102.663024902,96.2371292114,106.621414185,107.591949463,106.070526123,101.063278198,105.473136902,107.744506836,106.358573914,105.109443665,107.316520691,90.8340835571,99.8980560303,108.053588867,114.093017578,90.6563415527,91.5453033447,106.547569275,105.908187866,94.1178283691,104.093276978,109.838371277,106.252944946,126.554267883,109.843017578,102.043136597,95.0597076416,95.0421981812,107.998138428,5047,98.79
88.9814224243,98.6392059326,97.3161010742,99.0525360107,84.5625,94.4734115601,93.1460342407,97.9290618896,104.255638123,91.3942260742,98.9155654907,95.0422821045,99.4063491821,95.8523864746,92.0718688965,96.0633850098,100.047554016,94.5932693481,93.2068786621,94.4924468994,78.4733734131,94.3522872925,88.4373245239,95.0397949219,94.6987762451,87.2686691284,98.001991272,96.2022094727,103.451461792,99.8513336182,93.7771759033,90.8450088501,82.1891479492,94.4256134033,101.012245178,109.923545837,100.101119995,85.2706604004,5048,93.4
76.3173141479,77.0973892212,79.5690078735,78.8626022339,75.7240905762,80.3467636108,82.9763183594,71.6552810669,81.6066436768,78.1309280396,68.9089355469,74.5582427979,77.7103042603,70.9518661499,73.2850875854,70.8284988403,81.2317047119,74.4975662231,74.3044128418,78.2623748779,78.3710632324,79.9218902588,81.4917221069,69.5171813965,77.1961517334,81.6790466309,72.5582046509,73.612197876,79.4975585938,95.0886993408,82.0556564331,70.2151412964,85.1935882568,75.4516296387,71.4236068726,83.4793167114,75.8291702271,78.7806243896,5050,76.38
118.078018188,124.495132446,112.73387146,106.815040588,117.329177856,118.15045166,112.063201904,102.91255188,106.588226318,119.834617615,103.255828857,106.251480103,112.280769348,120.893234253,115.701187134,107.370147705,117.977783203,111.300254822,108.633682251,113.971572876,103.117614746,111.126617432,115.14781189,108.345535278,112.487449646,122.692985535,113.647125244,117.50592804,117.596855164,115.853469849,116.840415955,112.025863647,122.436294556,126.657966614,112.03527832,120.449386597,92.6631698608,117.945404053,5056,104.51
116.059593201,108.647514343,125.238479614,115.401069641,110.981513977,114.448150635,107.405288696,114.848754883,115.553153992,111.115020752,114.872276306,118.081848145,112.865577698,109.572410583,105.174552917,114.258682251,119.304626465,109.833969116,114.344589233,115.077346802,107.148040771,121.320800781,102.832580566,118.33480072,128.588287354,109.126449585,114.853424072,109.551239014,120.406478882,113.499420166,129.165481567,107.508987427,94.1088180542,107.898574829,124.83026886,113.241127014,120.620903015,109.268638611,5058,110.06
100.116668701,88.6018981934,96.0344924927,94.317489624,90.5547180176,98.5660400391,84.1710128784,85.9081954956,88.2364807129,92.2265167236,91.0565338135,90.1581115723,91.0873565674,88.9628295898,92.9876708984,97.9700393677,108.143966675,100.418647766,92.8690643311,93.5899200439,97.1011428833,97.424987793,98.0517120361,82.4157867432,85.936706543,88.9024963379,86.6830444336,94.0839385986,94.5012207031,110.120811462,97.7299499512,86.94896698,96.2248687744,94.50365448,100.346893311,102.521209717,89.6872406006,88.4290466309,5060,90.14
97.7488098145,109.332000732,111.141319275,92.9853515625,99.5069198608,104.047225952,108.209472656,99.733001709,108.368911743,103.732292175,89.9781341553,114.722473145,106.276390076,110.817138672,103.926200867,102.445419312,108.295761108,103.47833252,101.919578552,113.284347534,108.047241211,97.8330688477,99.9292602539,111.95602417,96.0323028564,90.3877868652,102.018325806,107.764732361,102.269882202,99.8355560303,92.5001983643,99.4828567505,102.793861389,93.4939422607,93.4644851685,93.2323913574,105.515823364,105.014450073,5061,97.19
100.38861084,100.352020264,96.5561294556,101.274993896,85.1733703613,98.0686950684,106.927101135,94.1150970459,101.898429871,94.0621185303,94.7551956177,105.048408508,101.908332825,92.9979095459,99.8286209106,98.341796875,100.988517761,108.209884644,96.7689208984,108.235137939,88.2645111084,104.90133667,87.579574585,115.863265991,90.7501525879,91.9836273193,99.9777145386,101.104782104,97.9072418213,101.85357666,98.9874343872,95.0457000732,91.4281311035,105.974838257,107.808876038,106.468460083,105.715332031,90.528427124,5064,85.13
112.000473022,89.7569351196,98.188079834,104.974159241,107.227363586,100.500549316,90.3530578613,97.2570266724,96.9422912598,102.234909058,101.091461182,95.1849517822,100.839660645,96.9436187744,95.071975708,90.9713745117,101.577453613,100.010322571,99.8876037598,99.0062408447,94.080657959,94.984954834,94.9484558105,81.5698471069,96.1484375,103.112747192,89.1720352173,99.5598144531,96.8343353271,107.723861694,106.581558228,95.0458755493,102.224639893,104.363983154,109.60092926,96.0182266235,97.1900939941,107.353645325,5066,93.06
124.56438446,110.417129517,118.873855591,106.325996399,106.429595947,122.96446228,113.326705933,100.775299072,107.722145081,113.819320679,107.438430786,110.779724121,117.029212952,124.975158691,117.20866394,112.532226562,117.119064331,127.041252136,116.446922302,113.637451172,107.611442566,114.87688446,116.023414612,111.418304443,96.9700469971,100.984298706,116.503829956,113.195320129,104.748153687,113.898078918,125.788749695,116.191307068,116.769500732,117.312179565,117.396507263,105.574920654,103.584274292,111.618804932,5067,135.14
95.7309036255,100.42300415,93.2020950317,100.496681213,82.0358352661,93.3619995117,89.9730453491,99.9346618652,90.6274261475,96.5510635376,102.495605469,101.140922546,98.2305603027,88.4700088501,88.576675415,96.3197097778,101.815956116,92.4135055542,92.2997283936,100.933921814,83.6267852783,95.52684021,83.8875656128,88.0009155273,102.316040039,90.6485977173,96.0364990234,90.6781387329,103.014968872,97.6975479126,90.5794067383,96.9327316284,83.2325744629,88.2963027954,92.6089019775,96.7929611206,93.3863220215,88.7762908936,5068,94.79
113.468139648,100.592391968,104.403633118,107.256858826,111.842193604,106.357521057,105.028343201,102.147674561,100.222251892,107.296554565,97.883430481,98.9823532104,106.903152466,100.391860962,96.911529541,99.1295318604,109.058227539,98.3537521362,101.39125824,106.704498291,101.886405945,97.786026001,99.5979385376,90.6236724854,109.369285583,109.229240417,111.917739868,103.288772583,103.403320312,112.997077942,108.800491333,99.0101547241,108.517745972,104.449783325,98.1084442139,104.497848511,92.2358551025,103.061698914,5070,132.65
122.825950623,116.09362793,121.428344727,106.645004272,121.737510681,127.779037476,118.999740601,100.165657043,109.457397461,113.536247253,107.240959167,123.32106781,118.923332214,114.579032898,120.561317444,117.114631653,116.917541504,127.492591858,112.844329834,116.745330811,103.061637878,104.810852051,114.685890198,130.654220581,97.965713501,101.87852478,117.035507202,106.184829712,108.221534729,114.102859497,125.873092651,114.119392395,124.307937622,122.282531738,112.006065369,103.196723938,109.050270081,108.528526306,5072,106.06
98.8517837524,101.351524353,92.7436065674,102.247421265,89.2598800659,101.720367432,91.8898773193,102.321601868,93.7793426514,91.8921508789,104.167076111,99.698348999,106.989692688,87.2828521729,87.5997924805,104.319816589,101.402893066,95.3787536621,98.7835922241,99.3211975098,85.9783782959,97.2329788208,82.2491760254,101.541435242,99.3481369019,91.6298217773,101.199966431,93.8143005371,100.011367798,99.8316650391,91.283493042,97.5027313232,91.9729309082,90.2015533447,91.5068664551,93.9464492798,97.1456604004,95.0350036621,5073,93.7
96.2464294434,101.961051941,97.6278457642,95.1593780518,93.2008666992,98.8839950562,89.4383468628,96.8754882812,102.415397644,98.1854324341,97.0756149292,101.799301147,100.165382385,83.8474884033,94.4105529785,94.6795349121,96.5628051758,99.1589508057,94.2634963989,99.1312484741,96.3836898804,90.3680648804,93.2812347412,88.1058197021,90.1639785767,93.4900665283,104.677505493,102.802612305,101.07459259,107.851379395,93.6513671875,87.0088424683,100.42868042,95.8490142822,97.0643386841,93.7449035645,104.974617004,101.547622681,5078,102.39
88.5953979492,86.3283233643,97.6711120605,82.5522613525,81.7934265137,90.0813293457,91.7187042236,87.9022064209,99.6956481934,94.4167633057,81.905380249,99.366897583,90.3607788086,92.5237579346,91.4020309448,92.7046127319,91.8477935791,89.9431152344,86.6701507568,99.974861145,94.4823379517,87.3541564941,95.7837905884,89.2156219482,82.0249404907,79.3505554199,87.2686691284,92.5271911621,103.792442322,97.3694839478,85.9913787842,92.2454986572,88.3303604126,90.4050827026,84.335144043,87.4011230469,88.4671936035,91.3470077515,5082,93.62
