keras_MSE2_relu1,keras_MSE2_relu2,keras_MSE2_relu3,keras_MSE2_relu4,keras_MSE2_relu5,keras_MSE2_relu6,keras_MSE2_relu7,keras_MSE2_relu8,keras_MSE2_relu9,keras_MSE2_relu10,keras_MSE2_relu11,keras_MSE2_relu12,keras_MSE2_relu13,keras_MSE2_relu14,keras_MSE2_relu15,keras_MSE2_relu16,keras_MSE2_relu17,keras_MSE2_relu18,keras_MSE2_relu19,keras_MSE2_relu20,keras_MSE2_relu21,keras_MSE2_relu22,keras_MSE2_relu23,keras_MSE2_relu24,keras_MSE2_relu25,keras_MSE2_relu26,keras_MSE2_relu27,keras_MSE2_relu28,keras_MSE2_relu29,ID,y
116.071517944,110.720024109,104.802253723,110.369064331,105.863609314,106.82964325,107.217514038,105.866653442,114.054489136,106.091651917,112.61100769,114.829833984,114.198402405,113.2995224,104.120674133,114.523223877,107.854766846,107.537643433,110.789627075,109.772598267,110.248916626,114.150772095,110.639213562,105.979652405,102.108383179,106.152816772,114.985679626,107.094734192,115.416053772,3982,109.63
112.936477661,111.19303894,109.700531006,111.354743958,111.140396118,108.951904297,112.115859985,111.466682434,115.095573425,113.133575439,111.345092773,115.338569641,110.022117615,117.166397095,110.927467346,112.995025635,113.443618774,118.093688965,113.187103271,113.192733765,110.833999634,111.604698181,116.195953369,106.454147339,112.477684021,107.599075317,114.882415771,105.673446655,112.368453979,2512,106.09
90.8559112549,94.0213241577,97.0265274048,97.1326751709,92.8123779297,97.5276412964,96.4479064941,102.758140564,97.159614563,92.31300354,94.1163482666,92.0386734009,95.135093689,94.7961502075,90.9084701538,94.5292205811,94.3040084839,93.5689544678,96.1443328857,96.9865570068,95.6359100342,96.6476516724,94.209854126,92.2259216309,87.1671218872,96.1847457886,93.0138015747,95.753326416,93.5844955444,764,87.51
96.7824020386,90.5634613037,91.6346435547,90.385055542,92.267906189,95.8758468628,95.6274185181,91.2727432251,96.5897827148,87.9681091309,99.5207519531,89.3269042969,91.0859451294,90.441192627,90.8932189941,93.0368804932,95.1929244995,92.7407684326,94.6589813232,93.0375595093,91.8156967163,92.8323059082,91.0195999146,97.7075576782,96.5232391357,91.7939987183,90.8881072998,90.0291900635,94.244102478,7477,92.51
109.922531128,109.623809814,108.777992249,112.897819519,116.1614151,114.065994263,111.488136292,114.567085266,113.200065613,113.371337891,112.053596497,115.804107666,110.875190735,119.080574036,113.495834351,118.871635437,110.486930847,117.106079102,112.001953125,112.456787109,110.218582153,116.466033936,111.762145996,109.615097046,108.680374146,117.897148132,116.828552246,113.322372437,110.844970703,1869,106.19
107.692298889,104.597488403,107.001373291,109.368858337,104.564544678,100.286354065,105.208778381,100.59160614,96.9319229126,105.651344299,106.983612061,108.144355774,96.4128189087,101.557914734,110.459220886,102.754272461,105.370384216,106.59098053,106.466011047,106.458900452,105.324638367,108.624336243,110.740898132,101.457321167,100.655982971,104.596458435,107.37297821,106.322013855,103.415084839,2153,102.63
110.62273407,113.924911499,110.987625122,111.529907227,106.442962646,110.043952942,114.770828247,111.701721191,112.526741028,114.398262024,113.20716095,113.890922546,112.29850769,112.169975281,114.294906616,120.22543335,113.908714294,117.775177002,113.731910706,119.754867554,112.053253174,112.869216919,112.99155426,114.528831482,114.060287476,115.278999329,118.953300476,108.462944031,113.613235474,3727,109.24
96.6465606689,97.9917068481,95.3545379639,92.6481933594,87.8975296021,92.946105957,94.3904266357,96.253288269,93.3544387817,95.4120559692,95.2017669678,92.0553817749,92.2150726318,91.1569519043,98.2071762085,91.7151794434,97.8701095581,99.0114059448,92.742729187,90.725402832,96.1867599487,93.2261505127,95.3868789673,93.8032073975,95.3417205811,93.628692627,96.8097076416,95.6438980103,98.3279876709,584,105.23
91.1334075928,93.7230911255,90.122543335,94.2261962891,89.0193939209,90.0861816406,92.2743377686,95.1715087891,95.6937561035,95.165145874,90.6392593384,93.3005905151,88.3234786987,86.0183258057,91.6011428833,93.3833084106,95.32056427,97.6036529541,91.0205841064,90.7773208618,93.4130783081,88.2899169922,88.3128890991,93.0509185791,92.5268096924,91.1068649292,89.357635498,93.4106216431,90.1174621582,8157,91.38
75.1828079224,78.6793670654,77.402015686,78.8420944214,74.4133377075,81.3788757324,78.707824707,74.6753997803,77.0341720581,77.6829528809,78.9794235229,77.4724731445,78.1130142212,75.8114013672,83.6873016357,75.212600708,77.8372268677,77.5443496704,74.554069519,76.556602478,75.9681243896,81.0375137329,80.3221511841,81.6496810913,77.9319229126,79.4072875977,77.6509628296,75.9475708008,80.4819869995,6237,73.52
104.086662292,101.995101929,105.592094421,94.4752044678,102.671875,99.8997039795,103.037033081,95.1411209106,96.7903671265,106.579589844,104.59488678,101.944755554,97.6146316528,100.931640625,100.9792099,100.812278748,104.769966125,101.730667114,97.9329910278,103.01763916,100.201828003,96.6807250977,99.2151947021,108.242889404,107.200958252,100.277999878,106.974601746,97.2714309692,102.153175354,3354,111.44
92.4299163818,88.197303772,98.5265274048,93.0521774292,94.6115875244,96.7702789307,96.8359298706,92.8762283325,92.8003540039,91.9912567139,93.8413314819,89.7785720825,91.6549987793,93.7531509399,93.7875900269,94.4399871826,93.0845794678,92.7039489746,90.8354721069,95.7930374146,94.6347045898,94.6112365723,96.3972473145,93.8764648438,93.571762085,98.0053939819,92.642791748,93.3148574829,89.8664932251,7651,99.06
92.1177825928,93.9914398193,90.750831604,93.9512710571,91.4149017334,95.4714050293,89.7553482056,97.8994598389,96.6676864624,89.7047729492,96.0796585083,88.9253692627,88.2369537354,89.4166870117,93.0510635376,93.5698471069,95.8909912109,91.8749313354,91.964805603,90.8605270386,91.9981079102,87.9972381592,89.6226043701,95.3804626465,90.1629638672,94.0247879028,90.3220367432,94.2026824951,95.1987533569,7726,89.28
118.959014893,109.428855896,111.523460388,111.580993652,114.800636292,116.598617554,111.40297699,116.352996826,123.105827332,113.263694763,112.424003601,113.573905945,114.497016907,108.895706177,117.068145752,122.298614502,111.253074646,115.82673645,108.95867157,117.829040527,106.56036377,111.60131073,113.421607971,116.760246277,109.221290588,110.608596802,111.800292969,111.276229858,122.273452759,567,110.21
104.387664795,103.274101257,99.243057251,97.7084350586,103.518852234,103.654144287,106.385932922,95.9569320679,97.1984786987,98.9667510986,99.6891098022,103.538040161,97.3151397705,104.772628784,101.919235229,101.863037109,106.185569763,102.222358704,104.020858765,101.937088013,101.170349121,107.42855835,99.9659729004,105.786849976,97.6111907959,104.215950012,108.582565308,101.157608032,100.665306091,7331,103.32
109.150947571,118.590629578,115.906585693,112.119155884,116.064735413,113.09526062,111.512542725,114.643325806,114.037078857,115.496116638,109.391746521,114.676734924,115.551048279,118.297164917,114.899841309,117.020317078,116.265884399,120.7239151,111.880844116,117.225646973,117.128173828,113.374687195,103.747993469,124.118843079,110.828918457,115.345909119,112.886375427,115.316711426,112.218467712,743,109.16
113.936424255,115.342597961,109.204452515,107.166687012,120.410057068,108.295394897,109.135238647,112.951141357,108.672714233,113.143531799,110.842658997,108.862487793,104.417427063,111.933517456,112.738670349,111.361236572,109.286437988,118.307403564,107.998847961,113.188491821,110.508872986,107.000686646,108.383583069,106.890029907,110.612136841,112.088310242,112.757530212,112.220924377,109.051139832,1161,113.33
116.518218994,110.301628113,105.492843628,107.749420166,110.385978699,105.919868469,108.288444519,112.207969666,114.134483337,113.402549744,109.973396301,107.030723572,115.188537598,108.82208252,109.759056091,120.410095215,109.097640991,111.960090637,109.995483398,115.801521301,110.937095642,111.150054932,111.380378723,106.181388855,104.136192322,106.60295105,111.261474609,109.366989136,105.449539185,6550,106.64
90.5651245117,97.7511978149,93.3305358887,94.02394104,98.4552154541,94.8725967407,90.9706420898,89.8532943726,95.8246307373,87.7171020508,92.9591064453,89.4397506714,89.284538269,95.09425354,88.2319641113,91.2440032959,93.2197341919,94.5741577148,87.5254516602,93.4115142822,96.5956726074,92.4093322754,91.5787277222,91.9692993164,91.4290008545,96.0809249878,89.4256591797,89.8684387207,91.5748443604,8354,85.93
92.7351303101,96.419342041,96.7801742554,92.5442504883,92.2834625244,92.5658111572,95.3817443848,95.015007019,96.9706115723,93.8040390015,97.3611907959,89.8830566406,88.6799240112,86.8225860596,86.644241333,91.7060699463,88.202003479,89.7468566895,93.290802002,91.4845657349,94.7883224487,92.2818069458,89.9521865845,92.2698898315,93.0278778076,92.7637634277,90.4642410278,87.8539199829,92.9474563599,7274,88.86
90.9600448608,90.8748550415,92.3972244263,91.6074523926,87.2405548096,92.3523178101,91.4401550293,93.4100265503,88.8289794922,93.4095077515,93.376121521,93.955947876,91.3234939575,93.6294555664,92.304649353,90.5756225586,92.9693756104,95.1999588013,91.5140686035,85.4794158936,95.158821106,87.8838272095,87.0096664429,94.1765975952,93.4317474365,94.3718948364,92.3551559448,92.3791732788,90.1542739868,7979,87.84
100.391235352,104.092819214,106.67338562,103.392456055,101.525299072,98.3789825439,103.959472656,95.7288665771,98.8530349731,104.537902832,99.3228149414,100.553695679,97.3720550537,106.244049072,111.227104187,107.912841797,104.257156372,102.156524658,105.111503601,101.295265198,100.760887146,106.686141968,95.8214492798,103.422195435,108.604728699,100.181587219,105.814750671,101.658760071,103.847816467,2451,102.91
101.295211792,105.236274719,100.99130249,99.3466033936,101.221817017,99.4891052246,96.0528259277,98.6770019531,98.3857421875,99.9019699097,101.615684509,111.094963074,96.4831924438,106.026832581,107.832992554,104.605384827,98.3031997681,103.628219604,97.8743133545,101.854133606,101.385551453,104.698516846,101.52759552,103.754104614,99.0245437622,104.718818665,102.651138306,100.811584473,104.038154602,5820,147.22
96.6530303955,94.8543395996,100.229095459,95.5679931641,94.9249038696,96.8953475952,94.8542098999,90.5063705444,92.2944946289,98.5347595215,94.1092300415,100.505737305,91.8767089844,88.4535369873,95.5194778442,92.6229019165,95.4416122437,96.5171890259,96.0669021606,93.1228103638,96.1684417725,87.9233856201,97.4699707031,95.2757568359,94.1996917725,93.4392929077,97.1639633179,100.466720581,100.068557739,371,89.48
113.333961487,114.931015015,113.113426208,110.957321167,112.053436279,110.911392212,111.419754028,108.032737732,119.360824585,114.757598877,118.565444946,107.016777039,119.32257843,113.563232422,116.06690979,114.370315552,117.081733704,112.710365295,109.05216217,103.637954712,108.598213196,112.821899414,113.742095947,108.512886047,120.409156799,106.891349792,112.672683716,110.712402344,112.685180664,3347,132.86
88.6590194702,96.4972305298,94.9118118286,92.710357666,94.3984146118,97.0824661255,93.7883682251,98.3741836548,98.2163543701,95.591217041,93.635269165,94.1317062378,92.8984451294,94.1731796265,95.8342514038,90.8859710693,92.53099823,94.747467041,92.2673568726,96.1509857178,93.2244262695,94.7871704102,96.3783111572,92.8130874634,92.1957550049,93.0923080444,98.1593551636,95.3070068359,93.0922622681,5945,91.22
121.594688416,118.346580505,111.605537415,116.45905304,120.356445312,117.060920715,110.849105835,113.600120544,119.234222412,115.174743652,110.009124756,116.551383972,118.142501831,120.779319763,122.658233643,121.336479187,112.049530029,106.729354858,105.684127808,120.386032104,109.640197754,107.465072632,120.597389221,119.023429871,116.722061157,115.065803528,113.952423096,109.659889221,116.663322449,328,108.87
92.7861480713,97.2239151001,93.2598342896,95.3945846558,95.4438018799,97.026725769,94.2845306396,96.8327484131,92.6422195435,94.4720077515,94.2258529663,93.6578979492,90.02784729,91.5902938843,96.2725753784,101.300804138,93.1752243042,95.4283294678,92.0988540649,97.1629180908,94.6070098877,100.492294312,96.4022674561,96.2099533081,95.6215057373,95.5823440552,91.8409957886,95.9969787598,96.1228637695,6475,104.79
90.1165237427,94.5799789429,96.1115570068,94.7770996094,91.2347259521,86.4814224243,91.9699707031,93.9840393066,89.1325149536,91.6007232666,92.3732299805,88.6447906494,91.6389694214,92.4371948242,92.5667495728,92.3575134277,90.0510101318,93.6119918823,90.1591110229,88.0434494019,91.4180755615,91.9850234985,97.9346008301,93.1830291748,90.4789047241,91.2417068481,93.0425262451,91.808883667,94.8430404663,405,87.65
98.118019104,105.264564514,105.569068909,108.694290161,89.9109268188,112.25579071,109.112007141,103.605140686,101.46206665,89.6531524658,94.6201629639,98.3093414307,108.400001526,109.66897583,104.710609436,119.335739136,100.877952576,103.314575195,106.100349426,104.144668579,102.667068481,100.109840393,100.617362976,107.765907288,100.025444031,105.817115784,111.059089661,106.711753845,103.282180786,3368,91.76
93.4643096924,90.7530593872,87.5348052979,91.8982391357,94.6471405029,92.6039123535,91.2098236084,90.6952438354,93.4381256104,93.9806060791,92.4626464844,90.6753311157,89.4877166748,94.9429626465,90.2968673706,89.4560928345,92.7848815918,91.4318847656,90.9934844971,96.6218338013,90.3640594482,85.1815948486,91.9418716431,97.3145370483,91.2273406982,93.6872253418,90.0565109253,89.705368042,91.2901763916,8247,87.78
106.945587158,108.092208862,108.12084198,103.908866882,110.1222229,104.215919495,105.589004517,107.914489746,113.997016907,107.043167114,105.444168091,98.7459259033,108.562049866,108.227798462,104.639533997,111.25177002,102.643882751,103.322799683,104.497146606,104.764358521,100.846336365,103.620033264,105.527275085,100.734344482,95.9755249023,111.022621155,106.618095398,106.255012512,101.488021851,5026,109.97
98.1515045166,97.2076187134,96.4344482422,98.5453262329,99.3998260498,96.5438919067,95.1672668457,98.4259796143,93.42527771,105.331565857,95.945350647,98.9041519165,93.5620880127,96.7513504028,89.6511306763,101.397888184,107.942199707,93.8962249756,93.8150863647,97.8097839355,98.95262146,98.7809448242,88.6052932739,96.0999984741,94.4841308594,92.6228637695,98.4550247192,99.4777755737,97.4033050537,4689,114.27
91.6512451172,92.1739349365,92.8595733643,94.2643356323,97.5910797119,93.9550857544,88.488243103,91.5522537231,90.6781616211,90.6427078247,95.2971191406,92.2858810425,92.9929580688,93.1674423218,93.5438461304,95.4541091919,93.5146179199,93.8915786743,90.894203186,93.6434860229,92.7815093994,90.8826828003,90.9502868652,93.2091674805,90.5738677979,95.4977645874,93.3210220337,96.301109314,96.2366409302,261,90.99
97.0651779175,95.977973938,94.6123275757,98.001701355,88.4991760254,89.0255355835,94.5161056519,98.3433990479,91.0904388428,98.2960739136,93.7786636353,90.946975708,103.005279541,90.9630355835,93.4530410767,92.796913147,92.773727417,92.3305358887,91.6416778564,89.7728271484,93.7529144287,92.8450622559,99.030128479,94.9439697266,98.8282546997,95.0791397095,96.3055343628,93.1507110596,94.5937042236,827,88.99
76.9626846313,81.4983825684,78.0967636108,77.832244873,78.2238235474,79.2978744507,78.5010223389,75.9002227783,78.8006820679,78.6425476074,76.5855331421,77.7328338623,75.6640167236,80.7562561035,77.7965545654,75.423866272,74.9203414917,78.2170639038,73.8381347656,74.8696975708,73.5451126099,77.1676635742,74.8470687866,80.996711731,81.4668426514,77.4197463989,77.0846176147,82.4284286499,80.9931716919,7920,73.76
95.6963424683,97.8686523438,96.4811019897,94.2135848999,93.5624694824,97.1553268433,97.1434326172,93.4764480591,94.3347396851,96.1543579102,92.7409210205,94.1112670898,92.1349487305,89.2215881348,95.6533813477,92.3507537842,87.9024810791,93.4011611938,90.0714187622,100.791275024,95.6044616699,94.2301101685,98.4209823608,95.3288116455,94.9268951416,91.9934539795,96.6377563477,100.233398438,95.7170715332,4991,90.82
108.017372131,105.84261322,106.553535461,100.400566101,106.439628601,108.245559692,105.674598694,106.291938782,111.542755127,104.261360168,106.728721619,105.703422546,107.754043579,103.115318298,112.470291138,108.129119873,108.045837402,109.771965027,106.712615967,107.622772217,108.382766724,110.219650269,103.983100891,114.150817871,100.512611389,112.787727356,113.057617188,110.154670715,107.043052673,3701,102.3
115.283966064,111.976112366,108.786621094,111.049827576,102.323867798,111.663345337,111.204933167,108.168899536,114.004455566,110.876502991,110.975746155,116.023544312,103.631332397,116.045799255,114.989067078,114.859199524,107.245094299,107.644134521,112.02495575,110.704620361,110.857185364,117.389068604,110.29724884,104.535110474,111.595954895,110.211280823,107.540809631,112.349777222,110.438095093,4487,115.18
107.457420349,104.631866455,105.768165588,97.532409668,96.7199325562,101.891914368,103.468826294,107.169586182,99.3614044189,106.0625,101.487617493,98.8890838623,101.157524109,104.833992004,105.0258255,98.9903717041,102.172134399,105.452018738,102.08568573,111.294021606,100.482727051,106.609512329,107.413482666,99.9642944336,98.7928848267,103.884941101,103.161308289,110.283485413,101.765991211,4260,103.1
91.6242675781,100.548751831,93.2906188965,89.6188201904,93.4402770996,99.3833847046,99.8653106689,93.4134292603,94.5171966553,94.0861663818,96.5268325806,90.4449768066,93.8920059204,93.5645523071,98.5313415527,94.8778686523,98.8324813843,94.9607086182,91.2361450195,92.1549224854,98.2944641113,91.9170303345,96.0954742432,98.070350647,91.1616668701,98.2436447144,91.3811264038,97.0633773804,94.2874221802,3858,98.59
94.8640213013,100.738304138,97.4554901123,95.2644882202,92.7711181641,95.437210083,93.041595459,96.4356842041,91.111618042,96.1038665771,91.0319976807,91.5474243164,92.6196975708,92.6797943115,97.3456878662,92.3535919189,93.2540130615,95.1984558105,93.1375350952,96.2535705566,92.047492981,91.4158630371,99.4848175049,96.9773406982,86.7689819336,92.1747665405,95.5690155029,85.8522033691,91.77709198,2023,99.06
99.0435409546,93.6093444824,95.7839355469,100.51599884,98.0004348755,95.7577362061,95.7823028564,91.7882614136,94.6005554199,96.1758956909,96.2198104858,99.5931243896,92.3283462524,96.7878723145,96.8446960449,95.4270324707,97.1935348511,97.9620666504,90.3975219727,95.4100265503,96.3790588379,97.9282531738,100.027519226,99.2540969849,101.095306396,96.318939209,97.9181747437,92.440612793,98.9242477417,1356,87.07
75.0671081543,82.4801635742,79.4060745239,78.4575805664,75.1759796143,75.0996246338,79.1452407837,79.1394348145,79.9325027466,77.8438034058,81.0059127808,77.9953918457,72.8282852173,80.3612289429,82.2049331665,73.7491760254,76.100227356,79.1094741821,76.2963409424,71.5389175415,78.2233123779,79.2664413452,81.785369873,76.5167388916,77.2305374146,78.1003189087,76.3970947266,79.8754882812,80.8448028564,1655,82.24
89.3170623779,90.09715271,91.0114822388,91.7900848389,89.1507720947,86.3336715698,88.8812408447,94.4606170654,89.0544128418,92.3199005127,90.2245254517,92.1523284912,87.6940383911,94.0111312866,92.6013183594,93.1331634521,92.7340621948,93.4592437744,89.9624023438,85.0698394775,94.1137313843,87.9770202637,92.7344360352,88.0115203857,91.0946731567,93.5205230713,90.3885116577,92.3790969849,91.025390625,627,89.17
107.281684875,105.392234802,108.759414673,122.282333374,107.723121643,112.271240234,111.228797913,113.148094177,118.065704346,109.386131287,109.284225464,108.131278992,106.694709778,109.891098022,103.473770142,114.723968506,117.447914124,114.363868713,108.797157288,116.810760498,108.590408325,106.722053528,115.082687378,107.948913574,107.384658813,109.863426208,109.291152954,104.579872131,111.781578064,1914,108.34
93.532081604,94.0167770386,89.6018447876,93.0872268677,93.9653320312,95.4402160645,88.3721847534,93.4440383911,94.6972045898,89.77368927,95.4445648193,88.9469223022,86.4358062744,87.1627960205,94.0855331421,88.0757293701,88.0076065063,91.6970825195,94.3060836792,89.1863632202,89.9112854004,87.6910858154,97.7373046875,92.7702636719,90.0561523438,93.0481338501,95.0874481201,92.1791152954,95.1177062988,7830,84.72
92.8667297363,99.3902359009,92.2586288452,91.7879257202,93.6342315674,94.0434875488,94.7717132568,93.0608520508,100.07093811,96.112411499,91.6820755005,91.2170791626,94.7728881836,96.7945861816,95.7587966919,89.2994003296,93.4341049194,91.9092712402,92.3025436401,99.1439208984,94.8343505859,95.8524017334,88.9492340088,88.5424957275,95.50440979,100.606758118,93.3797607422,98.1244354248,92.5865325928,1284,88.78
90.9112472534,96.1177902222,91.9626922607,93.1368408203,86.833366394,96.3023376465,91.8979110718,97.2693634033,95.3519287109,93.0862197876,93.854385376,93.5816726685,95.8372955322,96.3645553589,95.5532302856,91.8490600586,96.3390579224,93.0002822876,98.2073669434,92.3790206909,93.6294250488,94.7266082764,91.3139038086,94.9203796387,95.071105957,91.3686065674,95.2270584106,94.6112136841,95.6545333862,8290,88.44
92.7658996582,91.8964004517,91.7100296021,95.2095947266,100.212928772,97.9971008301,92.338104248,91.1438827515,96.532699585,93.9734802246,94.9650726318,95.8875656128,95.2156906128,93.5755081177,89.7818527222,95.5437011719,90.638168335,93.0187454224,89.6696853638,96.607383728,92.0313720703,93.254699707,95.8508911133,92.9766159058,92.6867446899,96.9396438599,94.3212890625,88.5090179443,99.0765686035,4315,95.01
93.4799880981,92.7944412231,84.3324356079,90.654548645,91.6883621216,93.9155960083,86.5477600098,89.4417037964,89.0462799072,91.2824401855,92.1548919678,91.6390686035,89.0981063843,89.8787612915,92.8210067749,92.2426757812,86.9577636719,91.2742767334,91.1106262207,95.523147583,90.9716262817,91.4348831177,88.4528274536,94.5821609497,93.0950164795,92.0058517456,91.7789230347,91.7958221436,92.7837524414,6975,92.41
94.5609359741,100.224449158,95.3757553101,94.6562271118,96.6544876099,93.7254638672,94.7000045776,93.7961730957,91.9154205322,96.6032333374,97.4291305542,100.11315918,95.8446350098,88.6629638672,94.729385376,92.903503418,92.9939575195,98.5668945312,90.4904556274,95.7268981934,95.9540328979,96.603302002,93.1901397705,97.8254318237,96.0444564819,93.6288375854,94.0221633911,93.9886322021,93.9246292114,1075,90.79
90.4925765991,90.3654022217,96.9826126099,91.7604675293,93.4394760132,93.0955963135,89.0912475586,91.1517486572,94.6162490845,94.2668075562,91.2806549072,88.3572463989,87.2501144409,95.2882003784,95.3481674194,92.9468994141,95.1146011353,95.8112335205,89.3422012329,89.0243148804,93.7705383301,91.080039978,89.7538375854,95.5437011719,90.7467498779,94.2243041992,90.1160888672,94.5313262939,95.4204406738,2197,112.51
97.619354248,93.7616958618,95.3563537598,97.859954834,96.0485992432,96.453453064,96.5262756348,94.0743713379,93.7210388184,97.0899200439,92.5345153809,93.1968917847,94.5698547363,88.5322799683,92.9305343628,91.941192627,94.4678497314,93.8292999268,90.9756546021,87.8950271606,95.1022186279,95.3122177124,99.953163147,94.4504318237,94.3294906616,96.9346160889,93.7959747314,92.4979705811,92.7997589111,5686,85.63
100.186149597,105.909217834,106.262680054,113.919013977,106.813995361,100.137763977,110.107299805,106.113052368,102.399078369,104.827796936,105.241256714,103.153266907,105.357009888,101.107444763,105.321922302,110.610649109,103.210983276,108.729629517,104.113922119,109.582847595,103.571846008,104.80316925,100.475997925,102.910453796,106.144836426,101.443138123,107.350692749,103.19077301,109.800231934,3222,102.5
113.324142456,106.727294922,109.407836914,110.771697998,110.476867676,115.730377197,110.340934753,106.718231201,122.12084198,114.940307617,113.468605042,114.758270264,112.706954956,107.983123779,117.246322632,113.166908264,108.903717041,112.394767761,119.108093262,111.178955078,109.969764709,119.402610779,116.531311035,107.287811279,105.498947144,111.081085205,115.175003052,109.679328918,111.764213562,8003,109.32
111.024429321,108.148345947,107.904930115,108.492141724,109.196464539,110.496742249,110.606040955,114.468170166,109.41985321,109.658493042,107.057701111,111.67653656,111.489364624,116.553970337,110.819664001,119.634727478,112.485649109,113.951248169,107.29145813,108.717506409,106.376335144,110.764831543,112.925567627,113.189666748,113.511955261,114.456947327,109.347793579,109.52142334,105.966835022,5152,115.27
75.9645690918,81.7697677612,80.4967041016,79.0513534546,75.8318023682,80.9768371582,84.7044372559,78.5025405884,77.1819076538,77.9944229126,80.4043579102,81.2735519409,74.589012146,77.1430435181,83.4060897827,80.3269119263,76.9688568115,78.0138626099,75.8003463745,73.0962982178,72.4340133667,75.2415084839,76.9409103394,79.7579040527,77.1899871826,73.0910491943,78.0216369629,76.7349243164,80.8447341919,5215,78.71
115.894332886,114.902793884,109.300071716,114.589820862,110.95501709,113.511039734,111.32509613,110.662796021,118.319282532,113.421333313,110.49156189,111.24143219,113.447692871,115.859970093,110.08052063,118.692131042,113.915504456,126.322517395,113.542930603,113.767799377,115.230903625,116.96181488,114.441574097,118.870140076,117.75957489,117.566490173,120.035377502,111.47088623,112.251686096,6208,146.3
99.0892715454,100.872360229,100.435661316,97.1920013428,98.6361236572,103.183769226,102.755462646,98.9560165405,102.483688354,100.328926086,106.907608032,107.781150818,98.4904708862,101.757019043,103.694320679,105.015098572,103.691589355,102.850669861,103.776725769,105.64806366,104.070960999,105.538597107,101.401298523,109.679725647,110.443588257,104.817001343,105.870597839,100.117744446,101.777175903,1721,104.2
92.028137207,96.8096313477,90.7636413574,93.9803619385,93.0530700684,92.3969955444,92.1187667847,94.9735412598,93.0911331177,92.3064956665,96.2333526611,90.3799743652,94.6784210205,90.9178009033,92.1194839478,92.2390289307,91.8868637085,92.3890380859,95.8481292725,92.1395645142,95.1107711792,91.1183929443,95.1841888428,91.6900939941,95.2818069458,92.376159668,90.9396209717,95.6528015137,93.4248962402,4221,89.22
96.6120223999,99.1054534912,95.6039733887,95.7965087891,90.1145172119,102.002258301,96.3163909912,96.1271591187,104.541641235,95.6259307861,100.448501587,92.8408203125,93.0314407349,91.5847320557,95.9921951294,96.7439575195,96.4070892334,94.9640579224,101.448677063,101.089942932,100.884040833,100.699790955,100.961807251,94.8611450195,100.044273376,93.1937561035,100.166702271,92.41822052,98.6086883545,4822,92.98
90.0312271118,91.480506897,95.3719558716,93.2457733154,97.8680725098,96.6156921387,96.5122375488,89.0450973511,93.2289352417,91.2063217163,91.8290939331,91.6613311768,92.2964172363,96.236541748,91.2767333984,93.1809234619,88.0215759277,91.2568435669,91.2639846802,92.2834014893,92.0650100708,93.1300888062,92.7870483398,93.2216796875,93.4133605957,94.4848403931,93.506072998,92.4958190918,88.7250137329,1961,90.43
92.3335494995,94.3536758423,92.5740737915,94.6490478516,88.5888977051,92.8263320923,93.3565444946,95.1174926758,93.0640487671,95.3151855469,95.6266708374,98.9858703613,95.9178390503,97.2486877441,96.5038604736,96.4241714478,92.4909591675,97.1820297241,90.055770874,90.4708099365,95.1530227661,91.4624023438,96.8796539307,89.1991577148,94.9532623291,91.16847229,92.5501251221,97.6201782227,91.326499939,936,94.65
91.7172088623,91.6344909668,91.2662963867,98.1945648193,90.7781829834,99.5982513428,92.4635543823,98.3547286987,92.0812911987,89.2167663574,96.3974456787,94.1710739136,96.36328125,91.9492645264,93.1359710693,94.7205200195,92.8115158081,93.1405334473,90.7574386597,102.861381531,95.4119949341,95.1798553467,95.9310302734,94.5070877075,95.0074539185,99.7670440674,92.1024932861,96.7792663574,94.9443664551,5438,89.72
93.5104370117,91.1415176392,90.6965789795,94.1706924438,98.0128250122,88.6967697144,86.4625930786,93.400642395,96.2547225952,93.2300567627,92.5168838501,90.4244918823,91.5145721436,90.5783157349,91.4979858398,90.3289489746,92.4501571655,96.1440429688,90.8770751953,96.9408569336,93.5447158813,92.2339706421,93.7325057983,97.490234375,91.7022628784,97.9881439209,98.0132369995,96.1858139038,88.7631454468,2859,91.32
96.3259811401,105.123748779,100.125411987,93.6017837524,96.3688049316,89.6784210205,91.3840789795,101.733032227,97.4016189575,97.7146530151,93.1143493652,92.9445877075,94.689666748,98.5543746948,91.3900909424,97.4814453125,93.6013412476,96.8796691895,94.0100631714,103.678871155,94.3262405396,94.0450820923,91.7758178711,98.7004318237,98.5504455566,92.4997940063,95.0788497925,97.25440979,89.9736938477,1346,101.39
91.9848175049,101.299095154,95.6169204712,95.1494827271,93.1896362305,95.0948638916,92.3633422852,96.7756958008,93.2944488525,91.2985534668,94.3557662964,90.7964553833,85.6667098999,90.6401672363,97.0909500122,92.2925186157,92.9577178955,98.1202468872,94.9987564087,93.0947036743,93.8315658569,95.1585388184,92.1112747192,97.6158218384,91.4005126953,93.7403717041,97.2065048218,97.6303253174,93.1220626831,592,92.62
110.241691589,106.600067139,107.149971008,111.583297729,112.273231506,114.035774231,116.233047485,108.999458313,117.464355469,107.222686768,112.754432678,109.991096497,108.183204651,110.350212097,115.875267029,114.368690491,108.416885376,114.396911621,115.82258606,107.440315247,109.927932739,105.515228271,105.743843079,106.161437988,101.95375061,114.386329651,111.618484497,105.701896667,111.941894531,3965,109.05
