keras_r20,keras_r21,keras_r22,keras_r23,keras_r24,keras_r25,keras_r26,keras_r27,keras_r28,keras_r29,ID,y
102.934822083,102.986061096,102.038230896,102.369789124,102.432701111,102.630119324,102.18157959,101.994880676,101.972122192,102.898483276,707,102.0
79.0717315674,78.3360061646,78.637260437,77.9337768555,78.6871948242,78.5548324585,78.1857452393,78.834236145,78.4864425659,78.7858734131,1824,78.5
92.5325622559,92.708152771,91.9577178955,92.8346252441,92.4463043213,92.6075363159,91.4430007935,92.650680542,92.0273361206,92.5194015503,6952,87.44
102.744041443,103.596076965,102.365219116,102.613113403,101.535995483,106.544181824,102.179519653,102.733016968,101.99256134,105.988059998,1516,101.7
112.342887878,112.344078064,112.286613464,112.2837677,112.597877502,112.18081665,112.153648376,112.349700928,111.302703857,112.110305786,1847,105.4
92.7722167969,92.553062439,92.663269043,92.6139755249,92.4482116699,92.1548995972,91.6326217651,91.8913116455,92.0910644531,93.1314086914,6695,91.3
92.8344726562,92.7080078125,92.6730575562,94.9845581055,92.4686355591,92.7001495361,92.6011352539,91.9032363892,96.7427749634,92.7844619751,6009,92.66
93.1179656982,92.6281204224,93.0457763672,91.8401947021,91.8762359619,92.1872634888,91.8396682739,91.9200592041,92.3821029663,92.520072937,5734,112.62
112.29384613,111.978614807,112.557357788,112.134483337,112.517372131,112.335517883,112.554397583,112.065757751,112.673934937,112.375205994,2411,113.39
112.342720032,111.980819702,112.706817627,112.482093811,112.23072052,111.514434814,112.551429749,112.243743896,111.553497314,112.11190033,1798,112.51
112.343147278,112.359596252,112.705665588,112.276496887,112.488868713,112.299278259,111.713775635,112.252037048,112.09677124,112.368431091,5427,113.95
112.616401672,112.332687378,112.436187744,112.132293701,112.233650208,111.521720886,112.159370422,112.244644165,111.556251526,112.661170959,1575,109.19
92.5235748291,92.2613067627,92.5271759033,92.1198120117,92.5131225586,92.2497787476,92.5908660889,93.3667755127,92.4750747681,92.5174407959,7343,92.59
102.778488159,104.921447754,102.392448425,103.454811096,102.164840698,101.714782715,102.367210388,101.702796936,100.688232422,102.69418335,6672,99.54
92.5525512695,92.7234954834,93.0652542114,91.884185791,96.387840271,95.1669311523,92.1244506836,91.9225997925,93.426902771,91.8428955078,2742,87.58
92.9642105103,91.7117004395,92.6641845703,91.9431838989,93.3304367065,96.3619613647,98.6233062744,92.9937973022,92.4492797852,93.1501464844,6728,104.89
92.3361358643,92.9367446899,92.054069519,92.360244751,92.3293380737,92.2096481323,92.0281143188,92.6213226318,93.1670074463,92.7876205444,8291,99.91
103.208633423,101.900146484,105.910392761,102.217941284,102.600616455,102.180427551,104.098747253,106.020339966,103.89705658,101.984580994,4020,95.35
100.389038086,91.6537399292,93.0870513916,93.6572341919,92.4755630493,92.6092147827,92.4223861694,96.0080871582,95.1564483643,92.7966461182,428,90.79
102.031471252,103.637168884,104.09828186,102.070899963,102.820152283,102.656288147,106.992599487,102.237197876,102.162155151,101.879333496,5636,97.07
93.119972229,91.6847686768,92.9365844727,93.8611068726,92.5199050903,93.3128585815,92.6079101562,96.406036377,92.5467147827,93.1339187622,948,101.02
112.116416931,112.264678955,112.433517456,103.450027466,112.232666016,111.250511169,112.148643494,112.02545166,112.744758606,112.662223816,8300,103.62
112.513237,111.976928711,112.123016357,112.28237915,112.197639465,112.328269958,112.555671692,111.179847717,112.071418762,112.006286621,7412,108.15
78.5466384888,78.2074050903,77.4385681152,79.1424407959,77.5320739746,78.7672958374,78.6626434326,77.7385559082,78.561668396,78.5857696533,2863,80.53
78.4414596558,78.1443481445,78.8290252686,79.140914917,78.6854476929,78.3348312378,78.6585083008,79.0011901855,78.3356018066,78.4216384888,9,80.62
102.065437317,103.019035339,106.561882019,101.871482849,101.861236572,102.15120697,100.566429138,97.594619751,101.892028809,102.901985168,607,107.67
92.5338516235,92.2860031128,92.9183349609,92.8595809937,92.8656539917,92.1258087158,93.9447860718,92.0129699707,93.2316894531,92.78465271,4295,91.41
92.5488357544,92.6339416504,93.4234008789,95.1659011841,94.2001724243,93.1302490234,92.9414138794,96.7098007202,92.580619812,93.8425140381,6948,89.19
96.9813308716,96.6939315796,95.6754837036,96.5132369995,92.8715133667,95.5216598511,98.0050354004,96.7110519409,95.9678878784,97.5164413452,106,98.08
92.8129653931,92.7139129639,92.227684021,92.6319198608,92.055847168,92.4288253784,93.0550537109,92.673034668,93.4181289673,91.8328094482,900,87.28
102.016555786,101.814750671,101.50604248,102.112251282,102.483825684,102.667167664,104.27280426,101.936225891,101.932044983,102.892753601,7675,108.4
112.696128845,112.356178284,112.127334595,112.614448547,112.488082886,112.338943481,112.548675537,111.986801147,111.549659729,112.624954224,778,122.47
112.617797852,112.369659424,112.707290649,112.131515503,112.506698608,112.139419556,112.552078247,112.064987183,111.554039001,112.014213562,5314,108.86
112.343864441,112.342552185,112.095184326,112.127593994,112.231140137,112.339576721,112.14238739,112.241912842,111.555519104,112.38494873,550,112.54
93.1489944458,93.1594314575,92.9169311523,92.3110733032,92.4404220581,90.48802948,92.5889358521,91.9116668701,92.4911117554,91.8400268555,4547,105.89
94.873916626,92.663230896,92.6039886475,92.5730667114,92.8106231689,92.604675293,91.4115905762,92.646484375,95.0984954834,93.1717681885,5428,97.36
104.01083374,102.034767151,103.159965515,102.358764648,110.016777039,101.896873474,102.131462097,101.619087219,101.949066162,102.41028595,6635,98.67
112.116233826,112.423797607,112.704528809,112.291664124,112.232398987,112.358444214,112.551475525,112.345977783,112.071662903,112.014762878,4520,118.53
102.49080658,101.584655762,101.49080658,102.338806152,103.977294922,101.732116699,100.932945251,102.386909485,101.881820679,102.532783508,7888,97.85
112.343780518,112.550643921,112.129211426,112.482543945,112.121376038,112.301116943,112.412399292,112.336700439,111.552047729,112.109169006,6674,110.58
92.5455856323,92.297958374,92.8970794678,92.3193206787,92.424369812,92.8613052368,92.4734420776,91.9092330933,92.5578842163,93.1301269531,485,97.91
93.1212310791,92.4872894287,91.9890213013,92.4644851685,91.8974609375,92.798034668,92.3514328003,92.0082244873,92.1123352051,92.7920684814,4403,96.69
112.665611267,112.10243988,112.277931213,112.140571594,112.218902588,112.136398315,112.537322998,112.344963074,112.414497375,111.954750061,6929,106.1
93.117729187,92.7144927979,92.6021499634,95.728515625,92.4586868286,92.7917480469,92.3534393311,91.9032821655,95.0800476074,96.4727630615,3311,88.67
93.1135864258,92.7205123901,93.4648513794,91.8867340088,92.5471496582,92.682723999,92.3536834717,94.5500030518,92.4922714233,91.8413162231,706,99.05
112.692405701,112.373046875,112.289733887,112.62361145,112.48790741,112.131004333,112.411071777,112.346305847,111.352836609,112.328712463,2830,107.66
97.5616912842,92.3558807373,95.945022583,96.5573883057,97.2129135132,97.5567245483,96.7962341309,92.624671936,98.2819137573,92.8039398193,4695,95.46
102.736526489,102.558876038,105.072906494,104.143028259,103.109367371,111.139343262,102.132049561,102.423942566,101.969787598,102.017425537,1632,105.3
92.9660873413,92.6612014771,93.0664367676,91.7983703613,92.4457015991,92.6111373901,94.9952392578,92.620010376,92.5086288452,92.8126144409,2666,111.49
112.620056152,111.979751587,112.705734253,112.1328125,112.598129272,112.297485352,111.986183167,112.250419617,112.061805725,112.110969543,1136,114.39
108.608665466,100.705581665,101.547149658,103.965560913,102.727020264,107.237205505,104.150375366,104.203956604,110.083404541,104.306762695,4604,97.21
93.1863479614,92.5439453125,92.0701980591,92.3972320557,96.1920089722,94.2202148438,92.795501709,96.1161956787,94.0818634033,92.7927703857,5553,89.34
112.683738708,109.529747009,111.310317993,112.416320801,112.157684326,108.526405334,111.985450745,108.834739685,112.06842804,111.943992615,7043,110.59
92.9913024902,92.6031036377,92.3157424927,95.201965332,92.5991973877,94.0872116089,93.9368667603,92.6848754883,94.6408157349,92.7883987427,2691,95.59
92.6374435425,92.4772567749,94.4912261963,93.2113723755,94.841583252,92.6170730591,95.6301269531,92.6132888794,96.1943435669,95.8331985474,2645,90.05
92.3774642944,92.6674728394,92.9117736816,91.6550674438,91.857635498,92.3952255249,92.3805007935,91.99974823,95.1318435669,93.2023773193,5549,94.74
92.5333023071,92.1785964966,93.148399353,93.2335968018,92.5273666382,94.7209091187,96.6807556152,92.6644897461,95.3167572021,92.7864990234,4017,89.63
96.7543792725,96.5519104004,97.6628570557,96.2695159912,92.4409942627,95.9415664673,96.8054504395,96.870513916,96.7632446289,96.9795837402,5422,100.36
112.616485596,112.550140381,112.126922607,112.243476868,112.457450867,112.297828674,111.712997437,112.254020691,111.556915283,112.389533997,6138,109.04
92.5946121216,92.601272583,91.3574905396,91.7468185425,92.7111740112,92.8054504395,92.581993103,91.9798202515,92.4443359375,92.0549468994,1572,102.13
102.287200928,102.34324646,102.811187744,102.725349426,104.579353333,102.622055054,107.069015503,102.764778137,101.967468262,103.916618347,5575,112.69
78.9755783081,78.3981246948,78.9524078369,79.1411972046,77.710975647,78.7677841187,77.4809112549,77.7617111206,78.3342514038,78.7156982422,2741,75.79
93.3734664917,96.6196060181,96.187461853,97.2433395386,97.3745269775,96.707069397,95.3843307495,96.5849990845,95.1401672363,96.8997116089,4331,88.39
92.8047866821,92.8080062866,93.0642623901,92.2623291016,91.9834823608,93.7032089233,92.5891799927,96.4952926636,92.1570281982,92.7887496948,807,90.87
102.04750061,101.857658386,102.354049683,102.086418152,104.90247345,102.639083862,105.548812866,102.155220032,102.026565552,103.217384338,4443,102.91
96.7110748291,93.9037857056,92.8684539795,92.9489059448,95.5757141113,93.538520813,92.6083984375,93.5859451294,94.9688796997,93.6361541748,1712,87.71
108.633117676,111.957817078,112.435997009,112.292541504,112.436035156,112.301261902,111.968887329,112.059761047,111.553703308,112.65196228,7831,108.7
93.1168899536,92.4025878906,93.0704345703,92.62084198,92.3264846802,98.0473022461,92.3593444824,92.6376266479,92.4364624023,92.8078613281,2419,90.49
92.5381164551,92.5395126343,93.0651855469,92.326965332,91.8653335571,92.6061172485,92.7308120728,91.9791717529,92.2338027954,92.7445831299,6813,89.08
92.7030181885,92.5168228149,92.4627914429,91.7286224365,91.9315567017,93.0417709351,91.9852828979,91.9842681885,90.7683410645,91.8874359131,5949,87.71
112.33656311,111.970352173,112.122184753,112.621200562,112.254394531,112.358337402,112.384552002,112.243789673,111.552902222,112.367027283,1528,111.48
112.622558594,111.971229553,112.704055786,112.279708862,112.475097656,112.339431763,111.715835571,112.349052429,111.556465149,112.663322449,5852,109.11
112.117584229,112.426094055,112.131011963,112.293830872,112.127334595,112.33959198,111.715881348,111.99130249,112.09828949,112.015258789,739,112.19
92.2633666992,92.389541626,92.6412506104,91.8916320801,91.9054412842,92.1269378662,92.3103637695,92.6190872192,92.0704040527,92.8083114624,7546,98.44
102.682113647,101.899551392,102.371047974,102.401565552,102.189628601,101.786209106,106.670783997,102.549034119,101.947601318,106.263717651,875,101.42
112.67514801,112.214546204,112.702690125,112.223068237,112.127502441,112.336517334,111.715698242,111.990402222,112.593032837,112.277824402,8230,105.29
112.226615906,106.753440857,107.465148926,106.889221191,110.566413879,106.35294342,105.492500305,101.875770569,103.059158325,106.488769531,2542,106.31
96.2313461304,92.4688796997,92.8767700195,92.7943954468,91.8949890137,96.9963531494,92.5911102295,92.6126480103,90.822593689,92.5200958252,961,93.41
92.4834289551,92.2261276245,91.4897460938,91.8589096069,91.8510055542,92.6008758545,92.5962677002,92.642364502,90.9348754883,92.7839279175,3513,101.45
92.4978103638,98.228263855,91.9581222534,96.2363891602,97.0056152344,95.0435180664,91.9275283813,92.1881561279,93.8139572144,91.8288879395,118,91.59
112.611755371,112.101928711,112.28225708,111.934333801,112.227157593,112.355613708,112.416320801,112.252349854,112.569656372,112.361442566,5856,116.39
92.2825393677,92.7279052734,92.6860961914,92.3436965942,92.5706176758,94.5888671875,93.3539657593,92.6118621826,92.4985046387,92.7702636719,6161,87.38
94.5617675781,92.7255172729,95.5414962769,92.3023681641,92.4780578613,92.2143707275,91.31199646,93.2459487915,95.5429611206,96.6733322144,3131,89.61
112.343040466,112.524520874,112.428543091,111.017738342,112.229698181,112.131736755,111.713813782,111.989021301,112.604103088,112.308837891,176,110.37
97.0413742065,93.3684692383,92.887588501,92.4980392456,97.3901977539,94.241065979,96.7315368652,96.7133178711,94.1850280762,100.494483948,233,89.49
92.4998931885,91.2009048462,91.8355407715,97.3146591187,92.4319839478,89.9804763794,91.8223648071,91.9690170288,94.8581008911,93.1392669678,6075,94.27
96.1793746948,92.3155975342,92.213760376,93.1972351074,92.9559936523,90.412902832,97.1581878662,95.6224746704,93.5267791748,92.7922592163,1194,88.3
79.0670166016,78.3443450928,77.4487228394,77.9558105469,77.532119751,78.9051589966,78.228515625,77.8635482788,78.5562438965,78.3352355957,90,79.0
112.344085693,111.968383789,112.435958862,112.465545654,112.59753418,112.339111328,112.160682678,111.991905212,112.097625732,112.389640808,958,110.2
92.3050689697,92.4407653809,91.2719497681,92.3336715698,93.7338638306,92.1983108521,91.9870452881,91.9036026001,92.4835891724,91.8233337402,7259,90.27
92.5079193115,91.7071685791,92.93800354,92.8453979492,92.0530471802,93.3067245483,95.0556564331,93.5514221191,93.2224349976,93.6009902954,2210,98.59
96.0806503296,94.190071106,96.0685348511,91.9229888916,92.4631652832,92.9922943115,98.9237518311,91.9073638916,92.4599151611,92.7972946167,1983,100.62
96.0949020386,93.1150131226,92.6723175049,92.7873306274,91.9252700806,90.8093109131,92.6050796509,91.9891281128,92.4603500366,92.5202865601,1409,99.22
112.343719482,112.347183228,112.125175476,112.495521545,112.233863831,111.522483826,111.972686768,112.249336243,112.743476868,112.386001587,1382,124.17
97.1810455322,92.5659255981,96.4355010986,97.145401001,96.9416503906,95.0834579468,95.7224273682,92.668510437,95.1568527222,96.0111312866,4704,90.14
112.34349823,112.36743927,112.294685364,112.390686035,112.119102478,111.506202698,112.554832458,111.98740387,111.551437378,112.362182617,3657,112.54
93.7449264526,92.2806015015,93.0414428711,92.8530426025,94.2621459961,94.9677963257,96.8469848633,97.0213317871,92.513999939,92.7914352417,2916,92.91
112.113868713,112.543968201,112.131164551,112.467681885,112.119293213,111.51512146,112.155387878,112.34211731,112.09715271,112.012817383,1298,130.97
102.777770996,92.6808547974,93.3208084106,94.2814788818,93.1908569336,94.9457778931,93.5183258057,96.3840408325,95.5179672241,92.8288879395,3062,93.58
93.1204299927,91.9263534546,94.1044235229,91.7781143188,93.0044708252,92.2133865356,92.1892166138,91.9927062988,92.6494598389,94.681968689,7476,92.98
104.626617432,101.84021759,102.612197876,106.347541809,101.887290955,102.428382874,105.29523468,104.386779785,101.965332031,102.910049438,4410,100.67
102.600219727,102.139686584,102.36277771,105.1692276,102.238845825,102.575759888,101.403312683,102.501304626,100.705680847,102.098052979,5617,97.95
101.55493927,101.897819519,102.380493164,101.570266724,101.591888428,101.733406067,103.364028931,100.699783325,101.943099976,101.800384521,649,100.56
112.685050964,111.972923279,103.53843689,112.336006165,112.231941223,112.140510559,112.554870605,111.991340637,112.071113586,112.387802124,7861,108.08
92.4736328125,93.1441192627,91.3265228271,93.0246734619,92.8393325806,92.6073989868,92.7971801758,92.6528015137,92.2286682129,91.9162521362,647,90.27
78.9721221924,78.5311737061,78.8266067505,79.1409988403,77.6931915283,79.6553497314,77.4768371582,77.748664856,78.550819397,78.6069793701,8073,82.44
92.8404922485,91.6467514038,92.9081115723,92.4828643799,92.572593689,92.2972793579,93.8720626831,92.6226882935,92.7517166138,92.7824249268,5652,87.28
92.3839797974,92.3367919922,92.6381072998,92.8082046509,92.5846176147,92.1993179321,94.7027359009,92.8426055908,92.2655410767,92.6331481934,8266,96.11
92.5157394409,91.6828842163,92.8577423096,93.021156311,95.1232070923,92.6096115112,93.5449981689,92.573097229,90.7086715698,92.776184082,8285,85.84
112.343612671,112.193626404,111.911956787,111.013885498,112.289146423,112.140991211,112.334815979,112.224975586,108.489807129,112.111732483,1823,108.36
112.691078186,111.97807312,112.131622314,112.13407135,112.473999023,112.133903503,112.552322388,112.340438843,112.078834534,112.366569519,4812,108.76
112.343681335,112.367294312,112.130157471,112.461135864,112.231170654,112.296928406,112.417297363,111.986885071,112.563362122,112.66355896,3603,106.55
92.833480835,92.677520752,92.0237426758,92.8386001587,92.4394073486,95.044303894,92.3937988281,92.6607284546,93.9855957031,92.5416412354,6408,93.24
112.617164612,112.352668762,112.131011963,112.306381226,112.488243103,112.33833313,112.41771698,112.063735962,112.071281433,112.384735107,6800,109.67
102.624298096,103.109329224,102.374038696,104.595985413,101.845817566,101.806472778,107.410644531,105.779716492,103.380783081,106.337280273,7171,107.93
78.53125,78.3285827637,78.8291778564,77.9207763672,77.6969909668,78.7675170898,78.6588821411,79.0105133057,78.2382965088,79.1380615234,7694,78.1
92.7778244019,92.5697555542,91.241065979,92.3064651489,91.8621673584,91.9852600098,92.3195953369,91.9694290161,92.4096298218,92.7770233154,2130,99.03
92.5666503906,92.3407821655,95.5914840698,92.8368682861,93.0267944336,94.7034912109,96.1352844238,95.2516937256,92.5082321167,92.842666626,5377,103.42
92.3122558594,91.9764938354,93.0032577515,92.38230896,92.5217514038,89.4740219116,92.349822998,92.0004272461,92.4868545532,92.7292022705,6032,112.72
79.0582809448,78.3982467651,78.6387023926,78.2926635742,78.7842178345,79.6920776367,78.6589355469,81.7819442749,78.5505828857,78.4342803955,3772,74.86
112.344184875,112.360618591,112.704727173,111.980651855,112.490509033,112.300552368,112.410469055,111.990997314,112.340423584,112.30317688,7661,116.36
92.8032608032,92.4777450562,93.1084213257,92.9715652466,95.4472351074,95.2638549805,92.4185943604,92.0950393677,94.4604797363,92.7902832031,1344,103.9
93.1119155884,92.6284637451,92.8714294434,91.9695968628,92.4536743164,93.5059890747,91.992225647,92.6238174438,92.4265365601,92.5137252808,2430,88.34
93.1204605103,92.7552337646,92.8995513916,92.4054641724,92.8517303467,92.2119293213,92.374168396,92.6198501587,92.073387146,92.7848129272,7497,91.17
112.675605774,112.550773621,112.131240845,112.292602539,112.23033905,112.339332581,111.711479187,112.341133118,112.264038086,112.067123413,5067,135.14
112.618293762,112.371612549,112.130004883,112.622253418,112.589775085,112.122123718,112.405822754,112.244270325,112.732322693,112.353469849,5119,110.0
97.3453598022,97.107208252,94.1649627686,97.2071533203,97.498840332,95.7742156982,98.5295944214,96.6707839966,96.8213882446,92.8297195435,1557,91.68
96.4959869385,92.5805664062,94.3033218384,92.3679580688,91.9249725342,92.6070022583,93.0034790039,96.2167510986,92.834602356,92.5012893677,1017,87.53
103.583442688,107.196029663,104.715782166,104.349151611,104.918258667,108.282356262,107.195297241,105.145111084,102.123825073,102.604248047,6522,102.91
102.161376953,103.045516968,102.407241821,102.438766479,106.912635803,105.619758606,103.39151001,102.236053467,102.029197693,104.128929138,3181,98.74
93.1160964966,92.4448318481,91.9605941772,92.3415679932,92.5146026611,94.9613418579,92.3594970703,91.9782867432,92.1230621338,93.1316833496,4407,98.96
102.792160034,102.173194885,102.395980835,102.303688049,101.762107849,106.692886353,105.834197998,105.813529968,101.960289001,102.575614929,4965,99.11
112.343978882,109.0546875,112.650497437,112.478164673,112.487701416,112.357940674,111.974105835,112.34577179,112.712539673,112.005279541,1353,107.22
102.744750977,104.861106873,103.145401001,106.369110107,101.623985291,104.583312988,109.926719666,105.324920654,102.021141052,107.025558472,1699,101.46
95.0123672485,91.6480484009,93.8380966187,92.1864852905,92.6618347168,92.4795913696,95.1920547485,92.6562347412,94.7378311157,92.2225189209,5363,105.05
92.5309829712,92.5324707031,92.684928894,93.5601577759,92.3870010376,91.9072418213,95.8313827515,92.6307220459,93.1928939819,93.4746398926,2336,93.65
96.7119979858,91.6844940186,92.6853790283,96.8326416016,91.9036636353,92.2351608276,92.5919952393,93.8116378784,92.1396026611,92.7873153687,586,91.26
92.8007659912,92.8508529663,92.7083129883,96.5092391968,96.9032974243,98.2777786255,94.4327011108,92.053062439,92.4313964844,97.36693573,2084,93.92
104.055404663,103.42111969,103.600372314,105.422813416,102.349899292,102.677810669,100.936058044,102.421646118,102.690841675,102.878097534,4961,100.24
112.343032837,112.532302856,112.43447113,103.439880371,112.121459961,112.35256958,112.412513733,112.064552307,112.071014404,112.092124939,7218,107.98
78.4994277954,78.2157211304,78.6407089233,78.2862701416,78.6828308105,78.7669219971,78.181312561,77.8514328003,78.3311386108,78.4747467041,6061,83.09
112.343856812,112.550247192,112.125183105,112.292541504,112.459342957,112.357658386,111.972488403,111.992218018,112.741226196,112.662780762,5925,120.38
92.5233917236,92.7290496826,91.7282028198,92.4873199463,92.8391494751,94.9541091919,92.3552322388,91.9818649292,92.1883544922,92.5437164307,6977,89.49
112.696533203,112.369995117,112.294372559,112.293159485,112.596351624,111.520530701,112.152198792,112.065559387,112.534950256,112.389595032,1464,111.5
102.033981323,103.3203125,102.38999939,102.658309937,102.509185791,102.721504211,101.1328125,101.919769287,102.523338318,101.686332703,7307,119.38
92.5753707886,92.0204086304,93.0564117432,92.5820007324,92.8241729736,92.4649276733,92.1866607666,91.9836883545,92.266960144,93.1330032349,5445,90.79
92.3201141357,92.8171615601,91.8469314575,92.4296264648,92.4406738281,92.5741271973,91.2058563232,92.6308059692,92.0016021729,92.7903442383,6367,89.03
112.342407227,112.424255371,112.436691284,112.287994385,112.587471008,111.522232056,111.71572876,112.348754883,111.556541443,111.968788147,2852,110.32
92.2972335815,91.6369171143,92.2933044434,92.5022735596,92.4274291992,92.4611129761,91.3697052002,92.620552063,92.4734725952,92.788192749,7724,88.86
94.727645874,95.9816894531,92.8721694946,96.1775817871,95.4228134155,94.8625946045,95.6710205078,92.6178894043,95.6467056274,96.313835144,7282,89.06
112.343963623,112.37159729,112.287101746,112.10735321,112.489311218,111.514228821,111.969795227,111.990432739,112.573379517,112.236183167,2257,109.63
102.697120667,101.901344299,102.379920959,103.178718567,101.662109375,104.505020142,102.174484253,102.384483337,102.078941345,102.369873047,8180,99.68
93.1509857178,92.7136535645,94.6393280029,94.2834091187,96.6615905762,95.029258728,97.1477432251,92.6430892944,94.6278915405,93.6903381348,894,92.79
112.611274719,112.355819702,112.080307007,112.016593933,112.258872986,112.140808105,111.97290802,111.985900879,112.071105957,111.500465393,8012,107.13
93.9256286621,92.7137908936,93.1065216064,92.9049224854,92.8543777466,92.6361999512,93.6965255737,92.6364974976,93.1284790039,92.0945663452,165,114.76
79.0448226929,78.5321655273,78.8267745972,78.2854919434,78.7846679688,78.9057388306,78.1449279785,78.8304290771,78.2356719971,78.3366546631,3009,75.82
112.339256287,112.4009552,112.435447693,112.620697021,112.116706848,112.300346375,112.144668579,111.988044739,112.512626648,112.662094116,3978,110.94
93.1035766602,92.4964599609,91.2288742065,92.4749603271,92.3796615601,92.2177276611,91.4496612549,91.9726104736,92.3957595825,92.4823226929,2706,93.55
92.6186828613,92.7097320557,92.919303894,92.5005722046,92.4711456299,92.7318191528,91.8099441528,92.0079574585,92.8452835083,96.2162399292,7731,92.81
96.457069397,92.709236145,92.6783752441,92.5161437988,92.4391021729,92.2827529907,92.5894699097,92.6552352905,93.0552825928,91.8284606934,744,99.48
107.323509216,103.529853821,106.320205688,102.416595459,103.131576538,102.650299072,107.320732117,102.438873291,100.967712402,106.093460083,2797,100.75
94.8571624756,92.9093933105,96.1026687622,92.1778945923,91.9451751709,96.6463928223,96.2773971558,95.5285720825,95.1104202271,92.7846908569,6917,97.14
97.0761184692,92.692237854,92.9052429199,92.2159881592,92.4468460083,92.607925415,92.0596542358,94.6973876953,92.6328582764,92.5885543823,3589,114.51
103.611862183,103.030181885,103.413276672,103.532707214,101.8673172,102.73046875,102.486862183,101.978485107,102.190582275,102.969856262,2457,101.64
102.033676147,103.029029846,101.511505127,102.326057434,101.830619812,102.634307861,102.442817688,102.418296814,102.912322998,103.045608521,81,98.16
112.61844635,112.363792419,112.131195068,112.292724609,112.59979248,111.520584106,112.549766541,112.065643311,112.095367432,112.356033325,1065,109.16
97.0683059692,92.7383270264,97.2410125732,93.0434265137,91.8690032959,92.8399734497,92.21509552,92.7262649536,92.9809112549,92.7978897095,2601,94.39
93.1667709351,92.7181625366,96.3527603149,91.8821029663,92.9366073608,93.3235473633,93.9843826294,92.7227859497,92.8715057373,92.5258560181,7404,92.58
96.6531295776,95.9800338745,95.8817367554,96.5529556274,96.3700485229,94.5334625244,95.3068389893,96.5297851562,92.8951339722,93.446105957,5660,90.4
103.513694763,99.3296432495,97.4938659668,97.3293838501,112.507240295,100.498565674,100.481536865,96.9281997681,97.1255950928,95.6178283691,169,93.03
92.8261413574,91.8061294556,97.3589172363,92.5938491821,92.3960342407,92.2042617798,95.1302337646,91.9855804443,95.1446685791,93.1374130249,3034,96.28
102.611152649,101.760704041,102.333908081,102.349494934,101.829544067,102.557594299,102.124435425,101.643951416,100.556892395,100.853149414,6788,98.91
102.638496399,105.74836731,102.31388855,102.720199585,101.530662537,103.122520447,106.992431641,105.650909424,106.562255859,102.004562378,300,96.78
92.3442611694,92.4201126099,93.0595626831,92.5620956421,91.8615112305,90.2097396851,90.8785247803,91.9622344971,92.4367904663,92.78515625,979,88.06
112.343925476,111.980705261,111.356918335,112.282455444,112.480819702,111.520721436,111.708648682,111.986175537,112.607933044,112.111793518,1468,108.56
92.5254745483,93.3956604004,92.7403640747,91.8765716553,92.9926147461,92.8357849121,92.3686447144,92.05078125,92.5155487061,93.4770584106,6777,105.49
92.4210891724,92.7139205933,94.5365371704,95.3301086426,92.9670715332,94.709526062,97.5548095703,96.466003418,96.355430603,92.8272094727,5126,94.21
93.383972168,96.5286636353,96.9537963867,92.4151306152,93.271774292,95.2950592041,95.8177490234,92.9074859619,94.0133972168,93.6549987793,804,94.51
92.853012085,92.4256591797,95.6346435547,92.5625305176,92.4207992554,95.3725738525,97.1438522339,91.9222106934,93.231803894,92.8151626587,2527,87.37
97.5922470093,96.1782836914,97.4588775635,96.5177154541,95.9477920532,97.1271362305,94.9272232056,93.5809402466,97.0335540771,96.2104949951,5043,90.47
106.920654297,102.219863892,101.513198853,104.09752655,103.210754395,108.249397278,103.775360107,103.397453308,103.009597778,103.650352478,5351,104.28
92.7835845947,92.2647247314,91.9381713867,91.4391860962,92.4204330444,92.602897644,92.424407959,91.9048538208,92.0710144043,92.7740707397,4063,91.06
96.8923110962,95.982131958,95.4413833618,96.4801254272,97.4319763184,95.0518188477,96.8390579224,92.6555480957,95.0670852661,96.7793197632,2634,92.64
97.9001464844,93.2068710327,97.2844390869,92.7349014282,91.8561019897,92.6030807495,93.0215377808,92.6206436157,95.1795349121,92.846244812,2549,97.99
93.8614273071,93.187286377,93.1517562866,96.2946090698,96.6944274902,94.7528686523,95.3000259399,94.329284668,95.2074584961,96.2503509521,1637,105.03
93.0942153931,92.5413970947,92.5871734619,91.774307251,92.3419876099,92.6045303345,92.6000518799,92.6470794678,92.43409729,93.1288452148,6305,89.49
112.343788147,112.338172913,112.062156677,112.135513306,112.599464417,112.298103333,112.413803101,111.99230957,112.070274353,112.663139343,7009,121.57
112.61794281,111.97971344,112.12272644,112.133453369,112.419792175,111.519630432,112.157066345,112.065635681,112.095375061,112.013725281,4963,105.91
92.8047790527,92.3945236206,92.6812667847,92.6340789795,91.983505249,92.496383667,92.5891799927,92.3851852417,92.892250061,92.7887496948,723,100.64
102.86025238,107.348731995,101.50743866,103.636695862,102.0209198,106.366455078,105.226730347,102.033943176,104.928199768,105.329269409,3007,102.3
102.155433655,102.19342804,103.137115479,102.513595581,102.014793396,102.650550842,101.2029953,101.937934875,103.401870728,103.787185669,7228,100.98
92.5542907715,95.9484329224,94.7462463379,94.7731933594,94.0807495117,92.6147460938,96.421333313,95.0027008057,94.6804885864,92.7923278809,2541,109.26
112.344024658,112.373176575,112.705833435,112.623298645,112.233253479,112.345397949,112.163993835,112.25038147,111.5496521,112.015151978,8216,113.1
103.173522949,102.381973267,106.439743042,101.770713806,102.527236938,101.796318054,105.601837158,103.714080811,106.300231934,104.785675049,174,102.31
