keras_MAE3_lg_relu1,keras_MAE3_lg_relu2,keras_MAE3_lg_relu3,keras_MAE3_lg_relu4,keras_MAE3_lg_relu5,keras_MAE3_lg_relu6,keras_MAE3_lg_relu7,keras_MAE3_lg_relu8,keras_MAE3_lg_relu9,keras_MAE3_lg_relu10,keras_MAE3_lg_relu11,keras_MAE3_lg_relu12,keras_MAE3_lg_relu13,keras_MAE3_lg_relu14,keras_MAE3_lg_relu15,keras_MAE3_lg_relu16,keras_MAE3_lg_relu17,keras_MAE3_lg_relu18,keras_MAE3_lg_relu19,keras_MAE3_lg_relu21,keras_MAE3_lg_relu22,keras_MAE3_lg_relu23,keras_MAE3_lg_relu24,keras_MAE3_lg_relu25,keras_MAE3_lg_relu26,keras_MAE3_lg_relu27,keras_MAE3_lg_relu28,keras_MAE3_lg_relu29,keras_MAE3_lg_relu30,keras_MAE3_lg_relu31,keras_MAE3_lg_relu32,keras_MAE3_lg_relu33,keras_MAE3_lg_relu34,keras_MAE3_lg_relu35,keras_MAE3_lg_relu36,keras_MAE3_lg_relu37,keras_MAE3_lg_relu38,keras_MAE3_lg_relu39,ID,y
97.2560424805,104.294334412,107.166923523,108.481109619,102.876449585,107.906402588,102.476921082,106.412765503,107.087585449,100.374938965,108.761734009,106.688217163,105.621185303,104.512817383,100.723579407,100.261543274,102.038772583,95.5434417725,99.9788665771,108.951171875,103.453231812,103.753250122,107.374511719,99.4908065796,107.091766357,103.976020813,101.798461914,110.642616272,107.029937744,107.517906189,102.434288025,102.249839783,105.198860168,110.715042114,111.512908936,106.255157471,112.055267334,113.822631836,4998,117.01
91.2728118896,90.0651626587,91.1694335938,89.4696350098,95.4585876465,90.2432556152,100.753440857,93.7364120483,87.0578918457,86.2181777954,89.2229156494,92.2731552124,86.7892074585,89.725112915,99.5580596924,101.497627258,94.7276000977,95.4040222168,92.1620330811,96.1289825439,85.815612793,90.9619827271,85.2384338379,96.9717483521,95.1881713867,85.4188690186,88.6224212646,92.2528457642,96.2233352661,91.9963531494,88.2066955566,84.0765686035,97.9584197998,97.0016708374,95.4537963867,99.9572143555,93.8662109375,94.0589752197,4999,85.72
108.548194885,113.775405884,117.019126892,109.868164062,114.392623901,113.699981689,111.586761475,117.394378662,108.105270386,111.149131775,111.049102783,115.860343933,116.253067017,111.72958374,108.712730408,105.523406982,106.096961975,108.007858276,112.465835571,112.787101746,108.163856506,113.193084717,103.811592102,108.409667969,111.861785889,105.481246948,108.085624695,112.113967896,113.346237183,107.070068359,113.59728241,108.561302185,111.381607056,107.034637451,119.778251648,119.170372009,103.349006653,111.870933533,5000,137.09
83.2791061401,92.1750640869,90.8038253784,98.4429092407,89.2647323608,90.9481964111,93.2173461914,93.0851593018,95.438621521,92.0679473877,88.5902709961,89.8679656982,94.552154541,92.3035583496,85.5321502686,87.9133529663,88.1940383911,89.5345611572,91.0802612305,85.9548492432,88.0178833008,85.8467636108,85.3910217285,86.2694091797,96.1443481445,91.4484100342,89.2842102051,94.7027740479,92.0979537964,96.267906189,87.7396850586,89.985168457,91.9574737549,94.1785583496,87.5256729126,98.0486984253,98.4245147705,97.7554931641,5001,90.35
104.915740967,102.652206421,99.1501312256,101.47618103,102.245124817,97.5407943726,108.316101074,99.9560623169,104.152099609,105.304077148,112.511535645,101.495513916,101.036315918,98.8600616455,102.332672119,96.622253418,107.238021851,101.727676392,101.918792725,108.847511292,103.786056519,99.5475158691,97.8404769897,108.087165833,98.9169006348,96.2177429199,102.215545654,101.220184326,104.89466095,96.6153564453,95.5711135864,95.4301376343,101.983276367,103.435394287,110.148376465,112.242614746,102.147445679,113.096183777,5003,103.9
93.5321350098,89.4033966064,91.4688415527,95.6685943604,90.508895874,88.125579834,91.2844390869,101.531288147,96.3279342651,95.519241333,94.7833404541,97.9118881226,94.1731872559,92.2433013916,96.7168197632,92.152671814,91.3932037354,91.5222320557,92.2148742676,94.694770813,92.301399231,91.4597625732,89.043258667,86.5708312988,95.3732070923,84.9181900024,91.4368133545,90.067855835,91.3952331543,93.6880264282,90.9305267334,91.5889892578,93.263923645,92.8475036621,86.0460662842,97.2596130371,92.416343689,92.7868347168,5008,88.08
85.9371337891,92.7615814209,90.7226333618,98.1359939575,89.6561508179,93.7865447998,92.014541626,96.7356414795,94.6479644775,91.9653015137,89.5869522095,88.5807876587,95.7571868896,92.9065704346,86.7623596191,87.5343170166,86.274597168,86.119644165,89.7005844116,87.9595489502,86.6260757446,84.7832183838,93.893081665,85.559715271,95.9337692261,91.3015594482,91.5685272217,93.5895614624,93.256652832,98.0967254639,88.4734802246,90.8472518921,94.0789337158,89.9334106445,85.6677246094,98.3683013916,99.0086364746,100.01235199,5010,91.96
98.0378036499,89.2136077881,90.9772415161,91.628944397,93.2919311523,90.0011749268,100.594543457,93.6947402954,91.6123657227,85.6027069092,92.0802078247,92.2824783325,92.4628067017,95.6900253296,100.066665649,100.327560425,95.1368713379,95.6135940552,93.1097335815,98.482131958,93.3420410156,91.4805221558,88.128288269,97.0999145508,98.8916778564,86.9481277466,89.8780822754,92.625328064,94.9420776367,92.0479354858,91.1148910522,83.2587127686,92.2890930176,92.9486541748,99.0742874146,98.2462310791,93.6621398926,94.9329833984,5012,113.5
112.059020996,117.309211731,116.266471863,112.63433075,117.915756226,114.041107178,114.922737122,118.319343567,116.855041504,114.633644104,112.379493713,112.703300476,118.412391663,112.215881348,114.0756073,107.447921753,109.319282532,113.628967285,113.421058655,111.626647949,110.631378174,116.962028503,106.510665894,108.831619263,111.636940002,109.76965332,112.447006226,110.068351746,110.489715576,108.950935364,112.353462219,113.006507874,109.713623047,111.126373291,116.15246582,125.69493866,106.915122986,115.539642334,5013,111.17
109.398345947,114.996009827,117.097915649,115.313674927,107.409179688,115.978004456,116.239471436,125.971603394,119.423500061,99.0338287354,112.364196777,115.186508179,126.234527588,117.363838196,114.52658844,110.814582825,107.778991699,117.640052795,116.355476379,115.994812012,109.038772583,108.683128357,115.43687439,115.890174866,118.632774353,120.661628723,121.542518616,122.272537231,125.137313843,127.270011902,110.597427368,110.955566406,117.442596436,116.370239258,113.202346802,134.483505249,122.458747864,123.587417603,5016,120.94
96.9763793945,95.8571166992,95.2927932739,91.4057235718,91.3334197998,94.8061904907,103.732635498,97.4243469238,88.8000335693,90.7199859619,99.2633895874,89.345703125,99.46849823,99.3154678345,91.5615386963,94.1971282959,96.8584747314,105.73210144,95.1898422241,97.6581878662,99.0765151978,89.463394165,95.1532440186,100.348327637,100.768928528,88.0062561035,89.236289978,98.3729476929,98.4075469971,95.759185791,94.6252593994,88.5030136108,90.8938217163,92.6356735229,110.40852356,103.039352417,104.060081482,99.9380950928,5017,88.0
116.753410339,116.810470581,124.108421326,116.171279907,123.935417175,116.718093872,115.701499939,124.586685181,121.430076599,116.848243713,119.590858459,132.204391479,120.226554871,114.539161682,120.826156616,107.741722107,112.873260498,113.509262085,114.947914124,114.147903442,104.32244873,118.318695068,111.11252594,111.124481201,104.010910034,111.482543945,112.405471802,115.367752075,115.404052734,111.831268311,121.753555298,115.892974854,113.744995117,118.418312073,125.693695068,122.255950928,107.842559814,118.87046814,5024,116.61
97.0797119141,102.513664246,109.11290741,111.359481812,101.256813049,108.38949585,111.149986267,109.238235474,108.125152588,97.8047637939,105.890396118,104.078704834,106.709892273,100.668136597,99.9789199829,95.9736709595,102.31716156,98.9163513184,105.669723511,99.1945571899,105.854301453,102.768135071,107.629516602,105.295471191,110.406036377,106.152366638,103.357513428,109.184570312,106.355773926,109.727958679,101.772087097,103.360298157,104.517471313,102.584091187,109.128723145,107.910072327,110.534484863,110.827781677,5026,109.97
88.6798248291,92.7010726929,90.091217041,92.4533843994,96.684463501,89.7002410889,104.001998901,94.408996582,87.9497070312,87.510559082,97.5734863281,89.5475921631,91.3900909424,90.3849639893,88.4523010254,99.7608184814,93.0814208984,97.2791137695,94.5869903564,102.300704956,92.9096298218,87.9531784058,85.8719329834,94.3394165039,95.9928283691,88.9889907837,87.3873748779,96.1464309692,94.3323974609,93.7724380493,86.7240524292,87.923828125,90.0047836304,94.5266418457,97.7858657837,96.9629135132,97.4955291748,95.5709075928,5027,94.29
99.991027832,102.343231201,107.730010986,102.561172485,103.930145264,112.606636047,105.87033844,101.467376709,106.313621521,105.761070251,105.673843384,104.613273621,103.703193665,109.230255127,108.195037842,98.5064544678,99.9919891357,98.4738540649,103.435676575,103.880737305,105.374404907,106.277328491,99.389213562,102.179862976,102.841384888,97.8451538086,100.297607422,101.757896423,115.686576843,100.943344116,102.049415588,101.017845154,102.345367432,93.543182373,103.823272705,114.329025269,98.7026062012,103.021308899,5028,106.41
90.2413330078,93.7166290283,90.7774353027,102.53679657,97.8367462158,97.9613494873,97.7327880859,98.6643066406,99.2855987549,92.6212310791,94.8367156982,95.2676086426,98.4975128174,96.4966964722,98.4074401855,91.5708847046,88.3484725952,89.162689209,92.5840759277,89.1823654175,95.7018966675,90.8247070312,94.7954101562,87.7853088379,97.9791564941,92.0983810425,94.291809082,97.6308746338,92.7478790283,98.2188110352,93.6341705322,92.8198776245,97.3872833252,98.0569610596,90.885635376,104.20539856,105.189620972,103.551528931,5029,87.16
108.983360291,112.00944519,107.661254883,111.83808136,105.269111633,111.707443237,115.985328674,114.978523254,116.764816284,110.92401886,114.188583374,109.807678223,112.677375793,105.590568542,101.978736877,118.889976501,109.647445679,115.272857666,107.33555603,119.755767822,120.160507202,104.276016235,108.761497498,115.963745117,115.755310059,115.341285706,113.001045227,112.383255005,115.388908386,113.196006775,112.563369751,114.224067688,109.405433655,113.598846436,122.10168457,117.64250946,116.231498718,120.618453979,5030,113.67
75.2112884521,76.9974822998,73.4714202881,77.0938568115,75.8601531982,78.7460098267,76.2201538086,78.2033843994,78.8237304688,78.4623260498,78.6024856567,78.0204467773,79.966255188,78.0681152344,81.5596160889,72.8173065186,74.8600616455,77.4313354492,75.688041687,78.7263412476,76.2459564209,76.6369400024,77.5761260986,72.3311767578,80.0760803223,77.5091171265,76.2096557617,76.1907653809,76.6088867188,75.6250915527,74.3611297607,73.3094177246,74.4343261719,73.1634521484,74.8664093018,83.9309844971,76.000541687,77.0657577515,5031,74.66
106.634994507,115.959228516,112.251739502,114.446075439,108.994842529,108.033004761,114.75995636,113.789833069,115.136306763,112.850463867,111.339859009,111.517684937,114.75,101.063446045,101.67993927,111.728050232,112.250198364,103.725852966,112.789581299,108.774154663,106.688217163,105.530822754,117.789138794,112.620300293,115.510726929,113.271034241,111.347557068,109.364181519,117.789199829,111.227996826,107.215408325,105.752250671,111.762527466,112.431266785,109.127288818,126.150291443,117.895362854,111.1510849,5033,116.41
114.822402954,111.591842651,105.780929565,111.816596985,112.318496704,112.942001343,116.285232544,115.523025513,107.135688782,111.071357727,117.314430237,114.49835968,114.459144592,108.716842651,106.998970032,118.378852844,113.533317566,115.188529968,114.610931396,117.201004028,107.968078613,103.358825684,106.976829529,113.685562134,104.384490967,108.772659302,108.807365417,108.517448425,110.135444641,109.383094788,110.408035278,110.753341675,109.376434326,112.915596008,119.541435242,114.892082214,116.181610107,115.448661804,5035,111.64
115.137443542,114.890945435,113.622421265,113.9974823,122.042984009,117.584007263,113.274085999,116.727706909,116.683113098,115.339065552,116.38710022,116.476074219,116.551551819,117.802459717,115.882225037,108.881820679,110.744033813,113.518173218,116.143920898,108.58240509,121.773742676,115.629623413,110.954284668,111.476303101,114.181747437,109.083618164,112.277748108,104.178741455,110.267990112,109.633544922,116.27910614,111.813278198,110.646743774,111.803215027,122.272331238,119.944595337,107.226013184,116.732963562,5037,111.42
88.7142791748,96.4754333496,90.123374939,105.684341431,97.9887008667,91.6166992188,92.9908676147,98.4946746826,101.261428833,88.4716796875,93.7341461182,100.783317566,103.602416992,94.5167312622,99.856628418,94.1649398804,91.3064956665,89.1932830811,101.461250305,92.3133087158,91.3083267212,91.3623046875,94.3742523193,88.6669540405,94.7796478271,92.2114562988,93.4742889404,93.3837280273,96.7686767578,90.9692230225,91.8661956787,105.267784119,92.2345657349,98.9963760376,87.7889709473,97.7587890625,98.0621795654,104.932159424,5040,103.36
96.2749099731,105.097961426,98.408706665,102.214035034,94.4839935303,100.401115417,111.676231384,104.788871765,97.4870986938,97.2972412109,98.627746582,96.5298156738,100.420028687,98.5225753784,96.6653823853,105.320556641,101.997550964,108.65246582,97.420173645,119.269592285,105.250389099,100.379959106,92.1717224121,109.096679688,110.718811035,98.3976364136,95.0076141357,99.6187210083,102.747146606,102.451049805,101.685020447,102.92124939,103.28502655,100.823158264,109.890357971,107.118927002,107.364135742,106.757766724,5041,99.27
92.770690918,96.1267166138,92.1152191162,99.4658508301,94.4878616333,96.6970443726,96.8483200073,94.0603942871,91.6389312744,93.0977783203,94.5916900635,98.1005249023,95.186416626,93.7787704468,97.7512512207,103.224205017,97.5697174072,90.3886795044,90.2803955078,95.6916809082,96.7926712036,93.8227233887,89.7158737183,89.1799697876,95.7278060913,87.4457092285,87.7486190796,96.6065750122,92.0366210938,91.2671813965,88.1730957031,92.6749420166,90.6498184204,92.2477035522,88.5538253784,98.9102172852,91.8621673584,95.09324646,5042,95.37
81.3004760742,94.4975891113,92.5527420044,101.049682617,91.719581604,95.3799133301,94.2447128296,99.649597168,99.601524353,92.2348403931,92.0488739014,86.8565292358,95.8355941772,96.3310241699,87.2816772461,93.2629776001,88.3326416016,90.5767669678,92.0041809082,88.3896865845,87.1820678711,89.0657730103,93.0339660645,91.6145324707,100.018943787,94.0428161621,91.1673049927,95.9558868408,95.7559509277,98.098449707,98.5798721313,90.1339416504,93.5797729492,90.0677032471,92.7315673828,100.44190979,96.8676986694,100.319297791,5043,90.47
99.8631744385,104.326515198,101.870803833,105.05065918,101.074264526,100.122993469,106.934265137,100.078590393,105.620605469,102.242599487,108.738037109,106.487983704,100.281745911,99.6753158569,114.389228821,109.460708618,106.675979614,108.240371704,103.756782532,107.998016357,101.208969116,101.6951828,102.020622253,114.234855652,111.920074463,103.597244263,98.1562805176,103.265129089,99.4537277222,106.910720825,104.837669373,100.440483093,101.86504364,102.765762329,110.079528809,114.100852966,101.235580444,120.775352478,5044,99.56
92.5589904785,91.2037963867,92.0163116455,94.4773330688,88.7975997925,88.9813690186,90.7720718384,95.3145294189,89.4093856812,94.5483322144,91.6319351196,95.4702758789,93.4795227051,90.6198425293,95.1432647705,89.4663925171,95.1358032227,89.9480285645,91.63722229,92.0731506348,91.8195648193,91.5153503418,88.1961669922,89.3787841797,97.4789123535,86.3643493652,91.3027114868,88.7642822266,90.3563308716,93.8594360352,86.4866867065,91.2727661133,92.8373336792,92.9881896973,86.4328842163,98.0377731323,89.7641601562,91.0718841553,5045,88.8
97.9442825317,103.316841125,102.411239624,108.544082642,100.433639526,105.739822388,100.92339325,111.551605225,106.317359924,97.0193481445,100.951156616,102.259887695,110.651420593,102.207183838,98.8673019409,97.1753692627,103.650093079,100.134918213,98.7614974976,102.659416199,106.480728149,96.2927246094,104.358306885,98.3270874023,105.30644989,106.129470825,99.9378738403,108.013969421,104.247566223,106.182617188,95.6097412109,105.230918884,98.7524414062,100.531661987,104.460510254,111.040206909,106.193283081,111.677581787,5047,98.79
89.5638885498,93.3645324707,90.7427520752,90.5069580078,93.7053833008,90.4232711792,102.344238281,94.4594116211,89.5241699219,86.2930450439,95.8642196655,91.8070831299,90.1203079224,90.3017883301,88.5693588257,100.885452271,93.1463394165,96.6299438477,93.8268203735,101.301513672,92.4584197998,89.3196792603,86.4649887085,94.3759078979,94.9773712158,89.023223877,88.8015441895,96.2358856201,94.3674163818,93.9735794067,87.7486190796,90.8577728271,92.2303161621,95.5743103027,97.0942687988,98.8973236084,102.03339386,95.7333221436,5048,93.4
75.4848175049,76.9196624756,73.8579483032,77.277923584,75.4367218018,78.361618042,76.7987747192,78.5394058228,78.4238052368,78.8701782227,78.2439041138,78.220993042,79.8767776489,78.8700256348,79.9203109741,73.3114089966,74.5082778931,77.7961883545,76.208442688,79.0724868774,74.8685073853,77.4041519165,77.6804885864,72.6117401123,80.1051635742,77.3107452393,76.147567749,75.0179595947,76.8315200806,75.7930297852,74.5638046265,72.9400100708,73.4507293701,73.1840744019,76.5268707275,84.0624008179,75.4405517578,77.1591186523,5050,76.38
106.073608398,114.070663452,110.946182251,107.904563904,104.173934937,112.089660645,115.217056274,109.844703674,114.839675903,102.248321533,112.936302185,108.841537476,121.440811157,103.857025146,101.446548462,106.209144592,105.050720215,107.201522827,110.464424133,106.660575867,113.889389038,108.961227417,122.511665344,108.84954071,120.968582153,116.192070007,107.37663269,115.268295288,114.64491272,110.393066406,109.593948364,107.181282043,110.569381714,110.029563904,109.697845459,125.552253723,117.626815796,122.515090942,5056,104.51
105.149612427,113.480163574,109.326187134,110.227264404,113.234169006,113.399391174,123.698394775,113.25163269,115.390808105,113.135368347,117.114631653,115.116714478,108.902618408,106.176086426,107.716941833,115.617881775,116.217590332,114.405807495,115.911621094,119.189933777,120.715896606,109.847236633,107.695304871,116.594619751,102.980766296,100.776954651,105.353691101,113.682876587,116.21471405,116.219245911,110.313224792,113.273208618,106.647872925,114.397834778,121.462341309,117.792694092,116.896873474,131.509262085,5058,110.06
93.5487213135,94.2431106567,91.3848266602,92.7509078979,88.9233093262,95.1803817749,86.5893936157,95.9349212646,93.9093475342,93.3214645386,90.5216674805,99.1298294067,92.6858062744,90.40284729,97.6658782959,95.6592254639,94.4975891113,91.8976745605,88.4503860474,93.4551696777,90.8241119385,85.9657287598,93.2699432373,91.0113601685,95.5196609497,87.3994140625,87.9449005127,95.3289794922,97.5080566406,89.0905914307,91.737487793,89.3318634033,88.1262054443,90.5600891113,89.1060028076,103.365119934,93.2139129639,96.3081817627,5060,90.14
92.2073822021,102.563598633,105.705406189,108.048721313,99.7050552368,107.642578125,108.772247314,106.136695862,103.9556427,101.244865417,105.405067444,100.996383667,106.970489502,89.3234100342,99.3540267944,99.2989273071,94.9339141846,97.39453125,98.523979187,97.8628845215,96.928237915,100.268699646,103.480262756,100.745201111,108.487007141,104.23348999,105.336868286,111.190261841,106.19392395,106.440055847,98.7897491455,100.68195343,108.621452332,105.367340088,99.6490478516,105.891441345,112.003356934,107.840194702,5061,97.19
96.7372894287,86.7466430664,90.9290313721,89.8613815308,88.8761672974,91.434753418,107.137336731,92.7533035278,86.8493804932,89.6322631836,90.7050476074,88.5129013062,95.2570648193,94.0712890625,93.7772827148,93.0525283813,93.7345581055,94.1872253418,94.1817169189,98.3701171875,91.4108657837,89.1767578125,81.5659332275,97.549949646,95.4184036255,91.8862762451,89.0990753174,95.9906387329,93.5991668701,93.5123138428,92.225982666,91.4673919678,89.2203979492,97.2941436768,101.408569336,93.6453704834,94.1304397583,94.7087249756,5064,85.13
96.691444397,98.3863677979,94.7006454468,98.4508514404,93.1756744385,98.7079467773,101.308074951,102.247085571,97.2550811768,96.3914642334,94.691444397,97.0841140747,98.8610610962,96.095954895,99.2752151489,94.9253997803,97.8688430786,98.9998550415,92.0551605225,95.6362228394,95.9112854004,87.9786071777,94.2795639038,93.4794921875,102.177452087,95.986579895,89.2153930664,92.6389312744,102.133766174,93.3439865112,92.90284729,92.3259277344,97.3178100586,90.5489273071,90.8823699951,98.8605194092,92.0080490112,100.237770081,5066,93.06
104.422775269,106.327926636,110.002624512,114.678840637,105.570343018,121.409942627,115.438583374,115.356292725,109.373428345,107.103347778,110.71005249,104.447372437,113.406860352,110.421920776,105.593414307,106.136985779,103.579559326,104.251289368,109.575485229,106.214797974,113.249275208,106.02796936,107.672012329,108.096839905,115.788108826,112.14025116,107.564308167,113.794769287,115.531082153,113.365592957,109.622955322,107.676795959,106.541488647,109.473449707,112.066711426,115.16456604,121.196380615,121.231651306,5067,135.14
89.7663269043,88.0124969482,95.2574310303,94.2749328613,92.8521118164,89.5354232788,100.360168457,90.9449081421,92.8699035645,84.6246337891,99.3721923828,92.4904708862,96.7989959717,93.5565338135,92.5841751099,103.166473389,98.4374771118,96.7689971924,92.532043457,107.255859375,91.8953018188,95.3756408691,88.2763595581,103.778312683,101.24797821,85.0887527466,96.0309906006,92.036895752,96.0392608643,93.6652679443,88.3535690308,86.2711639404,98.2456054688,93.9004516602,98.3129119873,97.3479156494,92.9707336426,97.2275390625,5068,94.79
96.5815200806,104.914123535,107.996658325,103.073242188,105.253105164,109.54889679,101.556488037,106.526046753,104.32875061,104.370109558,101.150917053,101.712715149,103.463562012,107.909896851,101.120994568,98.9061203003,101.42816925,100.93397522,100.358024597,99.9418792725,96.1276397705,106.313735962,101.012245178,101.960601807,102.160400391,100.252075195,101.352416992,101.514175415,101.12399292,99.9877319336,103.454193115,103.095932007,96.7463378906,99.2628173828,102.913398743,112.476951599,96.8945922852,99.6530990601,5070,132.65
106.365989685,113.542045593,113.905708313,123.268409729,112.405349731,121.032356262,118.491401672,109.725189209,116.539657593,110.808258057,112.212242126,107.392074585,117.636047363,115.519477844,101.627761841,110.018630981,103.71269989,109.320541382,112.27318573,109.452774048,115.764526367,111.234954834,113.767532349,111.291152954,123.764152527,119.378334045,108.196228027,117.657623291,116.209739685,113.511192322,110.595794678,112.508079529,106.312339783,113.691551208,111.195022583,116.759498596,123.863250732,116.983543396,5072,106.06
93.1151046753,84.1172637939,93.1700973511,93.7584686279,93.0855102539,94.2948608398,102.226150513,91.4032897949,95.2717437744,90.9335250854,96.1112823486,96.0107727051,97.1161499023,93.3874511719,95.5507049561,106.620178223,99.1460266113,99.5469970703,94.9130477905,113.948928833,96.0330963135,91.0609130859,87.905921936,105.921096802,101.641265869,93.3101196289,89.8959960938,93.7483215332,97.1425170898,94.9472351074,93.3467559814,86.4327163696,93.1295471191,95.3351516724,101.556037903,99.8598022461,92.4189300537,94.8234405518,5073,93.7
87.2488861084,89.7317123413,93.3173904419,95.7618865967,90.575302124,95.6185302734,88.6332244873,95.8033752441,91.44190979,98.1639328003,92.8673553467,97.6114807129,97.4874725342,91.4287109375,93.9406967163,90.8213500977,92.6909713745,93.7001419067,90.3339385986,94.9047393799,90.2195281982,93.4385986328,89.3059768677,90.9242858887,96.5641555786,89.7725524902,89.5741424561,95.4563369751,91.0808105469,93.6837310791,93.6960754395,90.491607666,87.9696960449,89.9647674561,83.9142303467,97.7735214233,90.1307983398,94.7227401733,5078,102.39
82.8471603394,95.8737716675,89.2249755859,92.6823425293,91.604675293,91.8668060303,93.7584915161,92.3580932617,97.8493652344,93.4846496582,90.4959564209,88.2898788452,94.5814056396,85.4600830078,82.7614517212,87.801940918,87.3762969971,86.0774078369,90.1789245605,87.9741821289,89.6731338501,82.9859695435,90.4861907959,82.3179321289,94.2558898926,92.8176574707,94.4329681396,91.928024292,93.5446166992,96.2827606201,86.4676513672,88.9964447021,98.7880401611,86.8518066406,88.9224090576,99.3609008789,96.983215332,93.9536895752,5082,93.62
89.2291870117,87.9728317261,97.2672576904,92.9926757812,96.61769104,91.3941497803,98.5068359375,93.7793884277,95.1050415039,89.6903152466,91.2378692627,92.5037231445,87.584312439,93.3085327148,95.9733276367,102.301269531,99.1614303589,96.8495407104,94.18724823,108.986831665,99.8920211792,96.6184844971,93.4714126587,97.8379516602,97.7974624634,86.4035186768,87.6847839355,102.186706543,99.3197250366,94.1164398193,88.2793426514,87.9755859375,100.597976685,91.0015869141,96.9440689087,101.337837219,94.8125152588,124.996910095,5084,105.98
109.421951294,114.824546814,111.436408997,111.224334717,119.464935303,108.28969574,113.410720825,115.565971375,116.207695007,115.067878723,113.002349854,117.435379028,118.833145142,113.186935425,113.618301392,106.275985718,107.749298096,112.078460693,112.993850708,114.911193848,110.537521362,116.501083374,112.120864868,107.678688049,107.221710205,109.737411499,109.666229248,107.563774109,109.795448303,107.733444214,109.840904236,109.646484375,111.03276825,112.225982666,117.555091858,121.038864136,106.855392456,114.268722534,5085,112.55
82.9530639648,91.419418335,90.2620620728,96.2601928711,89.1571578979,91.1294250488,90.7653503418,92.7712554932,97.6733627319,92.0241394043,89.4303207397,89.5014190674,93.4221115112,91.2789764404,85.7228851318,87.2660369873,87.5318450928,88.9780731201,91.8833465576,85.6199035645,87.3408966064,85.8220672607,86.7824172974,86.2577590942,98.0570678711,91.3972930908,89.1443328857,93.270401001,91.9284286499,96.5969238281,87.3731231689,88.3142166138,91.6101303101,94.0131072998,87.4000167847,97.5008010864,98.1163864136,98.148651123,5086,93.0
90.4418945312,94.4409484863,95.299407959,91.8137359619,97.0165023804,94.4131622314,98.2062454224,91.7050094604,92.6326751709,90.1762771606,95.6110229492,92.3035049438,93.7975463867,94.963760376,107.487571716,100.549987793,97.0551452637,96.3151397705,97.8979187012,102.800071716,85.0037078857,91.2194976807,93.2375640869,96.9409332275,98.8395690918,86.2481002808,97.2439498901,102.858779907,96.8249816895,96.4548339844,95.2841873169,94.3127212524,93.7433853149,95.3232727051,95.7390289307,98.8285827637,100.258628845,97.3256835938,5087,91.59
74.9268341064,76.9185638428,72.9872741699,78.0982284546,74.7612915039,78.2994613647,76.5977172852,77.7122497559,79.1820220947,78.6440963745,77.9055099487,78.2216567993,80.212097168,78.6333236694,80.4644851685,72.7851333618,74.0610427856,76.9666290283,75.9870300293,79.1762771606,73.9983291626,74.9656066895,77.9124603271,72.3087463379,79.431640625,77.1958999634,76.310005188,76.4110946655,76.6895446777,75.0776977539,73.9394073486,73.0417098999,74.1518859863,73.2014312744,75.6931304932,83.835105896,76.4653320312,77.174118042,5090,74.76
85.5914001465,98.6746520996,88.650718689,93.1210021973,93.9563751221,92.2764282227,92.1740493774,93.3985443115,98.4523391724,93.064201355,91.1340789795,86.8324127197,96.2739562988,84.8699798584,85.267868042,85.2113189697,89.340965271,86.1370239258,91.4666366577,89.059463501,89.989364624,83.2199630737,90.5452728271,85.7801971436,94.4496154785,93.9419631958,95.3813781738,89.1786499023,94.4214630127,95.5881958008,88.9038848877,91.1641769409,100.177146912,88.6032562256,91.8056182861,100.118591309,98.8295135498,97.0904846191,5091,93.09
104.149353027,106.17137146,110.908004761,109.478614807,107.109580994,110.453933716,119.930770874,114.741371155,112.223083496,111.110328674,115.893867493,114.241371155,112.542236328,105.070960999,110.243782043,115.881652832,110.25643158,115.392776489,112.227523804,116.669090271,118.817749023,110.719718933,105.978088379,116.931793213,102.657730103,101.175018311,101.772087097,112.574867249,114.777030945,110.240875244,110.455810547,110.393676758,107.407226562,114.36530304,120.190658569,114.282211304,122.00881958,133.953140259,5092,105.35
100.886222839,108.358383179,109.237754822,103.305496216,105.429542542,109.906707764,104.293991089,103.320075989,103.224151611,106.868240356,105.001419067,105.459121704,109.094818115,104.432235718,116.254981995,98.1563873291,101.830039978,101.317481995,100.538452148,100.073371887,104.638664246,106.462905884,102.258880615,104.630737305,102.118911743,91.420173645,100.988739014,102.277740479,102.84765625,103.428581238,105.651855469,106.323196411,96.048538208,101.993293762,103.726821899,109.011062622,99.0981674194,100.05002594,5096,97.2
106.356765747,115.159317017,108.95010376,108.193496704,103.51713562,112.87134552,112.067260742,115.573013306,113.967193604,103.787315369,114.611747742,109.77633667,122.180267334,105.749755859,102.643417358,107.798576355,104.827308655,110.272354126,109.782905579,106.612335205,113.683998108,107.953918457,118.526535034,113.84450531,119.150550842,115.808830261,106.277038574,116.714698792,115.282600403,112.598106384,106.513237,110.294387817,111.676109314,112.426269531,110.27658844,124.676246643,117.489219666,119.597488403,5097,115.75
89.6937103271,86.2859344482,90.648727417,89.3033065796,92.0148925781,90.1811523438,99.1463241577,91.8943481445,85.7481842041,86.5795135498,89.8408355713,90.866607666,92.9417190552,92.4554748535,108.229492188,96.9439086914,92.4767608643,93.6923217773,92.570526123,96.8114318848,92.2081604004,87.9025192261,84.7622375488,98.0048446655,94.8977050781,88.4608535767,86.2520751953,93.3403778076,91.2586364746,92.6673126221,92.5265045166,89.4312820435,90.9428100586,92.8987121582,92.0928497314,92.8321838379,91.7733230591,94.0347290039,5098,89.34
