keras_r2b0,keras_r2b1,keras_r2b2,keras_r2b3,keras_r2b4,keras_r2b5,keras_r2b6,keras_r2b7,keras_r2b8,keras_r2b9,ID,y
92.2363586426,93.0122680664,91.4988250732,93.6840438843,93.3713302612,94.9712753296,89.7066802979,88.3527526855,89.3085784912,92.8078384399,7221,104.31
106.789764404,111.540649414,104.312255859,105.69140625,113.931037903,101.601295471,111.012535095,106.654197693,108.9012146,108.382919312,3678,111.92
111.533103943,110.893218994,108.09261322,105.152481079,109.869865417,102.29208374,104.20967865,105.056632996,106.19152832,103.518348694,2294,99.66
110.635360718,109.358596802,113.625198364,110.141555786,118.40196228,110.627288818,117.439483643,111.025512695,104.302177429,105.884086609,690,107.16
112.466751099,114.213012695,110.854415894,110.657661438,109.784378052,115.856056213,113.820137024,107.36289978,114.725639343,113.995605469,5303,117.83
78.2294692993,78.4562835693,84.4885940552,76.9831237793,78.9796829224,78.7375259399,80.9156341553,73.2731018066,73.6035079956,75.2080154419,4375,78.88
115.823371887,112.692214966,106.371589661,105.415687561,116.782173157,105.899665833,115.401634216,106.415245056,105.862594604,108.035118103,1072,111.52
110.663528442,113.573982239,115.305389404,112.819976807,113.756973267,116.593360901,105.906974792,115.829673767,113.6457901,112.749526978,3490,122.12
95.2469406128,107.162628174,101.577812195,103.280136108,106.273147583,107.769233704,105.388160706,104.609008789,99.9774551392,103.867202759,6228,101.14
87.4167938232,92.9663772583,98.1745147705,91.8814468384,90.5312576294,101.927253723,91.1611938477,95.6709899902,91.1110153198,94.6303482056,6572,90.7
89.8496932983,91.9511795044,91.6424026489,88.807723999,88.4523010254,94.0519790649,97.2867431641,87.7670440674,89.1146392822,92.1251678467,8242,85.91
80.0489883423,71.9398651123,83.282623291,74.5545883179,78.7073135376,77.3290863037,73.3369369507,85.4131240845,75.6114044189,72.8200302124,6237,73.52
93.2336120605,96.4214630127,91.8934402466,97.4816589355,92.3620300293,92.6147460938,91.0583343506,90.597442627,97.7853927612,95.3824691772,1389,89.73
107.17023468,113.032173157,108.307472229,103.610137939,109.949966431,108.701957703,105.784675598,114.094085693,114.318702698,108.316505432,3456,139.61
78.7434234619,78.1857757568,70.6524810791,73.1302337646,72.6703796387,78.3279266357,75.8254089355,77.2574920654,74.8735198975,78.9548873901,8292,77.38
112.2862854,125.155517578,117.274787903,116.776016235,129.587081909,117.357131958,123.611129761,125.982704163,115.62020874,111.937004089,171,113.31
112.857521057,116.51763916,115.675231934,115.453842163,108.854873657,117.863464355,109.408927917,111.191879272,114.331138611,107.47190094,1390,110.49
86.1408233643,100.532943726,90.1630401611,93.4378814697,92.9807891846,94.6850585938,90.5021820068,88.3778076172,94.7588272095,90.50730896,680,91.63
79.4162216187,79.7286834717,77.2390060425,79.7990188599,78.5484619141,81.0202484131,71.7093887329,77.5756378174,78.9577865601,72.5051422119,4450,89.73
92.4576644897,92.9385375977,95.2070617676,95.8161697388,92.0007781982,97.139213562,93.2828674316,91.779296875,94.7457351685,92.2322158813,4964,85.49
103.281730652,106.688163757,101.277259827,99.0514526367,98.6763305664,101.000434875,105.739051819,104.821228027,103.04384613,99.1070022583,4552,104.0
113.18825531,117.292243958,115.945800781,110.182533264,108.591842651,116.114990234,111.421852112,115.938323975,117.223388672,103.658554077,2278,122.72
94.6143112183,94.8488311768,89.3505477905,94.5037841797,88.8573226929,96.3282775879,90.2830734253,93.7239303589,88.867729187,86.9570770264,4464,89.44
97.3457565308,94.0375213623,88.3150100708,89.5183792114,92.5924911499,93.8704986572,93.8542175293,96.1380004883,91.4757614136,95.9464111328,2448,112.97
91.8045196533,88.6336135864,86.0286407471,90.2657394409,92.4255142212,82.5613327026,87.9721832275,87.8694763184,86.0343856812,90.4840164185,3071,106.62
109.997215271,110.590293884,108.960426331,111.517372131,110.041732788,111.174072266,104.70349884,113.174415588,115.111351013,108.033241272,7975,110.71
114.742614746,116.774688721,117.016365051,115.086402893,104.795501709,115.555221558,111.964637756,117.711921692,113.887382507,110.739089966,5072,106.06
91.3299560547,97.4950485229,101.237586975,91.0227279663,94.3476257324,94.2312164307,89.7048492432,92.1426239014,95.4439163208,89.7552719116,2660,96.85
87.9444503784,89.832069397,88.2691497803,90.205696106,91.626449585,95.8295593262,85.9894256592,93.0272598267,94.9396743774,91.0838088989,8387,86.23
112.083816528,110.855735779,109.639816284,112.166137695,116.544364929,117.564903259,109.772956848,114.774932861,111.205253601,113.929977417,3605,109.9
89.10597229,92.5810394287,96.2436065674,91.0737380981,90.7654571533,87.9061279297,89.2054672241,91.0889663696,94.1532974243,90.613861084,1650,90.78
116.247291565,112.712059021,111.234817505,113.875526428,118.537811279,108.773780823,108.325431824,113.948478699,111.494865417,116.157455444,5161,106.35
99.1450119019,93.927154541,91.2080307007,94.5581970215,91.8068771362,100.53502655,94.582649231,98.0756835938,98.5079727173,89.0922927856,1495,97.99
95.1768035889,91.2764892578,89.3936843872,85.8167953491,93.3339157104,93.1599273682,86.8335723877,89.4696655273,89.0141220093,86.8130950928,779,97.76
103.764778137,104.166816711,105.940910339,98.0528869629,109.179412842,105.536262512,100.855499268,105.137306213,110.366111755,110.200569153,3803,104.55
94.2011642456,89.3549041748,93.0881729126,90.1692123413,96.0820159912,93.7238082886,92.0485305786,92.1337203979,92.5060958862,91.6081695557,3305,93.76
98.427116394,104.967224121,98.2541275024,95.6351699829,95.2184906006,95.2263336182,97.0880126953,97.720664978,92.5130844116,101.395332336,5453,92.07
78.4893035889,78.7173843384,76.2618560791,77.9928359985,73.9235992432,80.8665847778,70.8520736694,82.9412841797,76.751335144,75.2906265259,7212,75.54
88.9115600586,94.8313980103,84.5077133179,88.9258041382,92.4271087646,84.1403808594,83.7119216919,91.2200622559,85.7909393311,88.3000946045,4302,91.88
96.2521286011,95.2249221802,94.9818954468,96.1305465698,92.8188858032,95.9308013916,93.0772857666,100.687973022,93.7278671265,106.047477722,6988,89.98
111.628143311,111.289039612,108.551254272,108.456336975,115.086647034,108.446640015,112.632270813,108.704925537,113.114326477,108.128196716,6283,111.22
86.4207763672,89.1896057129,89.7638549805,90.1170425415,92.2965698242,91.0553665161,87.4964447021,89.872718811,88.4006729126,89.9798965454,6050,90.22
99.0589065552,93.3988113403,100.078437805,94.9403457642,93.0907592773,91.151008606,92.7804260254,94.5589752197,99.315574646,95.2355117798,5073,93.7
91.3028182983,95.5592041016,91.5167236328,103.07660675,94.8486175537,91.9224777222,90.6172103882,96.8944473267,97.0109939575,91.9556503296,6214,92.18
98.5539245605,97.0944976807,94.401222229,93.9287872314,100.23639679,102.152374268,102.112625122,93.3181152344,94.0854873657,103.038902283,555,104.56
93.3703842163,91.5956497192,89.4765777588,91.7340545654,92.2372055054,91.8129653931,91.972038269,87.9779815674,89.8230133057,87.3971252441,8403,85.71
102.523735046,108.646766663,102.038116455,97.1651077271,98.1920318604,94.1699523926,96.5262527466,104.306182861,104.696800232,100.652458191,8106,101.69
101.708503723,110.078178406,103.61088562,101.725280762,108.166549683,100.143051147,101.10785675,102.16847229,108.088615417,106.553123474,3345,101.26
111.652481079,113.813697815,114.602325439,122.812942505,117.959121704,110.923919678,110.124450684,112.748886108,114.165237427,123.683921814,1657,110.64
110.171028137,111.704666138,111.80090332,111.691665649,112.843521118,115.653038025,106.412963867,118.75818634,123.320648193,115.94417572,67,128.19
117.027137756,112.295761108,126.110946655,108.765830994,117.32649231,116.035446167,116.134712219,114.45867157,112.285041809,116.958808899,1023,106.59
85.6784133911,94.8005752563,94.5032119751,93.4558944702,94.4832382202,96.0395812988,88.6905212402,96.9111404419,97.0376358032,94.8424987793,3850,97.77
97.5918731689,97.6856307983,89.7855300903,91.9057388306,96.5805969238,90.5219039917,93.2891464233,100.672981262,92.7163543701,95.8765411377,1095,89.02
102.992431641,94.4445648193,91.5313262939,94.6140594482,93.8063735962,92.4089355469,86.4167785645,90.9685821533,94.3945007324,96.5040206909,3841,88.14
109.047492981,115.912963867,113.101287842,113.141212463,117.98210144,115.031280518,114.545463562,112.643501282,121.561317444,118.852226257,916,108.53
110.050971985,110.788246155,111.008804321,114.491134644,112.923583984,113.002983093,113.576881409,112.207504272,110.258934021,105.631248474,2196,111.86
99.751373291,92.6012039185,96.3311309814,86.0951080322,95.967590332,94.7921447754,94.3346176147,87.3369293213,92.4985046387,91.5846710205,6135,87.22
98.3543167114,100.480575562,104.428100586,96.931098938,95.0521469116,107.991752625,100.847251892,102.400878906,105.566604614,103.826950073,3960,100.4
91.8098068237,93.7456512451,96.7693939209,94.5079498291,92.6950683594,93.8701629639,95.8303909302,91.4643783569,93.1700592041,88.1108932495,5160,89.19
79.2986068726,79.6351928711,80.566734314,72.6147155762,74.7402038574,75.2832565308,76.7463302612,75.8446350098,77.7434844971,78.969581604,3083,75.89
106.031333923,103.647415161,101.918746948,102.782173157,107.176376343,103.832054138,105.495925903,108.043823242,98.8602294922,101.741394043,6660,100.35
111.247520447,111.036193848,106.837089539,113.494010925,108.471336365,103.68372345,107.145324707,107.972679138,107.387550354,110.250938416,4155,110.33
89.7451095581,90.7582855225,92.3608627319,87.7649002075,92.3320083618,85.7787475586,89.8475265503,83.97215271,94.5186691284,96.251625061,5183,92.0
96.1092376709,91.032661438,91.05834198,98.6326370239,93.6359558105,91.6032409668,96.5401306152,93.7662811279,96.5892791748,90.3185958862,3104,90.66
75.9412002563,75.5901947021,74.9107284546,76.5405960083,73.7605056763,78.3880767822,73.8008041382,70.3739395142,72.9433059692,77.2699279785,7969,74.62
91.063117981,90.3071060181,94.5584487915,82.9058380127,87.8839111328,91.4873580933,93.5193328857,88.824180603,89.808921814,91.4839706421,7815,104.42
95.2614364624,91.3381729126,88.5001754761,92.8075027466,95.6611480713,97.7850875854,90.3789901733,87.2647628784,98.0946426392,95.5153808594,1105,88.6
112.407913208,111.830322266,113.141708374,105.800674438,110.137641907,110.36239624,110.85610199,106.238876343,108.661689758,106.890174866,2785,108.33
89.8178405762,89.8047180176,90.6404418945,92.5759658813,88.6554718018,91.1037368774,92.3907012939,91.3339385986,97.2490386963,93.1232376099,3817,89.89
89.8244400024,92.4612960815,89.1204833984,89.9046401978,92.5448303223,88.2275390625,90.0896148682,98.5917053223,92.4380874634,90.5220489502,5470,128.94
98.180015564,99.4207687378,96.2339782715,94.0900497437,93.3536376953,102.32182312,94.4487762451,92.6715240479,95.1281585693,92.2275619507,1521,93.11
93.618522644,89.1007156372,88.1682434082,92.0829391479,94.8132247925,87.4700622559,86.21900177,91.5106811523,87.8744125366,86.7685699463,3679,89.07
107.377571106,110.627380371,106.363525391,106.376937866,111.412391663,105.263671875,107.661720276,102.639854431,108.988517761,107.50151825,6889,107.93
101.435562134,97.93384552,103.345565796,101.803642273,103.124176025,105.11882019,100.281715393,104.465278625,108.110206604,106.313514709,4060,106.13
93.0845947266,100.930137634,91.695526123,93.7473983765,99.0743713379,92.5754623413,96.2515792847,95.8475570679,103.156013489,99.0814361572,2592,95.94
108.635124207,115.303878784,105.737556458,112.026489258,108.073127747,113.416549683,109.870132446,110.657897949,109.267990112,110.808753967,2343,122.65
98.4700622559,102.130531311,105.214355469,103.517166138,108.097457886,100.362480164,102.819381714,106.587265015,105.695274353,105.106704712,3000,101.13
114.439300537,116.833076477,114.752632141,117.446006775,116.091453552,109.845619202,111.865852356,111.451751709,108.630065918,114.888404846,1088,111.04
99.5292739868,100.204521179,111.17980957,104.197662354,105.64894104,89.9914855957,99.3786239624,91.3634719849,96.2915115356,93.8039245605,2881,100.57
102.262245178,111.480369568,98.8347625732,103.713623047,106.833335876,106.223075867,104.984375,105.735183716,107.130210876,110.840431213,8393,97.09
78.4360122681,74.5753707886,73.9323654175,77.061378479,73.4396362305,77.7165679932,71.4939880371,79.3388442993,79.9710998535,74.8673782349,3520,80.34
106.253913879,107.072814941,100.22000885,103.534179688,102.761268616,101.355506897,102.931434631,102.979789734,106.523582458,106.738143921,7857,105.43
109.206413269,108.347976685,110.827079773,110.829391479,112.036224365,109.035552979,109.742301941,108.291015625,110.463600159,110.914001465,1746,119.02
108.34324646,114.552345276,118.750198364,113.673446655,106.909790039,109.695823669,110.683128357,114.008285522,111.659217834,116.334152222,801,108.93
104.52532196,115.281478882,103.09513855,115.805618286,111.627975464,106.72882843,111.632598877,109.612442017,115.295692444,122.247695923,1084,111.41
94.9235534668,91.9032897949,93.9812774658,93.7259750366,93.3172225952,96.4728927612,92.5956344604,91.1371002197,95.8605575562,93.4709396362,8021,97.71
111.246353149,115.83555603,113.42364502,114.776039124,114.004051208,111.92552948,114.285446167,113.7735672,119.159370422,114.760009766,1447,105.96
87.4531936646,93.5879364014,91.0305175781,94.0640945435,92.4926376343,91.532409668,94.0447921753,96.7196884155,91.6682815552,90.8686294556,3581,89.79
108.656684875,109.502357483,99.7125549316,105.676765442,105.356399536,103.554084778,107.514083862,105.452766418,101.895370483,111.190032959,1966,107.99
91.1989822388,88.0864562988,99.1583862305,91.0394744873,90.6785202026,94.1760787964,88.4000091553,90.4180831909,93.3304595947,92.0205307007,7389,91.13
89.899848938,94.7176132202,89.4958724976,92.091545105,101.934143066,91.0287780762,90.0313339233,97.9763717651,89.9098968506,94.6338806152,6992,90.22
106.871749878,110.986679077,110.642326355,109.33618927,109.24256134,109.904685974,105.945678711,112.7445755,109.305366516,105.914848328,1889,107.59
90.5520706177,97.171585083,90.5498428345,91.5606002808,92.6024551392,96.1411819458,92.125289917,89.0999603271,95.01978302,93.7258682251,3025,91.11
106.226051331,107.908004761,107.476463318,110.217887878,113.722770691,109.224899292,113.443382263,108.607719421,110.482086182,112.529937744,1108,115.92
94.8235626221,96.3325042725,100.633750916,100.332084656,91.1655654907,101.089935303,97.0453033447,95.5279159546,95.2967300415,99.1328582764,4822,92.98
112.518371582,115.565452576,113.430473328,105.03817749,122.728225708,107.895690918,116.22567749,115.600502014,115.552894592,115.330070496,7009,121.57
105.267692566,112.272338867,107.512405396,112.747505188,112.435432434,108.240707397,107.341423035,108.122543335,113.796981812,109.257270813,1086,106.81
103.793884277,108.800666809,100.946777344,111.211036682,103.858863831,109.047363281,108.832832336,105.071250916,104.076316833,104.483718872,5180,108.69
113.369003296,114.528572083,109.68006134,109.193397522,99.3800125122,108.720230103,109.387710571,107.922416687,102.686538696,103.446411133,2673,108.51
103.346382141,109.657249451,96.4085998535,103.393623352,104.061904907,99.456413269,98.7699203491,103.741111755,104.689567566,110.013748169,3723,99.4
106.427711487,109.055450439,109.041770935,110.097381592,110.921066284,108.31778717,111.808906555,105.321456909,108.866645813,114.783027649,7202,114.12
98.3801498413,101.823692322,110.645248413,106.135406494,104.936798096,111.325843811,107.310134888,107.39907074,96.8582763672,104.057403564,2722,98.57
91.5330581665,90.8901443481,90.096786499,90.6969909668,91.7203292847,85.2348709106,83.67137146,87.3731307983,88.6287994385,92.9380264282,4733,87.13
109.764427185,109.865768433,108.685691833,112.364059448,117.456169128,112.875648499,111.106956482,112.732887268,119.602500916,115.820831299,2696,110.07
111.739776611,108.96711731,105.833023071,109.823753357,103.442687988,100.749900818,106.681854248,100.308692932,105.874168396,115.267410278,1804,99.18
90.1521224976,90.9077377319,91.0505447388,90.1468353271,96.2138595581,95.4372940063,92.9031677246,97.4797286987,96.6367950439,94.9470443726,2755,90.13
103.289466858,116.247039795,93.5364761353,99.7031784058,107.798088074,105.353874207,100.158752441,99.7125320435,103.917198181,101.504058838,7778,94.27
109.492683411,103.574607849,108.585044861,107.743469238,103.911735535,102.265907288,101.071907043,105.432563782,106.059501648,106.950141907,5657,99.55
92.9564743042,105.617668152,106.406814575,101.725242615,102.617004395,102.125907898,102.519294739,98.6337127686,107.534805298,101.248687744,7514,98.85
102.807548523,118.669410706,115.966659546,110.377716064,104.109931946,109.151763916,108.154899597,110.854629517,114.96231842,113.242630005,7317,112.34
110.092689514,110.837081909,109.474182129,105.895454407,113.219741821,113.717063904,102.460678101,107.997634888,106.028388977,111.289619446,4103,109.69
77.1024780273,77.6735839844,74.9267807007,74.9827194214,79.9213256836,81.0191268921,78.0298919678,79.7221832275,73.8847503662,74.0159988403,6303,77.25
106.054756165,104.11592865,107.064735413,107.081550598,111.300491333,105.668617249,102.672744751,104.992607117,105.187179565,106.217674255,6273,165.52
101.281768799,97.4183807373,95.9845962524,104.863014221,97.9860153198,99.8768615723,98.2976913452,99.0744628906,100.37361145,100.982330322,3492,100.46
96.3617477417,89.1983718872,94.7393112183,93.8204879761,92.936416626,91.3969955444,89.7346115112,91.3258514404,91.975402832,95.4210968018,5272,95.47
115.643211365,112.076766968,115.699371338,104.687652588,112.452468872,116.465194702,111.068565369,116.933448792,110.791145325,110.999885559,2852,110.32
100.554176331,102.113128662,102.073989868,100.582687378,108.301391602,98.548576355,95.6782073975,97.5946884155,102.581771851,102.070831299,5711,98.14
109.272888184,111.906990051,107.11113739,112.304885864,109.683937073,112.28011322,116.021324158,107.035728455,119.439888,109.001396179,4914,108.97
91.8695526123,94.7906341553,90.7160186768,91.984046936,93.4578323364,100.193687439,94.0536346436,88.1549072266,101.820198059,90.5095977783,3677,92.59
108.167823792,107.67199707,111.518028259,107.089942932,110.489402771,108.720787048,113.228652954,108.424041748,111.140419006,114.788009644,534,111.31
115.639472961,110.189468384,114.514846802,108.105987549,116.271583557,113.202056885,117.08165741,114.733161926,114.818939209,114.481040955,5720,119.48
94.0953598022,88.2566375732,91.6812286377,93.1158294678,90.7205810547,88.9796218872,86.6595230103,92.9281311035,91.0145645142,90.5287857056,912,87.65
96.8062515259,91.3984069824,92.4543685913,102.896903992,97.4829330444,86.5199890137,95.5102844238,96.8246383667,93.4788208008,93.2599945068,7175,89.79
98.3609619141,108.966033936,98.5690612793,104.283676147,98.747756958,99.3983154297,99.5572509766,103.755989075,101.678329468,105.547477722,5701,100.11
93.8107223511,91.584526062,107.750747681,96.545173645,94.7414779663,98.7963943481,93.2705230713,99.570854187,96.3732910156,98.6731338501,5106,112.19
90.3090209961,92.4288101196,90.2572402954,90.3971328735,102.492668152,93.5031738281,92.8180389404,90.5551757812,91.4945831299,96.1401443481,5765,98.74
107.60307312,111.320198059,112.217987061,118.462905884,104.893516541,104.556770325,102.992752075,108.156600952,106.137023926,108.977432251,1791,129.32
91.8834609985,97.0801391602,93.5445251465,96.8366394043,94.1281967163,94.1174240112,90.9741287231,93.9102020264,91.503616333,90.616355896,1538,98.04
104.62512207,93.19480896,92.6183166504,89.8169174194,102.231018066,97.2323226929,96.491355896,99.12525177,106.410621643,93.774772644,4794,96.99
101.867431641,104.828598022,102.460800171,101.686805725,99.3381500244,107.573059082,104.925758362,105.360427856,95.0532226562,104.382263184,252,105.15
112.213165283,114.809951782,118.227912903,113.874382019,111.536178589,108.800880432,108.861564636,114.735740662,113.306137085,119.86782074,5427,113.95
119.624038696,116.588027954,107.454902649,112.460670471,110.304153442,99.8408126831,104.938117981,106.737083435,106.642967224,113.898864746,1782,112.38
103.171516418,100.045883179,101.048713684,102.954826355,104.084503174,98.7150497437,103.623687744,100.570663452,96.2347793579,100.284385681,6253,99.49
99.816444397,94.3899765015,102.953636169,102.112579346,92.1374664307,93.3010025024,98.4998703003,96.7163696289,98.6819076538,94.7826309204,752,98.24
94.3214645386,93.693939209,95.626449585,95.1396179199,93.0002746582,98.6899261475,91.3040924072,91.9518966675,92.611618042,94.2493591309,3325,88.47
92.2714385986,95.6562576294,93.5156097412,96.0899200439,91.8068237305,93.1074905396,91.0919647217,92.192024231,91.9558792114,90.0952835083,900,87.28
103.04914093,106.119812012,109.219573975,100.5729599,106.511100769,99.8232803345,107.670623779,101.81199646,102.704818726,101.504150391,5028,106.41
98.684387207,97.6826629639,98.804107666,94.0247039795,92.5086517334,98.4682846069,92.4762573242,95.0053787231,95.0035324097,91.670173645,2458,133.36
102.894386292,92.7526855469,94.0076293945,93.6240081787,92.250579834,93.3834838867,96.6572647095,101.902175903,96.993812561,88.7723236084,2532,93.93
95.0238876343,91.0363922119,92.1524658203,95.9477386475,93.4848251343,97.8374252319,93.4443588257,93.4412536621,96.8325576782,93.4501953125,4079,124.64
97.473449707,107.147819519,98.5749664307,99.3559646606,99.8286132812,105.48664856,103.07522583,103.499099731,95.4849090576,96.5266647339,4227,100.04
88.3916397095,93.2952423096,91.8626403809,95.0718383789,93.9203186035,88.6064071655,89.6630401611,89.1386871338,91.1692428589,89.4771881104,6960,89.94
113.066337585,109.047111511,106.766799927,101.835762024,109.300750732,111.089118958,107.496269226,112.441421509,106.103279114,104.133255005,755,107.74
102.549415588,100.24798584,97.2808837891,102.792182922,110.992950439,100.224365234,101.875946045,101.477218628,103.92035675,100.92338562,6452,98.37
86.8577804565,94.3445281982,89.3626403809,88.7900238037,91.665802002,91.3599472046,89.533531189,86.1129608154,92.8646011353,89.1263122559,7103,87.4
99.7817764282,95.8669662476,102.79598999,97.7641220093,98.4751205444,94.9907226562,88.5252456665,101.46749115,91.8614578247,93.8069076538,3957,103.03
113.116477966,112.820373535,111.934951782,113.713363647,109.948959351,117.61542511,113.708213806,116.094299316,115.003746033,115.745643616,6010,111.04
107.644676208,105.581176758,98.9322662354,101.290786743,106.511619568,105.341957092,104.489395142,106.712440491,110.138092041,105.139717102,7499,109.67
114.380935669,110.441879272,105.829589844,104.392295837,107.929107666,113.793434143,110.297904968,113.968193054,111.359962463,119.729644775,50,108.14
92.858757019,98.4140701294,97.8079528809,94.749420166,95.0226364136,97.8003234863,96.7407073975,93.9709854126,88.9801940918,94.253578186,3020,91.32
120.784347534,119.811660767,111.925102234,109.001068115,113.615631104,111.521232605,117.813018799,118.764717102,122.584953308,118.826515198,6746,107.53
97.2069549561,101.387718201,103.177856445,106.231300354,97.2731781006,107.011100769,105.683586121,106.754432678,108.804023743,95.6926574707,5017,88.0
92.6505508423,94.1374893188,87.0353164673,96.3566665649,92.9715118408,91.9645690918,91.2326278687,92.199432373,94.0411071777,87.7701416016,8177,89.6
92.6701583862,89.7681884766,93.1874542236,81.7343673706,87.4600753784,88.9090652466,88.819732666,85.2203979492,90.6758956909,89.0832290649,8074,91.81
91.3948822021,93.2707366943,98.6043930054,96.7181396484,88.7192001343,94.1953277588,91.3758087158,94.3588943481,91.3207702637,94.7049331665,545,89.4
108.269226074,116.25188446,109.190475464,109.524902344,114.815109253,113.944145203,112.507484436,110.522163391,111.868301392,111.639274597,3451,108.03
91.6626434326,94.4165039062,92.506072998,94.6736984253,93.0679168701,91.4968566895,90.2046279907,88.8460235596,94.4548492432,96.8567581177,4023,91.59
95.1008300781,97.7618179321,89.0882492065,94.1527862549,84.0280303955,87.6814041138,95.4310913086,93.5316467285,94.9059677124,92.5816955566,1489,91.52
105.990325928,105.547111511,108.730278015,111.954185486,119.710594177,108.391921997,114.28503418,118.802337646,110.388137817,113.574867249,6934,107.85
103.113868713,90.8613739014,92.3164901733,90.9587173462,90.1686401367,94.3512268066,94.3388137817,89.7535858154,96.413192749,89.51953125,3806,87.71
93.6409835815,102.066474915,98.5417785645,89.5716629028,95.3822784424,105.48613739,96.4488143921,98.2765274048,95.6468811035,97.1054153442,3690,89.9
92.6177215576,93.971862793,93.2824707031,94.5656967163,103.127609253,88.3770523071,94.6852722168,96.2864990234,95.5977478027,93.888053894,143,93.27
108.286102295,109.623542786,107.023536682,104.91078186,122.361099243,109.212722778,110.352859497,109.095855713,107.837158203,114.623466492,5221,112.04
86.9921340942,90.7619857788,88.4123001099,94.364654541,88.7952957153,94.0507736206,89.7297134399,88.2944717407,89.1666412354,93.0205459595,7676,96.93
98.8319473267,97.3482131958,101.547927856,92.7348709106,101.555435181,92.0496673584,92.9290466309,96.2332992554,86.0917434692,93.0225372314,6131,96.21
117.823028564,120.91998291,103.441833496,115.539916992,114.744873047,112.205451965,117.342002869,107.469932556,111.346115112,113.516487122,7335,128.8
89.3298492432,92.9725341797,94.5293579102,84.9862213135,94.6469116211,92.1801071167,87.0531845093,89.8924942017,93.1071548462,93.5743942261,802,88.58
97.1121368408,98.455871582,92.8337783813,94.8923950195,99.9048309326,97.7168121338,90.4538269043,100.640899658,97.0009918213,102.56224823,5618,95.59
108.298355103,114.554153442,111.471153259,111.779693604,121.738792419,110.533454895,112.671264648,104.040306091,107.165229797,113.867919922,3482,105.79
95.5285568237,97.8850860596,91.9886398315,94.0402603149,94.6929168701,97.6740493774,97.4950790405,85.887298584,96.4360351562,91.4561080933,7130,90.59
86.1538314819,90.0882568359,88.161895752,92.5355224609,90.0647201538,94.2606887817,90.3708572388,91.3515472412,91.5959014893,90.7192077637,4225,89.91
105.195625305,106.112190247,101.194824219,106.415840149,98.8721542358,101.506706238,96.2029876709,111.177680969,100.319244385,103.713256836,5061,97.19
95.7261886597,106.629302979,90.3253936768,94.9769210815,94.703125,88.9919967651,93.7594146729,94.7610244751,90.3315353394,96.6374359131,8205,92.22
92.5007553101,96.8740539551,95.8546981812,96.2202453613,88.9004974365,99.7361450195,97.3160095215,97.8014602661,100.345352173,95.1464920044,5381,112.95
116.921379089,123.7292099,120.594940186,118.745574951,120.37651825,114.141418457,116.292236328,138.771392822,123.602836609,121.565704346,319,108.97
88.5531234741,90.7506866455,95.1405029297,92.0539703369,93.8469314575,91.8022003174,90.9185028076,92.5383758545,97.4645767212,91.4308242798,6272,95.43
91.5253143311,91.3825149536,85.5748443604,93.2676239014,92.6971435547,97.9961853027,97.1955413818,95.4856948853,94.0742111206,90.3464508057,2057,85.48
87.8360290527,92.5212478638,88.2598495483,94.005279541,94.1435012817,91.1758575439,87.5570144653,95.1441192627,88.4863967896,90.7364273071,8107,87.94
109.960144043,117.190643311,107.896896362,107.808067322,117.883094788,113.978790283,109.649147034,115.871040344,112.440498352,115.622253418,3100,108.94
94.2766189575,95.5774993896,88.7067108154,92.4728469849,95.8851470947,95.1502685547,89.8203125,97.0684432983,95.1272506714,95.4209442139,2228,87.98
116.315589905,117.001411438,116.947052002,118.98802948,117.493583679,115.567268372,113.290596008,114.001113892,111.836204529,114.8775177,3182,113.75
117.976509094,122.698783875,105.259078979,120.104652405,112.432891846,114.349182129,112.732513428,119.256774902,115.464538574,120.391014099,1418,112.78
106.763145447,116.59866333,106.83656311,103.514335632,119.725517273,114.099487305,113.318138123,119.993644714,115.276260376,110.137550354,6592,110.85
121.275726318,110.153709412,115.268211365,109.887741089,112.245864868,106.603927612,110.384498596,110.204597473,106.843597412,114.70993042,1142,111.41
94.3311767578,91.319190979,89.7646408081,85.954498291,89.7082977295,88.2411575317,91.8001251221,91.2210769653,88.4069747925,90.9752731323,8395,88.24
88.3928909302,90.2278747559,95.0028533936,86.7727584839,97.4854202271,88.6371917725,102.901664734,88.198425293,92.7031860352,95.3391647339,2831,135.29
94.6224594116,101.494285583,106.222137451,98.0854110718,94.9098815918,102.196479797,96.8926773071,97.8851242065,103.86631012,99.0512924194,4674,90.78
96.7697677612,99.7672958374,92.9037704468,99.294921875,101.299537659,91.9133987427,94.5192871094,97.505821228,93.9775772095,94.9317855835,4768,90.58
98.0358810425,104.559761047,106.219528198,107.234580994,106.385513306,100.337265015,95.4561691284,97.7111968994,100.515716553,102.808898926,1159,103.75
116.12903595,108.614494324,108.916778564,109.819419861,116.822746277,111.460624695,110.602218628,108.667510986,115.699775696,112.120018005,2932,108.06
109.689712524,109.314559937,105.981040955,109.296463013,115.951705933,113.902458191,107.12310791,109.868141174,112.056083679,107.240745544,3108,114.65
108.48009491,113.098388672,110.629600525,108.486541748,107.346809387,113.492149353,104.955741882,108.331756592,112.535919189,107.202514648,1031,104.73
99.2897796631,105.676010132,105.795143127,94.7365722656,103.095031738,95.6578292847,100.729225159,104.99433136,101.974594116,101.357070923,1225,102.49
96.2671127319,99.4848098755,97.4451599121,102.829902649,92.4464416504,97.081993103,96.9453811646,91.2789459229,95.5850601196,99.1403579712,3276,88.29
